Donald	donald	Donald
is	is	is
the	the	the
lesson	lesson	lesson
that	that	that
we	we	we
continue	continu	continue
to	to	to
pass	pass	pas
on	on	on
to	to	to
our	our	our
son	son	son
.	.	.
We	we	We
need	need	need
to	to	to
pass	pass	pas
those	those	those
lessons	lesson	lesson
on	on	on
to	to	to
the	the	the
many	mani	many
generations	generat	generation
to	to	to
follow	follow	follow
.	.	.

Cheering	cheer	Cheering
Because	becaus	Because
we	we	we
want	want	want
our	our	our
children	children	child
in	in	in
these	these	these
nations	nation	nation
to	to	to
know	know	know
that	that	that
the	the	the
only	onli	only
limit	limit	limit
to	to	to
your	your	your
achievement	achiev	achievement
is	is	is
the	the	the
strength	strength	strength
of	of	of
your	your	your
dreams	dream	dream
and	and	and
your	your	your
willingness	willing	willingness
to	to	to
work	work	work
for	for	for
them	them	them
.	.	.
And	and	And
here	here	here
are	are	are
the	the	the
words	word	word
from	from	from
Michelle	michell	Michelle
Obama	obama	Obama
s	s	s
speech	speech	speech
in	in	in
2008	2008	2008
And	and	And
Barack	barack	Barack
and	and	and
I	i	I
were	were	were
raised	rais	raised
with	with	with
so	so	so
many	mani	many
of	of	of
the	the	the
same	same	same
values	valu	value
that	that	that
you	you	you
work	work	work
hard	hard	hard
for	for	for
what	what	what
you	you	you
want	want	want
in	in	in
life	life	life
;	;	;
that	that	that
your	your	your
word	word	word
is	is	is
your	your	your
bond	bond	bond
and	and	and
you	you	you
do	do	do
what	what	what
you	you	you
say	say	say
you	you	you
re	re	re
going	go	going
to	to	to
do	do	do
;	;	;
that	that	that
you	you	you
treat	treat	treat
people	peopl	people
with	with	with
dignity	digniti	dignity
and	and	and
respect	respect	respect
,	,	,
even	even	even
if	if	if
you	you	you
don	don	don
t	t	t
know	know	know
them	them	them
,	,	,
and	and	and
even	even	even
if	if	if
you	you	you
don	don	don
t	t	t
agree	agre	agree
with	with	with
them	them	them
.	.	.
And	and	And
Barack	barack	Barack
and	and	and
I	i	I
set	set	set
out	out	out
to	to	to
build	build	build
lives	live	life
guided	guid	guided
by	by	by
these	these	these
values	valu	value
,	,	,
and	and	and
pass	pass	pas
them	them	them
on	on	on
to	to	to
the	the	the
next	next	next
generation	generat	generation
.	.	.

Because	becaus	Because
we	we	we
want	want	want
our	our	our
children	children	child
and	and	and
all	all	all
children	children	child
in	in	in
this	this	this
nation	nation	nation
to	to	to
know	know	know
that	that	that
the	the	the
only	onli	only
limit	limit	limit
to	to	to
the	the	the
height	height	height
of	of	of
your	your	your
achievements	achiev	achievement
is	is	is
the	the	the
reach	reach	reach
of	of	of
your	your	your
dreams	dream	dream
and	and	and
your	your	your
willingness	willing	willingness
to	to	to
work	work	work
for	for	for
them	them	them
.	.	.
You	you	You
can	can	can
listen	listen	listen
to	to	to
the	the	the
plagiarized	plagiar	plagiarized
portion	portion	portion
of	of	of
Melania	melania	Melania
s	s	s
speech	speech	speech
here	here	here
youtube	youtub	youtube
https://www.youtube.com/watch?v=lxBTstcktnM]Plagiarism	https://www.youtube.com/watch?v=lxbtstcktnm]plagiar	https://www.youtube.com/watch?v=lxBTstcktnM]Plagiarism
is	is	is
never	never	never
acceptable	accept	acceptable
,	,	,
and	and	and
if	if	if
this	this	this
is	is	is
the	the	the
level	level	level
of	of	of
incompetence	incompet	incompetence
with	with	with
which	which	which
Trump	trump	Trump
s	s	s
campaign	campaign	campaign
is	is	is
being	be	being
run	run	run
,	,	,
just	just	just
imagine	imagin	imagine
how	how	how
he	he	he
and	and	and
his	his	his
administration	administr	administration
would	would	would
run	run	run
the	the	the
country	countri	country
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Alex	alex	Alex
Wong	wong	Wong
Getty	getti	Getty
Images	imag	Images

