Donald	donald	Donald
.	.	.
Image	imag	Image
via	via	via
Huffington	huffington	Huffington
PostRepublicans	postrepublican	PostRepublicans
think	think	think
they	they	they
can	can	can
change	chang	change
the	the	the
rules	rule	rule
whenever	whenev	whenever
it	it	it
suits	suit	suit
them	them	them
.	.	.

Way	way	Way
to	to	to
go	go	go
Schumer	schumer	Schumer
.	.	.

I	i	I
can	can	can
t	t	t
think	think	think
of	of	of
a	a	a
more	more	more
fitting	fit	fitting
response	respons	response
to	to	to
this	this	this
hypocritical	hypocrit	hypocritical
bullsh	bullsh	bullsh
t	t	t
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Drew	drew	Drew
Angerer	anger	Angerer
Getty	getti	Getty
Images	imag	Images

