Donald	donald	Donald
failed	fail	failed
.	.	.

I	i	I
ll	ll	ll
admit	admit	admit
it	it	it
.	.	.

I	i	I
did	did	did
try	tri	try
to	to	to
fuck	fuck	fuck
her	her	her
,	,	,
she	she	she
was	was	wa
married	marri	married
and	and	and
I	i	I
moved	move	moved
on	on	on
her	her	her
very	veri	very
heavily	heavili	heavily
.	.	.

I	i	I
took	took	took
her	her	her
out	out	out
furniture	furnitur	furniture
shopping	shop	shopping
.	.	.

She	she	She
wanted	want	wanted
to	to	to
get	get	get
some	some	some
furniture	furnitur	furniture
and	and	and
I	i	I
told	told	told
her	her	her
I	i	I
ll	ll	ll
show	show	show
you	you	you
where	where	where
you	you	you
can	can	can
get	get	get
some	some	some
nice	nice	nice
furniture	furnitur	furniture
,	,	,
Trump	trump	Trump
is	is	is
heard	heard	heard
saying	say	saying
.	.	.

I	i	I
moved	move	moved
on	on	on
her	her	her
like	like	like
a	a	a
bitch	bitch	bitch
,	,	,
and	and	and
I	i	I
could	could	could
not	not	not
get	get	get
there	there	there
,	,	,
and	and	and
she	she	she
was	was	wa
married	marri	married
.	.	.

And	and	And
all	all	all
the	the	the
sudden	sudden	sudden
I	i	I
see	see	see
her	her	her
and	and	and
she	she	she
s	s	s
got	got	got
the	the	the
big	big	big
phony	phoni	phony
tits	tit	tit
,	,	,
she	she	she
s	s	s
totally	total	totally
changed	chang	changed
her	her	her
look	look	look
.	.	.
'	'	'
He	he	He
says	say	say
of	of	of
women	women	woman
he	he	he
finds	find	find
attractive	attract	attractive
in	in	in
general	general	general
I	i	I
m	m	m
automatically	automat	automatically
attracted	attract	attracted
to	to	to
beautiful	beauti	beautiful
women	women	woman
I	i	I
just	just	just
start	start	start
kissing	kiss	kissing
them	them	them
,	,	,
it	it	it
s	s	s
like	like	like
a	a	a
magnet	magnet	magnet
.	.	.

I	i	I
don	don	don
t	t	t
even	even	even
wait	wait	wait
.	.	.

And	and	And
when	when	when
you	you	you
re	re	re
a	a	a
star	star	star
,	,	,
they	they	they
let	let	let
you	you	you
do	do	do
it	it	it
.	.	.

You	you	You
can	can	can
do	do	do
anything	anyth	anything
Grab	grab	Grab
em	em	em
by	by	by
the	the	the
pussy	pussi	pussy
.	.	.

Trump	trump	Trump
then	then	then
goes	goe	go
on	on	on
to	to	to
talk	talk	talk
about	about	about
a	a	a
pretty	pretti	pretty
woman	woman	woman
who	who	who
was	was	wa
to	to	to
greet	greet	greet
them	them	them
at	at	at
the	the	the
bus	bus	bus
Woah	woah	Woah
,	,	,
woah	woah	woah
.	.	.

I	i	I
gotta	gotta	gotta
use	use	use
some	some	some
Tic	tic	Tic
Tacs	tac	Tacs
just	just	just
in	in	in
case	case	case
I	i	I
start	start	start
kissing	kiss	kissing
her	her	her
.	.	.

Of	of	Of
course	cours	course
,	,	,
the	the	the
Trump	trump	Trump
campaign	campaign	campaign
is	is	is
brushing	brush	brushing
it	it	it
aside	asid	aside
.	.	.

Trump	trump	Trump
himself	himself	himself
says	say	say
in	in	in
a	a	a
statement	statement	statement
This	this	This
was	was	wa
locker	locker	locker
room	room	room
banter	banter	banter
,	,	,
a	a	a
private	privat	private
conversation	convers	conversation
that	that	that
took	took	took
place	place	place
many	mani	many
years	year	year
ago	ago	ago
.	.	.

Bill	bill	Bill
Clinton	clinton	Clinton
has	has	ha
said	said	said
far	far	far
worse	wors	worse
to	to	to
me	me	me
on	on	on
the	the	the
golf	golf	golf
course	cours	course
not	not	not
even	even	even
close	close	close
.	.	.

I	i	I
apologize	apolog	apologize
if	if	if
anyone	anyon	anyone
was	was	wa
offended	offend	offended
.	.	.

No	no	No
,	,	,
this	this	this
is	is	is
most	most	most
certainly	certain	certainly
NOT	not	NOT
just	just	just
locker	locker	locker
room	room	room
banter	banter	banter
at	at	at
this	this	this
point	point	point
.	.	.

This	this	This
is	is	is
just	just	just
another	anoth	another
chapter	chapter	chapter
in	in	in
a	a	a
lifetime	lifetim	lifetime
of	of	of
misogyny	misogyni	misogyny
,	,	,
of	of	of
objectifying	objectifi	objectifying
,	,	,
bullying	bulli	bullying
,	,	,
and	and	and
mistreating	mistreat	mistreating
women	women	woman
.	.	.

If	if	If
this	this	this
doesn	doesn	doesn
t	t	t
show	show	show
that	that	that
Donald	donald	Donald
Trump	trump	Trump
is	is	is
a	a	a
clear	clear	clear
sexist	sexist	sexist
who	who	who
engages	engag	engages
in	in	in
regular	regular	regular
bouts	bout	bout
of	of	of
disgusting	disgust	disgusting
lewdness	lewd	lewdness
and	and	and
belongs	belong	belongs
nowhere	nowher	nowhere
near	near	near
the	the	the
White	white	White
House	hous	House
,	,	,
I	i	I
don	don	don
t	t	t
know	know	know
what	what	what
will	will	will
.	.	.
Listen	listen	Listen
to	to	to
his	his	his
disgusting	disgust	disgusting
words	word	word
below	below	below
warning	warn	warning
explicit	explicit	explicit
language	languag	language
Featured	featur	Featured
image	imag	image
via	via	via
Drew	drew	Drew
Angerer	anger	Angerer
Getty	getti	Getty
Images	imag	Images

