21st	21st	21st
vast	vast	vast
sums	sum	sum
of	of	of
money	money	money
on	on	on
advanced	advanc	advanced
broadcast	broadcast	broadcast
and	and	and
digital	digit	digital
media	media	medium
capabilities	capabl	capability
,	,	,
targeted	target	targeted
campaigns	campaign	campaign
,	,	,
funding	fund	funding
of	of	of
foreign	foreign	foreign
political	polit	political
movements	movement	movement
,	,	,
and	and	and
other	other	other
efforts	effort	effort
to	to	to
influence	influenc	influence
key	key	key
audiences	audienc	audience
and	and	and
populations	popul	population
,	,	,
Portman	portman	Portman
explained	explain	explained
,	,	,
adding	ad	adding
that	that	that
while	while	while
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
spends	spend	spends
a	a	a
relatively	relat	relatively
small	small	small
amount	amount	amount
on	on	on
its	it	it
Voice	voic	Voice
of	of	of
America	america	America
,	,	,
the	the	the
Kremlin	kremlin	Kremlin
provides	provid	provides
enormous	enorm	enormous
funding	fund	funding
for	for	for
its	it	it
news	news	news
organization	organ	organization
,	,	,
RT	rt	RT
.	.	.
Surprisingly	surpris	Surprisingly
,	,	,
Portman	portman	Portman
continued	continu	continued
,	,	,
there	there	there
is	is	is
currently	current	currently
no	no	no
single	singl	single
U	u	U
.	.	.
S	s	S
.	.	.
governmental	government	governmental
agency	agenc	agency
or	or	or
department	depart	department
charged	charg	charged
with	with	with
the	the	the
national	nation	national
level	level	level
development	develop	development
,	,	,
integration	integr	integration
and	and	and
synchronization	synchron	synchronization
of	of	of
whole	whole	whole
-of-government	-of-govern	-of-government
strategies	strategi	strategy
to	to	to
counter	counter	counter
foreign	foreign	foreign
propaganda	propaganda	propaganda
and	and	and
disinformation	disinform	disinformation
.	.	.
Long	long	Long
before	befor	before
the	the	the
fake	fake	fake
news	news	news
meme	meme	meme
became	becam	became
a	a	a
daily	daili	daily
topic	topic	topic
of	of	of
extensive	extens	extensive
conversation	convers	conversation
on	on	on
such	such	such
discredited	discredit	discredited
mainstream	mainstream	mainstream
portals	portal	portal
as	as	a
CNN	cnn	CNN
and	and	and
WaPo	wapo	WaPo
,	,	,
H	h	H
.	.	.
R	r	R
.	.	.
5181	5181	5181
would	would	would
task	task	task
the	the	the
Secretary	secretari	Secretary
of	of	of
State	state	State
with	with	with
coordinating	coordin	coordinating
the	the	the
Secretary	secretari	Secretary
of	of	of
Defense	defens	Defense
,	,	,
the	the	the
Director	director	Director
of	of	of
National	nation	National
Intelligence	intellig	Intelligence
,	,	,
and	and	and
the	the	the
Broadcasting	broadcast	Broadcasting
Board	board	Board
of	of	of
Governors	governor	Governors
to	to	to
establish	establish	establish
a	a	a
Center	center	Center
for	for	for
Information	inform	Information
Analysis	analysi	Analysis
and	and	and
Response	respons	Response
,	,	,
which	which	which
will	will	will
pinpoint	pinpoint	pinpoint
sources	sourc	source
of	of	of
disinformation	disinform	disinformation
,	,	,
analyze	analyz	analyze
data	data	data
,	,	,
and	and	and
in	in	in
true	true	true
dystopic	dystop	dystopic
manner	manner	manner
develop	develop	develop
and	and	and
disseminate	dissemin	disseminate
fact	fact	fact
-based	-base	-based
narratives	narrat	narrative
to	to	to
counter	counter	counter
effrontery	effronteri	effrontery
propaganda	propaganda	propaganda
.	.	.
In	in	In
short	short	short
,	,	,
long	long	long
before	befor	before
fake	fake	fake
news	news	news
became	becam	became
a	a	a
major	major	major
media	media	medium
topic	topic	topic
,	,	,
the	the	the
US	us	US
government	govern	government
was	was	wa
already	alreadi	already
planning	plan	planning
its	it	it
legally	legal	legally
-backed	-back	-backed
crackdown	crackdown	crackdown
on	on	on
anything	anyth	anything
it	it	it
would	would	would
eventually	eventu	eventually
label	label	label
fake	fake	fake
news	news	news
.	.	.
Fast	fast	Fast
forward	forward	forward
to	to	to
December	decemb	December
8	8	8
,	,	,
when	when	when
the	the	the
Countering	counter	Countering
Disinformation	disinform	Disinformation
and	and	and
Propaganda	propaganda	Propaganda
Act	act	Act
passed	pass	passed
in	in	in
the	the	the
Senate	senat	Senate
,	,	,
quietly	quiet	quietly
inserted	insert	inserted
inside	insid	inside
the	the	the
2017	2017	2017
National	nation	National
Defense	defens	Defense
Authorization	author	Authorization
Act	act	Act
NDAA	ndaa	NDAA
Conference	confer	Conference
Report	report	Report
.	.	.
And	and	And
now	now	now
,	,	,
following	follow	following
Friday	friday	Friday
s	s	s
Obama	obama	Obama
signing	sign	signing
of	of	of
the	the	the
NDAA	ndaa	NDAA
on	on	on
Friday	friday	Friday
evening	even	evening
,	,	,
the	the	the
Countering	counter	Countering
Disinformation	disinform	Disinformation
and	and	and
Propaganda	propaganda	Propaganda
Act	act	Act
is	is	is
now	now	now
law	law	law
.	.	.
Here	here	Here
is	is	is
the	the	the
full	full	full
statement	statement	statement
issued	issu	issued
by	by	by
the	the	the
generously	generous	generously
funded	fund	funded
Senator	senat	Senator
Rob	rob	Rob
Portman	portman	Portman
R	r	R
-	-	-
Ohio	ohio	Ohio
on	on	on
the	the	the
singing	sing	singing
into	into	into
law	law	law
of	of	of
a	a	a
bill	bill	bill
that	that	that
further	further	further
chips	chip	chip
away	away	away
at	at	at
press	press	press
liberties	liberti	liberty
in	in	in
the	the	the
US	us	US
,	,	,
and	and	and
which	which	which
sets	set	set
the	the	the
stage	stage	stage
for	for	for
future	futur	future
which	which	which
hunts	hunt	hunt
and	and	and
website	websit	website
shutdowns	shutdown	shutdown
,	,	,
purely	pure	purely
as	as	a
a	a	a
result	result	result
of	of	of
an	an	an
accusation	accus	accusation
that	that	that
any	ani	any
one	one	one
media	media	medium
outlet	outlet	outlet
or	or	or
site	site	site
is	is	is
considered	consid	considered
as	as	a
a	a	a
source	sourc	source
of	of	of
disinformation	disinform	disinformation
and	and	and
propaganda	propaganda	propaganda
and	and	and
is	is	is
shut	shut	shut
down	down	down
by	by	by
the	the	the
government	govern	government
.	.	.
President	presid	President
Signs	sign	Signs
Portman	portman	Portman
-Murphy	-murphi	-Murphy
Counter	counter	Counter
-Propaganda	-propaganda	-Propaganda
Bill	bill	Bill
into	into	into
LawPortman	lawportman	LawPortman
-Murphy	-murphi	-Murphy
Bill	bill	Bill
Promotes	promot	Promotes
Coordinated	coordin	Coordinated
Strategy	strategi	Strategy
to	to	to
Defend	defend	Defend
America	america	America
,	,	,
Allies	alli	Allies
Against	against	Against
Propaganda	propaganda	Propaganda
and	and	and
Disinformation	disinform	Disinformation
from	from	from
Russia	russia	Russia
,	,	,
China	china	China
OthersU	othersu	OthersU
.	.	.
S	s	S
.	.	.
Senators	senat	Senators
Rob	rob	Rob
Portman	portman	Portman
R	r	R
-OH	-oh	-OH
and	and	and
Chris	chris	Chris
Murphy	murphi	Murphy
D	d	D
-CT	-ct	-CT
today	today	today
announced	announc	announced
that	that	that
their	their	their
Countering	counter	Countering
Disinformation	disinform	Disinformation
and	and	and
Propaganda	propaganda	Propaganda
Act	act	Act
legislation	legisl	legislation
designed	design	designed
to	to	to
help	help	help
American	american	American
allies	alli	ally
counter	counter	counter
foreign	foreign	foreign
government	govern	government
propaganda	propaganda	propaganda
from	from	from
Russia	russia	Russia
,	,	,
China	china	China
,	,	,
and	and	and
other	other	other
nations	nation	nation
has	has	ha
been	been	been
signed	sign	signed
into	into	into
law	law	law
as	as	a
part	part	part
of	of	of
the	the	the
FY	fy	FY
2017	2017	2017
National	nation	National
Defense	defens	Defense
Authorization	author	Authorization
Act	act	Act
NDAA	ndaa	NDAA
Conference	confer	Conference
Report	report	Report
.	.	.
The	the	The
bipartisan	bipartisan	bipartisan
bill	bill	bill
,	,	,
which	which	which
was	was	wa
introduced	introduc	introduced
by	by	by
Senators	senat	Senators
Portman	portman	Portman
and	and	and
Murphy	murphi	Murphy
in	in	in
March	march	March
,	,	,
will	will	will
improve	improv	improve
the	the	the
ability	abil	ability
of	of	of
the	the	the
United	unit	United
States	state	States
to	to	to
counter	counter	counter
foreign	foreign	foreign
propaganda	propaganda	propaganda
and	and	and
disinformation	disinform	disinformation
from	from	from
our	our	our
enemies	enemi	enemy
by	by	by
establishing	establish	establishing
an	an	an
interagency	interag	interagency
center	center	center
housed	hous	housed
at	at	at
the	the	the
State	state	State
Department	depart	Department
to	to	to
coordinate	coordin	coordinate
and	and	and
synchronize	synchron	synchronize
counter	counter	counter
-propaganda	-propaganda	-propaganda
efforts	effort	effort
throughout	throughout	throughout
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
.	.	.
To	to	To
support	support	support
these	these	these
efforts	effort	effort
,	,	,
the	the	the
bill	bill	bill
also	also	also
creates	creat	creates
a	a	a
grant	grant	grant
program	program	program
for	for	for
NGOs	ngos	NGOs
,	,	,
think	think	think
tanks	tank	tank
,	,	,
civil	civil	civil
society	societi	society
and	and	and
other	other	other
experts	expert	expert
outside	outsid	outside
government	govern	government
who	who	who
are	are	are
engaged	engag	engaged
in	in	in
counter	counter	counter
-propaganda	-propaganda	-propaganda
related	relat	related
work	work	work
.	.	.
This	this	This
will	will	will
better	better	better
leverage	leverag	leverage
existing	exist	existing
expertise	expertis	expertise
and	and	and
empower	empow	empower
our	our	our
allies	alli	ally
overseas	oversea	overseas
to	to	to
defend	defend	defend
themselves	themselv	themselves
from	from	from
foreign	foreign	foreign
manipulation	manipul	manipulation
.	.	.
It	it	It
will	will	will
also	also	also
help	help	help
foster	foster	foster
a	a	a
free	free	free
and	and	and
vibrant	vibrant	vibrant
press	press	press
and	and	and
civil	civil	civil
society	societi	society
overseas	oversea	overseas
,	,	,
which	which	which
is	is	is
critical	critic	critical
to	to	to
ensuring	ensur	ensuring
our	our	our
allies	alli	ally
have	have	have
access	access	access
to	to	to
truthful	truth	truthful
information	inform	information
and	and	and
inoculating	inocul	inoculating
people	peopl	people
against	against	against
foreign	foreign	foreign
propaganda	propaganda	propaganda
campaigns	campaign	campaign
.	.	.
Our	our	Our
enemies	enemi	enemy
are	are	are
using	use	using
foreign	foreign	foreign
propaganda	propaganda	propaganda
and	and	and
disinformation	disinform	disinformation
against	against	against
us	us	u
and	and	and
our	our	our
allies	alli	ally
,	,	,
and	and	and
so	so	so
far	far	far
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
has	has	ha
been	been	been
asleep	asleep	asleep
at	at	at
the	the	the
wheel	wheel	wheel
,	,	,
Portman	portman	Portman
said	said	said
.	.	.
But	but	But
today	today	today
,	,	,
the	the	the
United	unit	United
States	state	States
has	has	ha
taken	taken	taken
a	a	a
critical	critic	critical
step	step	step
towards	toward	towards
confronting	confront	confronting
the	the	the
extensive	extens	extensive
,	,	,
and	and	and
destabilizing	destabil	destabilizing
,	,	,
foreign	foreign	foreign
propaganda	propaganda	propaganda
and	and	and
disinformation	disinform	disinformation
operations	oper	operation
being	be	being
waged	wage	waged
against	against	against
us	us	u
by	by	by
our	our	our
enemies	enemi	enemy
overseas	oversea	overseas
.	.	.
With	with	With
this	this	this
bill	bill	bill
now	now	now
law	law	law
,	,	,
we	we	we
are	are	are
finally	final	finally
signaling	signal	signaling
that	that	that
enough	enough	enough
is	is	is
enough	enough	enough
;	;	;
the	the	the
United	unit	United
States	state	States
will	will	will
no	no	no
longer	longer	longer
sit	sit	sit
on	on	on
the	the	the
sidelines	sidelin	sideline
.	.	.
We	we	We
are	are	are
going	go	going
to	to	to
confront	confront	confront
this	this	this
threat	threat	threat
head	head	head
-on	-on	-on
.	.	.
I	i	I
am	am	am
confident	confid	confident
that	that	that
,	,	,
with	with	with
the	the	the
help	help	help
of	of	of
this	this	this
bipartisan	bipartisan	bipartisan
bill	bill	bill
,	,	,
the	the	the
disinformation	disinform	disinformation
and	and	and
propaganda	propaganda	propaganda
used	use	used
against	against	against
us	us	u
,	,	,
our	our	our
allies	alli	ally
,	,	,
and	and	and
our	our	our
interests	interest	interest
will	will	will
fail	fail	fail
.	.	.
The	the	The
use	use	use
of	of	of
propaganda	propaganda	propaganda
to	to	to
undermine	undermin	undermine
democracy	democraci	democracy
has	has	ha
hit	hit	hit
a	a	a
new	new	new
low	low	low
.	.	.
But	but	But
now	now	now
we	we	we
are	are	are
finally	final	finally
in	in	in
a	a	a
position	posit	position
to	to	to
confront	confront	confront
this	this	this
threat	threat	threat
head	head	head
on	on	on
and	and	and
get	get	get
out	out	out
the	the	the
truth	truth	truth
.	.	.
By	by	By
building	build	building
up	up	up
independent	independ	independent
,	,	,
objective	object	objective
journalism	journal	journalism
in	in	in
places	place	place
like	like	like
eastern	eastern	eastern
Europe	europ	Europe
,	,	,
we	we	we
can	can	can
start	start	start
to	to	to
fight	fight	fight
back	back	back
by	by	by
exposing	expos	exposing
these	these	these
fake	fake	fake
narratives	narrat	narrative
and	and	and
empowering	empow	empowering
local	local	local
communities	communiti	community
to	to	to
protect	protect	protect
themselves	themselv	themselves
,	,	,
said	said	said
Murphy	murphi	Murphy
.	.	.
I	i	I
m	m	m
proud	proud	proud
that	that	that
our	our	our
bill	bill	bill
was	was	wa
signed	sign	signed
into	into	into
law	law	law
,	,	,
and	and	and
I	i	I
look	look	look
forward	forward	forward
to	to	to
working	work	working
with	with	with
Senator	senat	Senator
Portman	portman	Portman
to	to	to
make	make	make
sure	sure	sure
these	these	these
tools	tool	tool
and	and	and
new	new	new
resources	resourc	resource
are	are	are
effectively	effect	effectively
used	use	used
to	to	to
get	get	get
out	out	out
the	the	the
truth	truth	truth
.	.	.
NOTE	note	NOTE
The	the	The
bipartisan	bipartisan	bipartisan
Countering	counter	Countering
Disinformation	disinform	Disinformation
and	and	and
Propaganda	propaganda	Propaganda
Act	act	Act
is	is	is
organized	organ	organized
around	around	around
two	two	two
main	main	main
priorities	prioriti	priority
to	to	to
help	help	help
achieve	achiev	achieve
the	the	the
goal	goal	goal
of	of	of
combatting	combat	combatting
the	the	the
constantly	constant	constantly
evolving	evolv	evolving
threat	threat	threat
of	of	of
foreign	foreign	foreign
disinformation	disinform	disinformation
from	from	from
our	our	our
enemies	enemi	enemy
Continue	continu	Continue
this	this	this
report	report	report
at	at	at
Zero	zero	Zero
HedgeREAD	hedgeread	HedgeREAD
MORE	more	MORE
MSM	msm	MSM
LIES	lie	LIES
AT	at	AT
21st	21st	21st
Century	centuri	Century
Wire	wire	Wire
MSM	msm	MSM
Watch	watch	Watch
Files	file	Files
