Remember	rememb	Remember
office	offic	office
space	space	space
to	to	to
an	an	an
Iranian	iranian	Iranian
bank	bank	bank
that	that	that
helps	help	help
fund	fund	fund
act	act	act
of	of	of
terrorism	terror	terrorism
.	.	.
It	it	It
s	s	s
a	a	a
pretty	pretti	pretty
hypocritical	hypocrit	hypocritical
position	posit	position
to	to	to
take	take	take
,	,	,
he	he	he
said	said	said
.	.	.
It	it	It
suggests	suggest	suggests
that	that	that
his	his	his
principles	principl	principle
are	are	are
pretty	pretti	pretty
flexible	flexibl	flexible
when	when	when
it	it	it
comes	come	come
to	to	to
him	him	him
getting	get	getting
paid	paid	paid
.	.	.
Should	should	Should
someone	someon	someone
in	in	in
America	america	America
have	have	have
known	known	known
better	better	better
than	than	than
to	to	to
do	do	do
business	busi	business
with	with	with
Iran	iran	Iran
?	?	?
Yeah	yeah	Yeah
.	.	.
Indeed	inde	Indeed
,	,	,
Donald	donald	Donald
Trump	trump	Trump
has	has	ha
been	been	been
a	a	a
hardliner	hardlin	hardliner
when	when	when
it	it	it
comes	come	come
to	to	to
Iran	iran	Iran
,	,	,
but	but	but
apparently	appar	apparently
that	that	that
is	is	is
only	onli	only
when	when	when
it	it	it
comes	come	come
to	to	to
the	the	the
campaign	campaign	campaign
trail	trail	trail
.	.	.
In	in	In
reality	realiti	reality
,	,	,
Trump	trump	Trump
doesn	doesn	doesn
t	t	t
mind	mind	mind
working	work	working
with	with	with
dictators	dictat	dictator
or	or	or
dirty	dirti	dirty
banks	bank	bank
linked	link	linked
to	to	to
terrorism	terror	terrorism
as	as	a
long	long	long
as	as	a
he	he	he
can	can	can
line	line	line
his	his	his
pockets	pocket	pocket
.	.	.
This	this	This
should	should	should
seriously	serious	seriously
be	be	be
enough	enough	enough
to	to	to
end	end	end
Trump	trump	Trump
s	s	s
quest	quest	quest
for	for	for
the	the	the
presidency	presid	presidency
.	.	.
Clearly	clear	Clearly
,	,	,
he	he	he
is	is	is
only	onli	only
running	run	running
to	to	to
help	help	help
himself	himself	himself
.	.	.
As	as	As
Nephew	nephew	Nephew
said	said	said
,	,	,
Trump	trump	Trump
could	could	could
easily	easili	easily
choose	choos	choose
money	money	money
over	over	over
principles	principl	principle
when	when	when
it	it	it
comes	come	come
to	to	to
negotiating	negoti	negotiating
with	with	with
hostile	hostil	hostile
foreign	foreign	foreign
nations	nation	nation
.	.	.
That	that	That
s	s	s
dangerous	danger	dangerous
for	for	for
our	our	our
security	secur	security
and	and	and
our	our	our
reputation	reput	reputation
around	around	around
the	the	the
world	world	world
.	.	.
When	when	When
Donald	donald	Donald
Trump	trump	Trump
says	say	say
he	he	he
can	can	can
negotiate	negoti	negotiate
better	better	better
deals	deal	deal
with	with	with
Russia	russia	Russia
,	,	,
Iran	iran	Iran
,	,	,
and	and	and
China	china	China
,	,	,
he	he	he
only	onli	only
means	mean	mean
that	that	that
he	he	he
can	can	can
negotiate	negoti	negotiate
better	better	better
deals	deal	deal
for	for	for
himself	himself	himself
and	and	and
his	his	his
own	own	own
piggy	piggi	piggy
bank	bank	bank
.	.	.
The	the	The
last	last	last
thing	thing	thing
this	this	this
country	countri	country
needs	need	need
is	is	is
a	a	a
president	presid	president
who	who	who
can	can	can
be	be	be
bought	bought	bought
by	by	by
our	our	our
enemies	enemi	enemy
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Drew	drew	Drew
Angerer	anger	Angerer
Getty	getti	Getty
Images	imag	Images
