We	we	We
list	list	list
.	.	.

They	they	They
said	said	said
his	his	his
case	case	case
represented	repres	represented
institutional	institut	institutional
Islamophobia	islamophobia	Islamophobia
.	.	.

Long	long	Long
s	s	s
cause	caus	cause
got	got	got
international	intern	international
attention	attent	attention
when	when	when
Glenn	glenn	Glenn
Greenwald	greenwald	Greenwald
published	publish	published
an	an	an
article	articl	article
at	at	at
The	the	The
Guardian	guardian	Guardian
saying	say	saying
that	that	that
Long	long	Long
was	was	wa
effectively	effect	effectively
exiled	exil	exiled
from	from	from
his	his	his
own	own	own
country	countri	country
.	.	.

Kevin	kevin	Kevin
Drum	drum	Drum
of	of	of
Mother	mother	Mother
Jones	jone	Jones
branded	brand	branded
it	it	it
the	the	the
Kafkaesque	kafkaesqu	Kafkaesque
World	world	World
of	of	of
the	the	the
No	no	No
-Fly	-fli	-Fly
List	list	List
.	.	.

CAIR	cair	CAIR
has	has	ha
22	22	22
article	articl	article
entries	entri	entry
related	relat	related
to	to	to
Long	long	Long
s	s	s
case	case	case
on	on	on
its	it	it
website	websit	website
.	.	.
https://twitter.com/laurww/status/668974136207802368After	https://twitter.com/laurww/status/668974136207802368aft	https://twitter.com/laurww/status/668974136207802368After
several	sever	several
months	month	month
of	of	of
wrangling	wrangl	wrangling
between	between	between
his	his	his
CAIR	cair	CAIR
attorneys	attorney	attorney
and	and	and
the	the	the
Department	depart	Department
of	of	of
Homeland	homeland	Homeland
Security	secur	Security
,	,	,
Long	long	Long
was	was	wa
temporarily	temporarili	temporarily
removed	remov	removed
from	from	from
the	the	the
no	no	no
-fly	-fli	-fly
list	list	list
and	and	and
allowed	allow	allowed
to	to	to
return	return	return
to	to	to
Oklahoma	oklahoma	Oklahoma
.	.	.
Once	onc	Once
home	home	home
,	,	,
however	howev	however
,	,	,
he	he	he
was	was	wa
still	still	still
subject	subject	subject
to	to	to
FBI	fbi	FBI
surveillance	surveil	surveillance
according	accord	according
to	to	to
claims	claim	claim
he	he	he
made	made	made
during	dure	during
a	a	a
press	press	press
conference	confer	conference
with	with	with
his	his	his
CAIR	cair	CAIR
handlers	handler	handler
.	.	.

Via	via	Via
Gateway	gateway	Gateway
PunditAfter	punditaft	PunditAfter
an	an	an
incident	incid	incident
with	with	with
local	local	local
police	polic	police
and	and	and
the	the	the
FBI	fbi	FBI
,	,	,
Long	long	Long
was	was	wa
apparently	appar	apparently
placed	place	placed
back	back	back
on	on	on
the	the	the
no	no	no
-fly	-fli	-fly
list	list	list
,	,	,
preventing	prevent	preventing
his	his	his
return	return	return
to	to	to
Qatar	qatar	Qatar
.	.	.
That	that	That
prompted	prompt	prompted
even	even	even
more	more	more
outrage	outrag	outrage
from	from	from
the	the	the
far	far	far
-Left	-left	-Left
media	media	medium
and	and	and
garnered	garner	garnered
him	him	him
an	an	an
appearance	appear	appearance
with	with	with
his	his	his
CAIR	cair	CAIR
handler	handler	handler
on	on	on
Chris	chris	Chris
Hayes	hay	Hayes
MSNBC	msnbc	MSNBC
show	show	show
Glenn	glenn	Glenn
Greenwald	greenwald	Greenwald
used	use	used
Saadiq	saadiq	Saadiq
Long	long	Long
s	s	s
MSNBC	msnbc	MSNBC
appearance	appear	appearance
to	to	to
get	get	get
back	back	back
in	in	in
on	on	on
the	the	the
action	action	action
Glenn	glenn	Glenn
Greenwald	greenwald	Greenwald
used	use	used
Saadiq	saadiq	Saadiq
Long	long	Long
s	s	s
MSNBC	msnbc	MSNBC
appearance	appear	appearance
to	to	to
get	get	get
back	back	back
in	in	in
on	on	on
the	the	the
action	action	action
https://twitter.com/ggreenwald/status/302484198487359490Eventually,	https://twitter.com/ggreenwald/status/302484198487359490eventually,	https://twitter.com/ggreenwald/status/302484198487359490Eventually,
Long	long	Long
boarded	board	boarded
a	a	a
bus	bus	bus
to	to	to
Mexico	mexico	Mexico
and	and	and
got	got	got
on	on	on
a	a	a
flight	flight	flight
there	there	there
to	to	to
return	return	return
home	home	home
to	to	to
Qatar	qatar	Qatar
.	.	.
U	u	U
.	.	.
S	s	S
.	.	.
and	and	and
Turkish	turkish	Turkish
officials	offici	official
confirmed	confirm	confirmed
Long	long	Long
s	s	s
arrest	arrest	arrest
to	to	to
PJ	pj	PJ
Media	media	Media
,	,	,
saying	say	saying
that	that	that
he	he	he
was	was	wa
arrested	arrest	arrested
along	along	along
with	with	with
eight	eight	eight
others	other	others
operating	oper	operating
along	along	along
the	the	the
Turkish	turkish	Turkish
-Syrian	-syrian	-Syrian
border	border	border
.	.	.

So	so	So
far	far	far
,	,	,
no	no	no
U	u	U
.	.	.
S	s	S
.	.	.
media	media	medium
outlet	outlet	outlet
has	has	ha
reported	report	reported
on	on	on
his	his	his
arrest	arrest	arrest
.	.	.
We	we	We
don	don	don
t	t	t
expect	expect	expect
them	them	them
to	to	to
offer	offer	offer
an	an	an
apology	apolog	apology
for	for	for
their	their	their
reckless	reckless	reckless
and	and	and
irresponsible	irrespons	irresponsible
pandering	pander	pandering
to	to	to
Muslim	muslim	Muslim
terrorists	terrorist	terrorist
.	.	.
.	.	.

