Donald	donald	Donald
I	i	I
might	might	might
drop	drop	drop
dead	dead	dead
at	at	at
the	the	the
mic	mic	mic
.	.	.

Right	right	Right
now	now	now
,	,	,
nobody	nobodi	nobody
s	s	s
really	realli	really
explaining	explain	explaining
this	this	this
decision	decis	decision
.	.	.

Regardless	regardless	Regardless
,	,	,
unlike	unlik	unlike
Trump	trump	Trump
,	,	,
who	who	who
s	s	s
petty	petti	petty
and	and	and
childish	childish	childish
as	as	a
all	all	all
fuck	fuck	fuck
and	and	and
would	would	would
scream	scream	scream
about	about	about
betrayal	betray	betrayal
on	on	on
Twitter	twitter	Twitter
while	while	while
wishing	wish	wishing
for	for	for
his	his	his
replacement	replac	replacement
to	to	to
fall	fall	fall
flat	flat	flat
on	on	on
their	their	their
face	face	face
,	,	,
Brotman	brotman	Brotman
wishes	wish	wish
Ray	ray	Ray
no	no	no
ill	ill	ill
-will	-will	-will
.	.	.

In	in	In
fact	fact	fact
,	,	,
he	he	he
s	s	s
flat	flat	flat
said	said	said
that	that	that
he	he	he
wants	want	want
Ray	ray	Ray
to	to	to
do	do	do
spectacular	spectacular	spectacular
,	,	,
and	and	and
that	that	that
he	he	he
wishes	wish	wish
Ray	ray	Ray
luck	luck	luck
in	in	in
this	this	this
.	.	.
Featured	featur	Featured
image	imag	image
by	by	by
Ethan	ethan	Ethan
Miller	miller	Miller
via	via	via
Getty	getti	Getty
Images	imag	Images

