When	when	When
Defunct	defunct	Defunct
campaigns	campaign	campaign
like	like	like
Ben	ben	Ben
Carson	carson	Carson
s	s	s
currently	current	currently
have	have	have
7	7	7
.	.	.
4	4	4
million	million	million
on	on	on
hand	hand	hand
,	,	,
more	more	more
than	than	than
Trump	trump	Trump
s	s	s
active	activ	active
campaign	campaign	campaign
.	.	.
There	there	There
are	are	are
also	also	also
some	some	some
weird	weird	weird
expenditures	expenditur	expenditure
from	from	from
the	the	the
Trump	trump	Trump
campaign	campaign	campaign
found	found	found
in	in	in
the	the	the
FEC	fec	FEC
reports	report	report
.	.	.

He	he	He
appears	appear	appears
to	to	to
be	be	be
redirecting	redirect	redirecting
some	some	some
money	money	money
back	back	back
towards	toward	towards
himself	himself	himself
.	.	.
His	his	His
campaign	campaign	campaign
paid	paid	paid
423	423	423
,	,	,
371	371	371
for	for	for
the	the	the
use	use	use
of	of	of
Trump	trump	Trump
s	s	s
own	own	own
house	hous	house
the	the	the
Mar	mar	Mar
-A-Lago	-a-lago	-A-Lago
mansion	mansion	mansion
and	and	and
club	club	club
in	in	in
Florida	florida	Florida
.	.	.
Even	even	Even
stranger	stranger	stranger
,	,	,
Trump	trump	Trump
seems	seem	seems
to	to	to
be	be	be
drawing	draw	drawing
a	a	a
salary	salari	salary
from	from	from
his	his	his
campaign	campaign	campaign
,	,	,
a	a	a
very	veri	very
unusual	unusu	unusual
arrangement	arrang	arrangement
especially	especi	especially
for	for	for
someone	someon	someone
claiming	claim	claiming
to	to	to
be	be	be
a	a	a
billionaire	billionair	billionaire
.	.	.

The	the	The
filings	file	filing
find	find	find
that	that	that
Trump	trump	Trump
is	is	is
regularly	regular	regularly
being	be	being
paid	paid	paid
2	2	2
,	,	,
574	574	574
as	as	a
part	part	part
of	of	of
payroll	payrol	payroll
for	for	for
the	the	the
campaign	campaign	campaign
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Flickr	flickr	Flickr

