No	no	No
,	,	,
black	black	black
lives	live	life
don	don	don
t	t	t
matter	matter	matter
,	,	,
that	that	that
s	s	s
what	what	what
those	those	those
mother	mother	mother
f	f	f
kers	ker	kers
so	so	so
we	we	we
got	got	got
to	to	to
make	make	make
it	it	it
matter	matter	matter
to	to	to
them	them	them
.	.	.
Find	find	Find
a	a	a
mother	mother	mother
f	f	f
ker	ker	ker
that	that	that
is	is	is
alone	alon	alone
.	.	.
Snap	snap	Snap
his	his	his
ass	ass	as
,	,	,
and	and	and
then	then	then
f	f	f
in	in	in
hang	hang	hang
him	him	him
from	from	from
a	a	a
damn	damn	damn
tree	tree	tree
.	.	.
Take	take	Take
a	a	a
picture	pictur	picture
of	of	of
it	it	it
and	and	and
then	then	then
send	send	send
it	it	it
to	to	to
the	the	the
mother	mother	mother
f	f	f
kers	ker	kers
.	.	.
We	we	We
just	just	just
need	need	need
one	one	one
example	exampl	example
,	,	,
and	and	and
then	then	then
people	peopl	people
will	will	will
start	start	start
watchin	watchin	watchin
.	.	.
This	this	This
will	will	will
turn	turn	turn
the	the	the
tables	tabl	table
on	on	on
s	s	s
t	t	t
,	,	,
he	he	he
said	said	said
.	.	.
He	he	He
said	said	said
this	this	this
will	will	will
start	start	start
a	a	a
trickle	trickl	trickle
-down	-down	-down
effect	effect	effect
.	.	.
He	he	He
said	said	said
that	that	that
when	when	when
one	one	one
white	white	white
person	person	person
is	is	is
hung	hung	hung
and	and	and
then	then	then
they	they	they
are	are	are
just	just	just
flat	flat	flat
-hanging	-hang	-hanging
,	,	,
that	that	that
will	will	will
start	start	start
the	the	the
trickle	trickl	trickle
-down	-down	-down
effect	effect	effect
.	.	.
He	he	He
continued	continu	continued
,	,	,
Black	black	Black
people	peopl	people
are	are	are
good	good	good
at	at	at
starting	start	starting
trends	trend	trend
.	.	.
He	he	He
said	said	said
that	that	that
was	was	wa
how	how	how
to	to	to
get	get	get
the	the	the
upper	upper	upper
-hand	-hand	-hand
.	.	.
Another	anoth	Another
black	black	black
man	man	man
spoke	spoke	spoke
up	up	up
saying	say	saying
they	they	they
needed	need	needed
to	to	to
kill	kill	kill
cops	cop	cop
that	that	that
are	are	are
killing	kill	killing
us	us	u
.	.	.
The	the	The
first	first	first
black	black	black
male	male	male
said	said	said
,	,	,
That	that	That
will	will	will
be	be	be
the	the	the
best	best	best
method	method	method
right	right	right
there	there	there
.	.	.
Breitbart	breitbart	Breitbart
Texas	texa	Texas
previously	previous	previously
reported	report	reported
how	how	how
Sunshine	sunshin	Sunshine
was	was	wa
upset	upset	upset
when	when	when
racist	racist	racist
white	white	white
people	peopl	people
infiltrated	infiltr	infiltrated
and	and	and
disrupted	disrupt	disrupted
one	one	one
of	of	of
her	her	her
conference	confer	conference
calls	call	call
.	.	.
She	she	She
subsequently	subsequ	subsequently
released	releas	released
the	the	the
phone	phone	phone
number	number	number
of	of	of
one	one	one
of	of	of
the	the	the
infiltrators	infiltr	infiltrator
.	.	.
The	the	The
veteran	veteran	veteran
immediately	immedi	immediately
started	start	started
receiving	receiv	receiving
threatening	threaten	threatening
calls	call	call
.	.	.
One	one	One
of	of	of
the	the	the
#F***YoFlag	#f***yoflag	#F***YoFlag
movement	movement	movement
supporters	support	supporter
allegedly	alleg	allegedly
told	told	told
a	a	a
veteran	veteran	veteran
who	who	who
infiltrated	infiltr	infiltrated
their	their	their
publicly	public	publicly
posted	post	posted
conference	confer	conference
call	call	call
,	,	,
We	we	We
are	are	are
going	go	going
to	to	to
rape	rape	rape
and	and	and
gut	gut	gut
your	your	your
pregnant	pregnant	pregnant
wife	wife	wife
,	,	,
and	and	and
your	your	your
f	f	f
ing	ing	ing
piece	piec	piece
of	of	of
sh	sh	sh
t	t	t
unborn	unborn	unborn
creature	creatur	creature
will	will	will
be	be	be
hung	hung	hung
from	from	from
a	a	a
tree	tree	tree
.	.	.
Breitbart	breitbart	Breitbart
Texas	texa	Texas
previously	previous	previously
encountered	encount	encountered
Sunshine	sunshin	Sunshine
at	at	at
a	a	a
Sandra	sandra	Sandra
Bland	bland	Bland
protest	protest	protest
at	at	at
the	the	the
Waller	waller	Waller
County	counti	County
Jail	jail	Jail
in	in	in
Texas	texa	Texas
,	,	,
where	where	where
she	she	she
said	said	said
all	all	all
white	white	white
people	peopl	people
should	should	should
be	be	be
killed	kill	killed
.	.	.
She	she	She
told	told	told
journalists	journalist	journalist
and	and	and
photographers	photograph	photographer
,	,	,
You	you	You
see	see	see
this	this	this
nappy	nappi	nappy
-ass	-ass	-ass
hair	hair	hair
on	on	on
my	my	my
head	head	head
?	?	?
That	that	That
means	mean	mean
I	i	I
am	am	am
one	one	one
of	of	of
those	those	those
more	more	more
militant	milit	militant
Negroes	negro	Negroes
.	.	.
She	she	She
said	said	said
she	she	she
was	was	wa
at	at	at
the	the	the
protest	protest	protest
because	becaus	because
these	these	these
redneck	redneck	redneck
mother	mother	mother
-f	-f	-f
kers	ker	kers
murdered	murder	murdered
Sandra	sandra	Sandra
Bland	bland	Bland
because	becaus	because
she	she	she
had	had	had
nappy	nappi	nappy
hair	hair	hair
like	like	like
me	me	me
.	.	.
#FYF911	#fyf911	#FYF911
black	black	black
radicals	radic	radical
say	say	say
they	they	they
will	will	will
be	be	be
holding	hold	holding
the	the	the
imperial	imperi	imperial
powers	power	power
that	that	that
are	are	are
actually	actual	actually
responsible	respons	responsible
for	for	for
the	the	the
terrorist	terrorist	terrorist
attacks	attack	attack
on	on	on
September	septemb	September
11th	11th	11th
accountable	account	accountable
on	on	on
that	that	that
day	day	day
,	,	,
as	as	a
reported	report	reported
by	by	by
Breitbart	breitbart	Breitbart
Texas	texa	Texas
.	.	.
There	there	There
are	are	are
several	sever	several
websites	websit	website
and	and	and
Twitter	twitter	Twitter
handles	handl	handle
for	for	for
the	the	the
movement	movement	movement
.	.	.
Palmetto	palmetto	Palmetto
Star	star	Star
describes	describ	describes
himself	himself	himself
as	as	a
one	one	one
of	of	of
the	the	the
head	head	head
organizers	organ	organizer
.	.	.
He	he	He
said	said	said
in	in	in
a	a	a
YouTube	youtub	YouTube
video	video	video
that	that	that
supporters	support	supporter
will	will	will
be	be	be
burning	burn	burning
their	their	their
symbols	symbol	symbol
of	of	of
the	the	the
illusion	illus	illusion
of	of	of
their	their	their
superiority	superior	superiority
,	,	,
their	their	their
false	fals	false
white	white	white
supremacy	supremaci	supremacy
,	,	,
like	like	like
the	the	the
American	american	American
flag	flag	flag
,	,	,
the	the	the
British	british	British
flag	flag	flag
,	,	,
police	polic	police
uniforms	uniform	uniform
,	,	,
and	and	and
Ku	ku	Ku
Klux	klux	Klux
Klan	klan	Klan
hoods	hood	hood
.	.	.
Sierra	sierra	Sierra
McGrone	mcgrone	McGrone
or	or	or
Nocturnus	nocturnus	Nocturnus
Libertus	libertus	Libertus
posted	post	posted
,	,	,
you	you	you
too	too	too
can	can	can
help	help	help
a	a	a
young	young	young
Afrikan	afrikan	Afrikan
clean	clean	clean
their	their	their
a	a	a
with	with	with
the	the	the
rag	rag	rag
of	of	of
oppression	oppress	oppression
.	.	.
She	she	She
posted	post	posted
two	two	two
photos	photo	photo
,	,	,
one	one	one
that	that	that
appears	appear	appears
to	to	to
be	be	be
herself	herself	herself
,	,	,
and	and	and
a	a	a
photo	photo	photo
of	of	of
a	a	a
black	black	black
man	man	man
,	,	,
wiping	wipe	wiping
their	their	their
naked	nake	naked
butts	butt	butt
with	with	with
the	the	the
American	american	American
flag	flag	flag
.	.	.
For	for	For
entire	entir	entire
story	stori	story
Breitbart	breitbart	Breitbart
News	news	News
