This	this	This
Moore	moor	Moore
.	.	.
pic.twitter.com/Bv5ZV0CMvc	pic.twitter.com/bv5zv0cmvc	pic.twitter.com/Bv5ZV0CMvc
Fox	fox	Fox
News	news	News
@FoxNews	@foxnew	@FoxNews
November	novemb	November
15	15	15
,	,	,
2017Meanwhile	2017meanwhil	2017Meanwhile
,	,	,
the	the	the
leftist	leftist	leftist
,	,	,
feminist	feminist	feminist
lawyer	lawyer	lawyer
,	,	,
Gloria	gloria	Gloria
Allred	allr	Allred
,	,	,
refused	refus	refused
to	to	to
deny	deni	deny
that	that	that
her	her	her
client	client	client
Beverly	bever	Beverly
Nelson	nelson	Nelson
s	s	s
Roy	roy	Roy
Moore	moor	Moore
signature	signatur	signature
in	in	in
her	her	her
high	high	high
school	school	school
yearbook	yearbook	yearbook
is	is	is
NOT	not	NOT
a	a	a
fabrication	fabric	fabrication
.	.	.

CNN	cnn	CNN
s	s	s
Wolf	wolf	Wolf
Blitzer	blitzer	Blitzer
grilled	grill	grilled
Allred	allr	Allred
on	on	on
the	the	the
matter	matter	matter
Wednesday	wednesday	Wednesday
.	.	.
Big	big	Big
League	leagu	League
Politics	polit	Politics
Well	well	Well
,	,	,
all	all	all
I	i	I
m	m	m
saying	say	saying
is	is	is
,	,	,
we	we	we
will	will	will
permit	permit	permit
an	an	an
independent	independ	independent
examiner	examin	examiner
of	of	of
the	the	the
writing	write	writing
We	we	We
will	will	will
allow	allow	allow
all	all	all
of	of	of
this	this	this
to	to	to
be	be	be
asked	ask	asked
and	and	and
answered	answer	answered
at	at	at
the	the	the
hearing	hear	hearing
,	,	,
Allred	allr	Allred
said	said	said
.	.	.

But	but	But
that	that	that
s	s	s
not	not	not
a	a	a
flat	flat	flat
denial	denial	denial
,	,	,
Gloria	gloria	Gloria
,	,	,
Blitzer	blitzer	Blitzer
said	said	said
.	.	.

Well	well	Well
,	,	,
all	all	all
I	i	I
m	m	m
saying	say	saying
is	is	is
,	,	,
we	we	we
re	re	re
not	not	not
denying	deni	denying
,	,	,
we	we	we
re	re	re
not	not	not
admitting	admit	admitting
,	,	,
we	we	we
re	re	re
not	not	not
addressing	address	addressing
,	,	,
Allred	allr	Allred
said	said	said
.	.	.

We	we	We
will	will	will
not	not	not
be	be	be
distracted	distract	distracted
.	.	.

Blitzer	blitzer	Blitzer
asked	ask	asked
why	whi	why
Allred	allr	Allred
needed	need	needed
a	a	a
Senate	senat	Senate
hearing	hear	hearing
and	and	and
would	would	would
not	not	not
just	just	just
permit	permit	permit
an	an	an
independent	independ	independent
handwriting	handwrit	handwriting
expert	expert	expert
to	to	to
take	take	take
a	a	a
look	look	look
.	.	.

Well	well	Well
,	,	,
uh	uh	uh
,	,	,
all	all	all
I	i	I
can	can	can
say	say	say
is	is	is
we	we	we
want	want	want
it	it	it
done	done	done
in	in	in
a	a	a
professional	profession	professional
setting	set	setting
to	to	to
the	the	the
extent	extent	extent
possible	possibl	possible
,	,	,
that	that	that
s	s	s
the	the	the
only	onli	only
setting	set	setting
in	in	in
which	which	which
people	peopl	people
can	can	can
testify	testifi	testify
under	under	under
oath	oath	oath
,	,	,
Allred	allr	Allred
said	said	said
.	.	.
Blitzer	blitzer	Blitzer
asked	ask	asked
if	if	if
Allred	allr	Allred
s	s	s
client	client	client
would	would	would
take	take	take
a	a	a
lie	lie	lie
-detector	-detector	-detector
test	test	test
,	,	,
but	but	but
she	she	she
refused	refus	refused
,	,	,
pushing	push	pushing
for	for	for
a	a	a
Senate	senat	Senate
hearing	hear	hearing
.	.	.
Go	go	Go
to	to	to
the	the	the
25	25	25
30	30	30
min	min	min
.	.	.

mark	mark	mark
in	in	in
the	the	the
video	video	video

