As	as	As
blame	blame	blame
for	for	for
a	a	a
number	number	number
of	of	of
reasons	reason	reason
.	.	.
1	1	1
6	6	6
Marco	marco	Marco
Rubio	rubio	Rubio
@marcorubio	@marcorubio	@marcorubio
August	august	August
15	15	15
,	,	,
2017They	2017they	2017They
are	are	are
adherents	adher	adherent
of	of	of
an	an	an
evil	evil	evil
ideology	ideolog	ideology
which	which	which
argues	argu	argues
certain	certain	certain
people	peopl	people
are	are	are
inferior	inferior	inferior
because	becaus	because
of	of	of
race	race	race
,	,	,
ethnicity	ethnic	ethnicity
or	or	or
nation	nation	nation
of	of	of
origin	origin	origin
.	.	.
2	2	2
6	6	6
Marco	marco	Marco
Rubio	rubio	Rubio
@marcorubio	@marcorubio	@marcorubio
August	august	August
15	15	15
,	,	,
2017When	2017when	2017When
entire	entir	entire
movement	movement	movement
built	built	built
on	on	on
anger	anger	anger
hatred	hatr	hatred
towards	toward	towards
people	peopl	people
different	differ	different
than	than	than
you	you	you
,	,	,
it	it	it
justifies	justifi	justifies
ultimately	ultim	ultimately
leads	lead	lead
to	to	to
violence	violenc	violence
against	against	against
them	them	them
3	3	3
6	6	6
Marco	marco	Marco
Rubio	rubio	Rubio
@marcorubio	@marcorubio	@marcorubio
August	august	August
15	15	15
,	,	,
2017So	2017so	2017So
,	,	,
is	is	is
Marco	marco	Marco
Rubio	rubio	Rubio
condoning	condon	condoning
the	the	the
type	type	type
of	of	of
violence	violenc	violence
by	by	by
Antifa	antifa	Antifa
that	that	that
Trump	trump	Trump
supporters	support	supporter
are	are	are
met	met	met
with	with	with
on	on	on
a	a	a
regular	regular	regular
basis	basi	basis
simply	simpli	simply
for	for	for
daring	dare	daring
to	to	to
utter	utter	utter
a	a	a
viewpoint	viewpoint	viewpoint
that	that	that
is	is	is
in	in	in
opposition	opposit	opposition
to	to	to
the	the	the
#AltLeft?Most	#altleft?most	#AltLeft?Most
people	peopl	people
disagree	disagre	disagree
with	with	with
you	you	you
,	,	,
Marco	marco	Marco
.	.	.
These	these	These
people	peopl	people
absolutely	absolut	absolutely
deserve	deserv	deserve
blame	blame	blame
for	for	for
their	their	their
violence	violenc	violence
.	.	.
ANY	ani	ANY
violence	violenc	violence
hate	hate	hate
is	is	is
contemptible	contempt	contemptible
pic.twitter.com/fqtomLASmK	pic.twitter.com/fqtomlasmk	pic.twitter.com/fqtomLASmK
Steph	steph	Steph
@steph93065	@steph93065	@steph93065
August	august	August
16	16	16
,	,	,
2017Senator	2017senat	2017Senator
Rubio	rubio	Rubio
probably	probabl	probably
doesn	doesn	doesn
t	t	t
visit	visit	visit
the	the	the
Antifa	antifa	Antifa
website	websit	website
,	,	,
but	but	but
if	if	if
he	he	he
did	did	did
,	,	,
he	he	he
might	might	might
have	have	have
seen	seen	seen
this	this	this
special	special	special
credit	credit	credit
card	card	card
sized	size	sized
knife	knife	knife
that	that	that
Antifa	antifa	Antifa
was	was	wa
selling	sell	selling
on	on	on
their	their	their
website	websit	website
for	for	for
their	their	their
members	member	member
to	to	to
use	use	use
at	at	at
Trump	trump	Trump
rallies	ralli	rally
to	to	to
stab	stab	stab
people	peopl	people
they	they	they
disagree	disagre	disagree
with	with	with
These	these	These
groups	group	group
today	today	today
use	use	use
SAME	same	SAME
symbols	symbol	symbol
same	same	same
arguments	argument	argument
of	of	of
#Nazi	#nazi	#Nazi
#KKK,	#kkk,	#KKK,
groups	group	group
responsible	respons	responsible
for	for	for
some	some	some
of	of	of
worst	worst	worst
crimes	crime	crime
against	against	against
humanity	human	humanity
ever	ever	ever
4	4	4
6	6	6
Marco	marco	Marco
Rubio	rubio	Rubio
@marcorubio	@marcorubio	@marcorubio
August	august	August
15	15	15
,	,	,
2017Mr	2017mr	2017Mr
.	.	.
President	presid	President
,	,	,
you	you	you
can't	can't	can't
allow	allow	allow
#WhiteSupremacists	#whitesupremacist	#WhiteSupremacists
to	to	to
share	share	share
only	onli	only
part	part	part
of	of	of
blame	blame	blame
.	.	.
They	they	They
support	support	support
idea	idea	idea
which	which	which
cost	cost	cost
nation	nation	nation
world	world	world
so	so	so
much	much	much
pain	pain	pain
5	5	5
6	6	6
Marco	marco	Marco
Rubio	rubio	Rubio
@marcorubio	@marcorubio	@marcorubio
August	august	August
15	15	15
,	,	,
2017Republican	2017republican	2017Republican
Rep	rep	Rep
Steven	steven	Steven
Smith	smith	Smith
shared	share	shared
a	a	a
video	video	video
with	with	with
Senator	senat	Senator
Rubio	rubio	Rubio
,	,	,
who	who	who
apparently	appar	apparently
needs	need	need
visual	visual	visual
aids	aid	aid
to	to	to
see	see	see
why	whi	why
President	presid	President
Trump	trump	Trump
was	was	wa
unwilling	unwil	unwilling
to	to	to
call	call	call
the	the	the
violence	violenc	violence
in	in	in
Charlottesville	charlottesvill	Charlottesville
one	one	one
-sided	-side	-sided
Have	have	Have
you	you	you
seen	seen	seen
the	the	the
video	video	video
?	?	?
No	no	No
police	polic	police
protection	protect	protection
,	,	,
two	two	two
violent	violent	violent
groups	group	group
.	.	.
Clearly	clear	Clearly
two	two	two
,	,	,
with	with	with
one	one	one
blocking	block	blocking
the	the	the
road	road	road
.	.	.
How	how	How
is	is	is
it	it	it
one	one	one
-sided	-side	-sided
?	?	?
pic.twitter.com/0W5CYqPT6M	pic.twitter.com/0w5cyqpt6m	pic.twitter.com/0W5CYqPT6M
Rep	rep	Rep
.	.	.
Steven	steven	Steven
Smith	smith	Smith
@RepStevenSmith	@repstevensmith	@RepStevenSmith
August	august	August
16	16	16
,	,	,
2017The	2017the	2017The
#WhiteSupremacy	#whitesupremaci	#WhiteSupremacy
groups	group	group
will	will	will
see	see	see
being	be	being
assigned	assign	assigned
only	onli	only
50	50	50
of	of	of
blame	blame	blame
as	as	a
a	a	a
win	win	win
.	.	.
We	we	We
can	can	can
not	not	not
allow	allow	allow
this	this	this
old	old	old
evil	evil	evil
to	to	to
be	be	be
resurrected	resurrect	resurrected
6	6	6
6	6	6
Marco	marco	Marco
Rubio	rubio	Rubio
@marcorubio	@marcorubio	@marcorubio
August	august	August
15	15	15
,	,	,
2017Rubio	2017rubio	2017Rubio
s	s	s
third	third	third
tweet	tweet	tweet
explicitly	explicit	explicitly
endorses	endors	endorses
violent	violent	violent
responses	respons	response
to	to	to
hate	hate	hate
speech	speech	speech
,	,	,
but	but	but
the	the	the
last	last	last
one	one	one
is	is	is
the	the	the
money	money	money
shot	shot	shot
,	,	,
as	as	a
Rubio	rubio	Rubio
embraces	embrac	embrace
the	the	the
essence	essenc	essence
of	of	of
Whataboutism	whatabout	Whataboutism
and	and	and
agrees	agre	agrees
with	with	with
the	the	the
media	media	medium
that	that	that
left	left	left
-wing	-wing	-wing
thuggery	thuggeri	thuggery
is	is	is
a	a	a
fact	fact	fact
on	on	on
the	the	the
Charlottesville	charlottesvill	Charlottesville
ground	ground	ground
that	that	that
must	must	must
be	be	be
ignored	ignor	ignored
if	if	if
we	we	we
are	are	are
to	to	to
properly	proper	properly
condemn	condemn	condemn
white	white	white
nationalism	nation	nationalism
.	.	.
McCain	mccain	McCain
and	and	and
Romney	romney	Romney
are	are	are
politically	polit	politically
irrelevant	irrelev	irrelevant
,	,	,
but	but	but
Rubio	rubio	Rubio
still	still	still
has	has	ha
political	polit	political
ambitions	ambit	ambition
.	.	.
Imagine	imagin	Imagine
the	the	the
priceless	priceless	priceless
look	look	look
of	of	of
surprise	surpris	surprise
on	on	on
his	his	his
face	face	face
when	when	when
he	he	he
gets	get	get
branded	brand	branded
a	a	a
Nazi	nazi	Nazi
because	becaus	because
he	he	he
favors	favor	favor
pro	pro	pro
-growth	-growth	-growth
tax	tax	tax
cuts	cut	cut
,	,	,
free	free	free
-market	-market	-market
reforms	reform	reform
,	,	,
or	or	or
balks	balk	balk
at	at	at
allowing	allow	allowing
illegal	illeg	illegal
aliens	alien	alien
to	to	to
vote	vote	vote
.	.	.
He	he	He
ll	ll	ll
be	be	be
so	so	so
astounded	astound	astounded
at	at	at
the	the	the
way	way	way
hate	hate	hate
speech	speech	speech
is	is	is
expanded	expand	expanded
to	to	to
cover	cover	cover
his	his	his
policy	polici	policy
positions	posit	position
,	,	,
and	and	and
how	how	how
the	the	the
next	next	next
wave	wave	wave
of	of	of
Antifa	antifa	Antifa
thugs	thug	thug
justifies	justifi	justifies
a	a	a
violent	violent	violent
response	respons	response
.	.	.
Breitbart	breitbart	Breitbart
News	news	News
