There	there	There
Palmieri	palmieri	Palmieri
telling	tell	telling
reporters	report	reporter
For	for	For
the	the	the
moderator	moder	moderator
to	to	to
let	let	let
lies	lie	lie
like	like	like
that	that	that
that	that	that
come	come	come
out	out	out
of	of	of
his	his	his
mouth	mouth	mouth
at	at	at
this	this	this
debate	debat	debate
to	to	to
go	go	go
unchallenged	unchalleng	unchallenged
would	would	would
give	give	give
Donald	donald	Donald
Trump	trump	Trump
an	an	an
unfair	unfair	unfair
advantage	advantag	advantage
.	.	.

We	we	We
do	do	do
believe	believ	believe
it	it	it
is	is	is
the	the	the
role	role	role
of	of	of
the	the	the
moderator	moder	moderator
to	to	to
call	call	call
out	out	out
those	those	those
lies	lie	lie
and	and	and
to	to	to
do	do	do
that	that	that
in	in	in
real	real	real
time	time	time
.	.	.
Unfortunately	unfortun	Unfortunately
,	,	,
with	with	with
Trump	trump	Trump
s	s	s
impending	impend	impending
lies	lie	lie
already	alreadi	already
on	on	on
the	the	the
brink	brink	brink
of	of	of
not	not	not
being	be	being
checked	check	checked
for	for	for
falsehoods	falsehood	falsehood
,	,	,
it	it	it
s	s	s
somehow	somehow	somehow
up	up	up
to	to	to
Hillary	hillari	Hillary
Clinton	clinton	Clinton
to	to	to
shine	shine	shine
at	at	at
the	the	the
debate	debat	debate
if	if	if
she	she	she
hopes	hope	hope
to	to	to
win	win	win
.	.	.

This	this	This
double	doubl	double
standard	standard	standard
that	that	that
the	the	the
most	most	most
qualified	qualifi	qualified
woman	woman	woman
to	to	to
every	everi	every
run	run	run
for	for	for
office	offic	office
has	has	ha
to	to	to
go	go	go
above	abov	above
and	and	and
beyond	beyond	beyond
that	that	that
most	most	most
unqualified	unqualifi	unqualified
nominee	nomine	nominee
in	in	in
history	histori	history
,	,	,
just	just	just
to	to	to
look	look	look
slightly	slight	slightly
better	better	better
than	than	than
him	him	him
,	,	,
is	is	is
abhorrent	abhorr	abhorrent
.	.	.
Hopefully	hope	Hopefully
,	,	,
Clinton	clinton	Clinton
will	will	will
wipe	wipe	wipe
the	the	the
floor	floor	floor
with	with	with
Trump	trump	Trump
on	on	on
the	the	the
first	first	first
debate	debat	debate
,	,	,
but	but	but
with	with	with
no	no	no
one	one	one
to	to	to
back	back	back
her	her	her
up	up	up
,	,	,
it	it	it
may	may	may
be	be	be
hard	hard	hard
convincing	convinc	convincing
the	the	the
American	american	American
people	peopl	people
that	that	that
she	she	she
did	did	did
it	it	it
.	.	.
If	if	If
there	there	there
is	is	is
one	one	one
thing	thing	thing
this	this	this
election	elect	election
has	has	ha
shown	shown	shown
us	us	u
,	,	,
it	it	it
s	s	s
that	that	that
journalism	journal	journalism
is	is	is
dying	die	dying
,	,	,
if	if	if
not	not	not
already	alreadi	already
dead	dead	dead
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Sara	sara	Sara
D	d	D
.	.	.

Davis	davi	Davis
Getty	getti	Getty
Images	imag	Images

