Donald	donald	Donald
bedeviled	bedevil	bedeviled
campaign	campaign	campaign
observers	observ	observer
.	.	.
Trump	trump	Trump
is	is	is
bringing	bring	bringing
in	in	in
millions	million	million
of	of	of
dollars	dollar	dollar
,	,	,
but	but	but
so	so	so
far	far	far
has	has	ha
barely	bare	barely
spent	spent	spent
any	ani	any
money	money	money
on	on	on
advertising	advertis	advertising
or	or	or
basic	basic	basic
campaign	campaign	campaign
infrastructure	infrastructur	infrastructure
like	like	like
field	field	field
offices	offic	office
in	in	in
key	key	key
swing	swing	swing
states	state	state
.	.	.
Instead	instead	Instead
,	,	,
as	as	a
this	this	this
filing	file	filing
shows	show	show
,	,	,
Trump	trump	Trump
has	has	ha
funneled	funnel	funneled
a	a	a
lot	lot	lot
of	of	of
the	the	the
campaign	campaign	campaign
dollars	dollar	dollar
right	right	right
into	into	into
his	his	his
own	own	own
pockets	pocket	pocket
by	by	by
using	use	using
Trump	trump	Trump
businesses	busi	business
as	as	a
vendors	vendor	vendor
to	to	to
the	the	the
campaign	campaign	campaign
.	.	.
What	what	What
ends	end	end
up	up	up
happening	happen	happening
is	is	is
that	that	that
the	the	the
array	array	array
of	of	of
Trump	trump	Trump
businesses	busi	business
ends	end	end
up	up	up
sucking	suck	sucking
up	up	up
all	all	all
the	the	the
money	money	money
that	that	that
donors	donor	donor
think	think	think
is	is	is
going	go	going
to	to	to
a	a	a
political	polit	political
campaign	campaign	campaign
.	.	.
Like	like	Like
his	his	his
other	other	other
businesses	busi	business
that	that	that
went	went	went
belly	belli	belly
-up	-up	-up
Trump	trump	Trump
Steaks	steak	Steaks
,	,	,
Trump	trump	Trump
Water	water	Water
,	,	,
Trump	trump	Trump
University	univers	University
,	,	,
the	the	the
Trump	trump	Trump
Taj	taj	Taj
Mahal	mahal	Mahal
and	and	and
various	various	various
other	other	other
real	real	real
estate	estat	estate
projects	project	project
Trump	trump	Trump
profits	profit	profit
while	while	while
the	the	the
investors	investor	investor
and	and	and
now	now	now
donors	donor	donor
are	are	are
hung	hung	hung
out	out	out
to	to	to
dry	dri	dry
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Flickr	flickr	Flickr
