Apparently	appar	Apparently
@cspan	@cspan	@cspan
November	novemb	November
30	30	30
,	,	,
2017Meanwhile	2017meanwhil	2017Meanwhile
,	,	,
Conyers	conyer	Conyers
attorney	attorney	attorney
,	,	,
Arnold	arnold	Arnold
Reed	reed	Reed
,	,	,
is	is	is
laughing	laugh	laughing
at	at	at
the	the	the
idea	idea	idea
that	that	that
the	the	the
88	88	88
-year-old	-year-old	-year-old
congressman	congressman	congressman
who	who	who
has	has	ha
been	been	been
accused	accus	accused
by	by	by
several	sever	several
women	women	woman
of	of	of
sexual	sexual	sexual
misconduct	misconduct	misconduct
would	would	would
resign	resign	resign
.	.	.

Today	today	Today
,	,	,
during	dure	during
his	his	his
press	press	press
conference	confer	conference
in	in	in
Detroit	detroit	Detroit
,	,	,
Reed	reed	Reed
called	call	called
out	out	out
the	the	the
idea	idea	idea
that	that	that
Nancy	nanci	Nancy
Pelosi	pelosi	Pelosi
would	would	would
call	call	call
for	for	for
his	his	his
client	client	client
to	to	to
resign	resign	resign
while	while	while
ignoring	ignor	ignoring
white	white	white
Senator	senat	Senator
Al	al	Al
Franken	franken	Franken
D	d	D
-MN	-mn	-MN
.	.	.

During	dure	During
his	his	his
press	press	press
conferencet	conferencet	conferencet
today	today	today
Reed	reed	Reed
told	told	told
reporters	report	reporter
that	that	that
Nancy	nanci	Nancy
Pelosi	pelosi	Pelosi
won	won	won
t	t	t
tell	tell	tell
Conyers	conyer	Conyers
what	what	what
to	to	to
do	do	do
.	.	.

Reed	reed	Reed
then	then	then
pulled	pull	pulled
the	the	the
race	race	race
card	card	card
from	from	from
the	the	the
bottom	bottom	bottom
of	of	of
the	the	the
deck	deck	deck
,	,	,
asking	ask	asking
What	what	What
is	is	is
the	the	the
discernible	discern	discernible
difference	differ	difference
between	between	between
Al	al	Al
Franken	franken	Franken
and	and	and
John	john	John
Conyers	conyer	Conyers
?	?	?

Rep	rep	Rep
.	.	.

Conyers'	conyer	Conyers'
attorney	attorney	attorney
on	on	on
calls	call	call
for	for	for
resignation	resign	resignation
It	it	It
is	is	is
not	not	not
up	up	up
to	to	to
Nancy	nanci	Nancy
Pelosi	pelosi	Pelosi
.	.	.

Nancy	nanci	Nancy
Pelosi	pelosi	Pelosi
did	did	did
not	not	not
elect	elect	elect
Conyers	conyer	Conyers
and	and	and
she	she	she
sure	sure	sure
as	as	a
hell	hell	hell
wont	wont	wont
be	be	be
the	the	the
one	one	one
to	to	to
tell	tell	tell
the	the	the
congressman	congressman	congressman
to	to	to
leave	leav	leave
pic.twitter.com/fxaRpDRQmh	pic.twitter.com/fxarpdrqmh	pic.twitter.com/fxaRpDRQmh
NBC	nbc	NBC
News	news	News
@NBCNews	@nbcnew	@NBCNews
November	novemb	November
30	30	30
,	,	,
2017NBC	2017nbc	2017NBC
Capitol	capitol	Capitol
Hill	hill	Hill
correspondent	correspond	correspondent
Kasie	kasi	Kasie
Hunt	hunt	Hunt
tweeted	tweet	tweeted
about	about	about
Conyers	conyer	Conyers
belligerent	belliger	belligerent
lawyer	lawyer	lawyer
JOHN	john	JOHN
CONYERS'	conyer	CONYERS'
LAWYER	lawyer	LAWYER
says	say	say
Nancy	nanci	Nancy
Pelosi	pelosi	Pelosi
won't	won't	won't
tell	tell	tell
him	him	him
what	what	what
to	to	to
do	do	do
What	what	What
is	is	is
the	the	the
discernible	discern	discernible
difference	differ	difference
between	between	between
Al	al	Al
Franken	franken	Franken
and	and	and
John	john	John
Conyers	conyer	Conyers
?	?	?
he	he	he
says	say	say
Kasie	kasi	Kasie
Hunt	hunt	Hunt
@kasie	@kasi	@kasie
November	novemb	November
30	30	30
,	,	,
2017Yesterday	2017yesterday	2017Yesterday
,	,	,
Conyers	conyer	Conyers
arrogant	arrog	arrogant
and	and	and
defiant	defiant	defiant
lawyer	lawyer	lawyer
tweeted	tweet	tweeted
that	that	that
his	his	his
client	client	client
is	is	is
not	not	not
going	go	going
to	to	to
be	be	be
forced	forc	forced
out	out	out
of	of	of
office	offic	office
Attorney	attorney	Attorney
Conyers	conyer	Conyers
not	not	not
going	go	going
to	to	to
be	be	be
forced	forc	forced
out	out	out
of	of	of
office	offic	office
https://t.co/Np2bGmUGdI	https://t.co/np2bgmugdi	https://t.co/Np2bGmUGdI
via	via	via
@detroitnews	@detroitnew	@detroitnews
Arnold	arnold	Arnold
E	e	E
.	.	.

Reed	reed	Reed
@ArnoldReedEsq	@arnoldreedesq	@ArnoldReedEsq
November	novemb	November
30	30	30
,	,	,
2017	2017	2017

