America	america	America
.	.	.

It	it	It
s	s	s
clear	clear	clear
the	the	the
intelligence	intellig	intelligence
community	communiti	community
isn	isn	isn
t	t	t
buying	buy	buying
either	either	either
of	of	of
those	those	those
sorry	sorri	sorry
excuses	excus	excuse
.	.	.
Some	some	Some
in	in	in
the	the	the
intelligence	intellig	intelligence
community	communiti	community
are	are	are
also	also	also
a	a	a
little	littl	little
wary	wari	wary
of	of	of
Hillary	hillari	Hillary
,	,	,
but	but	but
Trump	trump	Trump
is	is	is
the	the	the
one	one	one
who	who	who
is	is	is
the	the	the
loose	loos	loose
cannon	cannon	cannon
he	he	he
claims	claim	claim
Hillary	hillari	Hillary
is	is	is
.	.	.

At	at	At
least	least	least
Hillary	hillari	Hillary
has	has	ha
extensive	extens	extensive
experience	experi	experience
with	with	with
intelligence	intellig	intelligence
briefings	brief	briefing
that	that	that
are	are	are
far	far	far
more	more	more
specific	specif	specific
than	than	than
she	she	she
ll	ll	ll
get	get	get
as	as	a
a	a	a
presidential	presidenti	presidential
candidate	candid	candidate
.	.	.

Trump	trump	Trump
has	has	ha
none	none	none
,	,	,
and	and	and
there	there	there
s	s	s
absolutely	absolut	absolutely
no	no	no
way	way	way
,	,	,
whatsoever	whatsoev	whatsoever
,	,	,
to	to	to
know	know	know
how	how	how
he	he	he
d	d	d
handle	handl	handle
such	such	such
information	inform	information
.	.	.

It	it	It
s	s	s
particularly	particular	particularly
frightening	frighten	frightening
if	if	if
he	he	he
thinks	think	think
that	that	that
information	inform	information
is	is	is
juicy	juici	juicy
;	;	;
he	he	he
d	d	d
probably	probabl	probably
put	put	put
it	it	it
on	on	on
Twitter	twitter	Twitter
for	for	for
all	all	all
to	to	to
see	see	see
.	.	.
The	the	The
official	offici	official
that	that	that
won	won	won
t	t	t
brief	brief	brief
Trump	trump	Trump
said	said	said
that	that	that
it	it	it
s	s	s
entirely	entir	entirely
possible	possibl	possible
Trump	trump	Trump
will	will	will
refuse	refus	refuse
those	those	those
briefings	brief	briefing
,	,	,
because	becaus	because
he	he	he
already	alreadi	already
knows	know	know
all	all	all
that	that	that
.	.	.

Given	given	Given
that	that	that
Trump	trump	Trump
s	s	s
ego	ego	ego
is	is	is
the	the	the
size	size	size
of	of	of
Russia	russia	Russia
and	and	and
growing	grow	growing
big	big	big
enough	enough	enough
to	to	to
make	make	make
his	his	his
tiny	tini	tiny
hands	hand	hand
microscopic	microscop	microscopic
by	by	by
comparison	comparison	comparison
,	,	,
it	it	it
s	s	s
not	not	not
likely	like	likely
he	he	he
ll	ll	ll
refuse	refus	refuse
them	them	them
because	becaus	because
those	those	those
briefings	brief	briefing
will	will	will
make	make	make
him	him	him
feel	feel	feel
important	import	important
.	.	.
And	and	And
nothing	noth	nothing
is	is	is
more	more	more
important	import	important
to	to	to
Trump	trump	Trump
than	than	than
feeling	feel	feeling
important	import	important
.	.	.
Members	member	Members
of	of	of
the	the	the
intelligence	intellig	intelligence
community	communiti	community
aren	aren	aren
t	t	t
the	the	the
only	onli	only
people	peopl	people
worried	worri	worried
about	about	about
Trump	trump	Trump
getting	get	getting
intelligence	intellig	intelligence
briefings	brief	briefing
.	.	.

Senate	senat	Senate
Minority	minor	Minority
Leader	leader	Leader
Harry	harri	Harry
Reid	reid	Reid
flat	flat	flat
-out	-out	-out
said	said	said
he	he	he
hopes	hope	hope
that	that	that
they	they	they
ll	ll	ll
give	give	give
Trump	trump	Trump
fake	fake	fake
briefings	brief	briefing
because	becaus	because
he	he	he
s	s	s
so	so	so
untrustworthy	untrustworthi	untrustworthy
.	.	.

Rep	rep	Rep
.	.	.

David	david	David
Cicilline	cicillin	Cicilline
D	d	D
-RI	-ri	-RI
called	call	called
on	on	on
President	presid	President
Obama	obama	Obama
to	to	to
deny	deni	deny
those	those	those
briefings	brief	briefing
to	to	to
Trump	trump	Trump
altogether	altogeth	altogether
.	.	.
Considering	consid	Considering
those	those	those
briefings	brief	briefing
happen	happen	happen
at	at	at
the	the	the
discretion	discret	discretion
of	of	of
the	the	the
sitting	sit	sitting
president	presid	president
,	,	,
Obama	obama	Obama
could	could	could
very	veri	very
well	well	well
do	do	do
it	it	it
.	.	.

Trump	trump	Trump
is	is	is
a	a	a
national	nation	national
security	secur	security
disaster	disast	disaster
waiting	wait	waiting
to	to	to
happen	happen	happen
.	.	.

It	it	It
s	s	s
really	realli	really
no	no	no
wonder	wonder	wonder
that	that	that
officials	offici	official
are	are	are
nervous	nervous	nervous
about	about	about
giving	give	giving
him	him	him
even	even	even
the	the	the
broadest	broadest	broadest
of	of	of
briefings	brief	briefing
.	.	.
Featured	featur	Featured
image	imag	image
by	by	by
Joshua	joshua	Joshua
Lott	lott	Lott
Getty	getti	Getty
Images	imag	Images

