Donald	donald	Donald
to	to	to
the	the	the
front	front	front
and	and	and
they	they	they
cut	cut	cut
the	the	the
back	back	back
of	of	of
the	the	the
sentence	sentenc	sentence
off	off	off
,	,	,
and	and	and
I	i	I
say	say	say
I	i	I
never	never	never
said	said	said
that	that	that
.	.	.
So	so	So
,	,	,
I	i	I
said	said	said
,	,	,
you	you	you
know	know	know
what	what	what
,	,	,
I	i	I
am	am	am
not	not	not
going	go	going
to	to	to
deal	deal	deal
with	with	with
them	them	them
.	.	.
They	they	They
are	are	are
very	veri	very
dishonest	dishonest	dishonest
people	peopl	people
,	,	,
I	i	I
said	said	said
.	.	.
Vox	vox	Vox
had	had	had
linguists	linguist	linguist
weigh	weigh	weigh
in	in	in
on	on	on
Trump	trump	Trump
s	s	s
speeches	speech	speech
.	.	.
His	his	His
speeches	speech	speech
are	are	are
full	full	full
of	of	of
non	non	non
sequiturs	sequitur	sequiturs
,	,	,
says	say	say
Kristin	kristin	Kristin
Kobes	kobe	Kobes
Du	du	Du
Mez	mez	Mez
,	,	,
a	a	a
Calvin	calvin	Calvin
College	colleg	College
historian	historian	historian
who	who	who
has	has	ha
done	done	done
a	a	a
comparative	compar	comparative
study	studi	study
of	of	of
Trump	trump	Trump
and	and	and
Clinton	clinton	Clinton
s	s	s
speaking	speak	speaking
styles	style	style
.	.	.
It	it	It
s	s	s
a	a	a
completely	complet	completely
different	differ	different
style	style	style
from	from	from
nearly	near	nearly
any	ani	any
other	other	other
politician	politician	politician
you	you	you
normally	normal	normally
see	see	see
on	on	on
a	a	a
big	big	big
stage	stage	stage
.	.	.
What	what	What
s	s	s
even	even	even
more	more	more
peculiar	peculiar	peculiar
about	about	about
his	his	his
remark	remark	remark
is	is	is
that	that	that
after	after	after
each	each	each
incendiary	incendiari	incendiary
statement	statement	statement
he	he	he
made	made	made
during	dure	during
his	his	his
campaign	campaign	campaign
,	,	,
it	it	it
was	was	wa
as	as	a
if	if	if
his	his	his
defenders	defend	defender
felt	felt	felt
the	the	the
need	need	need
to	to	to
step	step	step
in	in	in
to	to	to
say	say	say
what	what	what
he	he	he
really	realli	really
meant	meant	meant
.	.	.
In	in	In
March	march	March
,	,	,
the	the	the
New	new	New
York	york	York
Post	post	Post
said	said	said
that	that	that
Trump	trump	Trump
speaks	speak	speaks
at	at	at
a	a	a
fourth	fourth	fourth
-grade	-grade	-grade
level	level	level
and	and	and
suggested	suggest	suggested
he	he	he
might	might	might
do	do	do
that	that	that
intentionally	intent	intentionally
.	.	.
We	we	We
wonder	wonder	wonder
what	what	what
speaking	speak	speaking
level	level	level
Trump	trump	Trump
is	is	is
in	in	in
Russian	russian	Russian
.	.	.
Photo	photo	Photo
by	by	by
Scott	scott	Scott
Olson	olson	Olson
via	via	via
Getty	getti	Getty
.	.	.
