Donald	donald	Donald
Here	here	Here
is	is	is
audio	audio	audio
of	of	of
that	that	that
clip	clip	clip
Newsflash	newsflash	Newsflash
,	,	,
you	you	you
71	71	71
-year-old	-year-old	-year-old
toddler	toddler	toddler
It	it	It
is	is	is
not	not	not
Jeff	jeff	Jeff
Sessions	session	Sessions
job	job	job
to	to	to
engage	engag	engage
in	in	in
an	an	an
investigation	investig	investigation
in	in	in
which	which	which
he	he	he
has	has	ha
a	a	a
clear	clear	clear
conflict	conflict	conflict
of	of	of
interest	interest	interest
.	.	.

Further	further	Further
,	,	,
had	had	had
he	he	he
done	done	done
that	that	that
with	with	with
the	the	the
intention	intent	intention
of	of	of
providing	provid	providing
cover	cover	cover
for	for	for
you	you	you
and	and	and
your	your	your
criminal	crimin	criminal
family	famili	family
,	,	,
he	he	he
would	would	would
be	be	be
in	in	in
legal	legal	legal
trouble	troubl	trouble
himself	himself	himself
.	.	.

Jeff	jeff	Jeff
Sessions	session	Sessions
is	is	is
a	a	a
lawyer	lawyer	lawyer
,	,	,
and	and	and
he	he	he
knew	knew	knew
this	this	this
.	.	.

It	it	It
seems	seem	seems
that	that	that
you	you	you
literally	liter	literally
expect	expect	expect
your	your	your
officials	offici	official
to	to	to
risk	risk	risk
losing	lose	losing
law	law	law
licenses	licens	license
or	or	or
even	even	even
going	go	going
to	to	to
jail	jail	jail
over	over	over
loyalty	loyalti	loyalty
to	to	to
you	you	you
.	.	.
This	this	This
administration	administr	administration
is	is	is
literally	liter	literally
cannibalistic	cannibalist	cannibalistic
.	.	.

The	the	The
second	second	second
anyone	anyon	anyone
does	doe	doe
anything	anyth	anything
that	that	that
is	is	is
even	even	even
perceived	perceiv	perceived
as	as	a
being	be	being
harmful	harm	harmful
to	to	to
Trump	trump	Trump
,	,	,
or	or	or
disloyal	disloy	disloyal
as	as	a
he	he	he
likes	like	like
to	to	to
call	call	call
it	it	it
,	,	,
they	they	they
fall	fall	fall
out	out	out
of	of	of
favor	favor	favor
and	and	and
Trump	trump	Trump
starts	start	start
threatening	threaten	threatening
them	them	them
.	.	.
I	i	I
d	d	d
be	be	be
willing	will	willing
to	to	to
bet	bet	bet
that	that	that
right	right	right
about	about	about
now	now	now
,	,	,
Sessions	session	Sessions
is	is	is
wishing	wish	wishing
he	he	he
had	had	had
never	never	never
helped	help	helped
get	get	get
Trump	trump	Trump
elected	elect	elected
,	,	,
much	much	much
less	less	le
taken	taken	taken
a	a	a
job	job	job
in	in	in
his	his	his
administration	administr	administration
.	.	.

In	in	In
Donald	donald	Donald
Trump	trump	Trump
s	s	s
world	world	world
,	,	,
the	the	the
only	onli	only
person	person	person
who	who	who
is	is	is
safe	safe	safe
is	is	is
Donald	donald	Donald
Trump	trump	Trump
himself	himself	himself
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Shawn	shawn	Shawn
Thew	thew	Thew
-Pool	-pool	-Pool
Getty	getti	Getty
Images	imag	Images

