Former	former	Former
who	who	who
along	along	along
with	with	with
her	her	her
boyfriend	boyfriend	boyfriend
,	,	,
was	was	wa
recently	recent	recently
sentenced	sentenc	sentenced
to	to	to
prison	prison	prison
,	,	,
after	after	after
a	a	a
plot	plot	plot
to	to	to
behead	behead	behead
Hopkins	hopkin	Hopkins
was	was	wa
uncovered	uncov	uncovered
.	.	.
Hopkins	hopkin	Hopkins
also	also	also
shares	share	share
horrifying	horrifi	horrifying
stories	stori	story
of	of	of
multiple	multipl	multiple
British	british	British
citizens	citizen	citizen
who	who	who
have	have	have
lost	lost	lost
their	their	their
lives	live	life
,	,	,
their	their	their
limbs	limb	limb
or	or	or
suffer	suffer	suffer
serious	serious	serious
scars	scar	scar
,	,	,
as	as	a
a	a	a
result	result	result
of	of	of
acts	act	act
of	of	of
jihad	jihad	jihad
against	against	against
them	them	them
by	by	by
Muslim	muslim	Muslim
immigrants	immigr	immigrant
in	in	in
their	their	their
homeland	homeland	homeland
of	of	of
Great	great	Great
Britain	britain	Britain
,	,	,
after	after	after
their	their	their
nation	nation	nation
welcomed	welcom	welcomed
them	them	them
in	in	in
with	with	with
open	open	open
arms	arm	arm
.	.	.
Do	do	Do
not	not	not
allow	allow	allow
America	america	America
to	to	to
fall	fall	fall
as	as	a
Europe	europ	Europe
has	has	ha
fallen	fallen	fallen
,	,	,
Hopkins	hopkin	Hopkins
told	told	told
the	the	the
crowd	crowd	crowd
.	.	.
Hopkins	hopkin	Hopkins
started	start	started
out	out	out
her	her	her
speech	speech	speech
with	with	with
her	her	her
usual	usual	usual
biting	bite	biting
and	and	and
politically	polit	politically
incorrect	incorrect	incorrect
humor	humor	humor
,	,	,
by	by	by
assuring	assur	assuring
the	the	the
crowd	crowd	crowd
she	she	she
is	is	is
not	not	not
the	the	the
outspoken	outspoken	outspoken
,	,	,
gay	gay	gay
,	,	,
conservative	conserv	conservative
Milo	milo	Milo
Yiannopoulis	yiannopouli	Yiannopoulis
.	.	.
She	she	She
then	then	then
assured	assur	assured
the	the	the
audience	audienc	audience
that	that	that
she	she	she
was	was	wa
not	not	not
gay	gay	gay
simply	simpli	simply
because	becaus	because
she	she	she
wears	wear	wear
her	her	her
short	short	short
.	.	.
In	in	In
fact	fact	fact
,	,	,
Hopkins	hopkin	Hopkins
calls	call	call
herself	herself	herself
a	a	a
minority	minor	minority
in	in	in
London	london	London
,	,	,
because	becaus	because
she	she	she
s	s	s
a	a	a
white	white	white
,	,	,
married	marri	married
,	,	,
mother	mother	mother
of	of	of
three	three	three
,	,	,
telling	tell	telling
the	the	the
audience	audienc	audience
that	that	that
she	she	she
s	s	s
now	now	now
on	on	on
the	the	the
extinct	extinct	extinct
list	list	list
in	in	in
the	the	the
UK	uk	UK
.	.	.
Hopkins	hopkin	Hopkins
tells	tell	tell
of	of	of
the	the	the
time	time	time
she	she	she
spent	spent	spent
in	in	in
the	the	the
migrant	migrant	migrant
camps	camp	camp
in	in	in
Calais	calai	Calais
and	and	and
tells	tell	tell
horrifying	horrifi	horrifying
stories	stori	story
of	of	of
how	how	how
the	the	the
workers	worker	worker
conform	conform	conform
to	to	to
the	the	the
rule	rule	rule
of	of	of
Islam	islam	Islam
,	,	,
so	so	so
as	as	a
not	not	not
to	to	to
offend	offend	offend
the	the	the
migrants	migrant	migrant
they	they	they
are	are	are
taking	take	taking
care	care	care
of	of	of
.	.	.
She	she	She
tells	tell	tell
a	a	a
story	stori	story
of	of	of
a	a	a
mother	mother	mother
who	who	who
dresses	dress	dress
her	her	her
young	young	young
daughter	daughter	daughter
as	as	a
a	a	a
son	son	son
,	,	,
so	so	so
the	the	the
migrant	migrant	migrant
men	men	men
don	don	don
t	t	t
come	come	come
into	into	into
their	their	their
tent	tent	tent
to	to	to
rape	rape	rape
her	her	her
daughter	daughter	daughter
at	at	at
night	night	night
.	.	.
Hopkins	hopkin	Hopkins
admitted	admit	admitted
that	that	that
she	she	she
was	was	wa
naive	naiv	naive
,	,	,
and	and	and
that	that	that
she	she	she
quickly	quick	quickly
realized	realiz	realized
,	,	,
Migrants	migrant	Migrants
don	don	don
t	t	t
come	come	come
for	for	for
a	a	a
new	new	new
life	life	life
and	and	and
leave	leav	leave
their	their	their
old	old	old
life	life	life
behind	behind	behind
.	.	.
They	they	They
bring	bring	bring
them	them	them
with	with	with
them	them	them
.	.	.
All	all	All
the	the	the
old	old	old
conflicts	conflict	conflict
from	from	from
back	back	back
home	home	home
.	.	.
The	the	The
Eritreans	eritrean	Eritreans
hate	hate	hate
the	the	the
Somalis	somali	Somalis
who	who	who
hate	hate	hate
the	the	the
Afghanis	afghani	Afghanis
who	who	who
don	don	don
t	t	t
speak	speak	speak
to	to	to
the	the	the
Libyans	libyan	Libyans
.	.	.
And	and	And
they	they	they
re	re	re
still	still	still
fighting	fight	fighting
.	.	.
They	they	They
come	come	come
,	,	,
they	they	they
do	do	do
not	not	not
start	start	start
a	a	a
new	new	new
life	life	life
,	,	,
they	they	they
bring	bring	bring
their	their	their
conflicts	conflict	conflict
from	from	from
back	back	back
home	home	home
.	.	.
Watch	watch	Watch
Hopkins	hopkin	Hopkins
powerful	power	powerful
speech	speech	speech
here	here	here
some	some	some
language	languag	language
may	may	may
be	be	be
offensive	offens	offensive
