Donald	donald	Donald
s	s	s
basic	basic	basic
principles	principl	principle
and	and	and
sovereignty	sovereignti	sovereignty
are	are	are
simply	simpli	simply
not	not	not
negotiable	negoti	negotiable
.	.	.
In	in	In
addition	addit	addition
,	,	,
Pe	pe	Pe
a	a	a
Nieto	nieto	Nieto
added	ad	added
that	that	that
if	if	if
there	there	there
are	are	are
to	to	to
be	be	be
any	ani	any
negotiations	negoti	negotiation
between	between	between
the	the	the
United	unit	United
States	state	States
and	and	and
Mexico	mexico	Mexico
there	there	there
has	has	ha
to	to	to
be	be	be
a	a	a
concerted	concert	concerted
effort	effort	effort
to	to	to
stop	stop	stop
the	the	the
illegal	illeg	illegal
arms	arm	arm
and	and	and
money	money	money
that	that	that
are	are	are
flowing	flow	flowing
into	into	into
Mexico	mexico	Mexico
from	from	from
the	the	the
United	unit	United
States	state	States
.	.	.
Meanwhile	meanwhil	Meanwhile
,	,	,
Trump	trump	Trump
was	was	wa
saying	say	saying
this	this	this
on	on	on
live	live	live
television	televis	television
We	we	We
re	re	re
going	go	going
to	to	to
build	build	build
a	a	a
wall	wall	wall
.	.	.
I	i	I
could	could	could
wait	wait	wait
about	about	about
a	a	a
year	year	year
and	and	and
a	a	a
half	half	half
until	until	until
we	we	we
start	start	start
our	our	our
negotiations	negoti	negotiation
with	with	with
Mexico	mexico	Mexico
,	,	,
he	he	he
said	said	said
,	,	,
but	but	but
I	i	I
don	don	don
t	t	t
feel	feel	feel
like	like	like
waiting	wait	waiting
a	a	a
year	year	year
and	and	and
a	a	a
half	half	half
.	.	.
I	i	I
want	want	want
to	to	to
get	get	get
the	the	the
wall	wall	wall
started	start	started
.	.	.
I	i	I
don	don	don
t	t	t
want	want	want
wait	wait	wait
a	a	a
year	year	year
and	and	and
half	half	half
to	to	to
make	make	make
a	a	a
deal	deal	deal
with	with	with
Mexico	mexico	Mexico
.	.	.
Trump	trump	Trump
now	now	now
says	say	say
that	that	that
the	the	the
American	american	American
taxpayers	taxpay	taxpayer
are	are	are
going	go	going
to	to	to
be	be	be
the	the	the
ones	one	one
who	who	who
will	will	will
actually	actual	actually
fund	fund	fund
the	the	the
building	build	building
of	of	of
the	the	the
wall	wall	wall
.	.	.
But	but	But
he	he	he
says	say	say
he	he	he
has	has	ha
a	a	a
great	great	great
plan	plan	plan
,	,	,
the	the	the
best	best	best
plan	plan	plan
,	,	,
to	to	to
bully	bulli	bully
Mexico	mexico	Mexico
into	into	into
paying	pay	paying
us	us	u
back	back	back
.	.	.
Trump	trump	Trump
has	has	ha
been	been	been
told	told	told
repeatedly	repeat	repeatedly
that	that	that
Mexico	mexico	Mexico
is	is	is
not	not	not
going	go	going
to	to	to
pay	pay	pay
for	for	for
his	his	his
wall	wall	wall
,	,	,
but	but	but
he	he	he
just	just	just
can	can	can
t	t	t
seem	seem	seem
to	to	to
get	get	get
that	that	that
through	through	through
his	his	his
thick	thick	thick
orange	orang	orange
skull	skull	skull
.	.	.
He	he	He
thinks	think	think
he	he	he
can	can	can
bully	bulli	bully
anyone	anyon	anyone
into	into	into
anything	anyth	anything
.	.	.
But	but	But
it	it	it
doesn	doesn	doesn
t	t	t
look	look	look
like	like	like
Mexico	mexico	Mexico
is	is	is
planning	plan	planning
to	to	to
bow	bow	bow
down	down	down
to	to	to
Trump	trump	Trump
anytime	anytim	anytime
soon	soon	soon
,	,	,
and	and	and
in	in	in
case	case	case
you	you	you
didn	didn	didn
t	t	t
catch	catch	catch
it	it	it
,	,	,
they	they	they
most	most	most
certainly	certain	certainly
aren	aren	aren
t	t	t
going	go	going
to	to	to
pay	pay	pay
for	for	for
that	that	that
damn	damn	damn
wall	wall	wall
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Drew	drew	Drew
Angerer	anger	Angerer
Getty	getti	Getty
Images	imag	Images
