Just	just	Just
to	to	to
score	score	score
a	a	a
six	six	six
-figure	-figur	-figure
payment	payment	payment
for	for	for
another	anoth	another
woman	woman	woman
.	.	.
The	the	The
former	former	former
ultimately	ultim	ultimately
declined	declin	declined
to	to	to
come	come	come
forward	forward	forward
after	after	after
being	be	being
offered	offer	offered
750	750	750
,	,	,
000	000	000
,	,	,
the	the	the
clients	client	client
told	told	told
The	the	The
Hill	hill	Hill
.	.	.
