Donald	donald	Donald
.	.	.
Do	do	Do
you	you	you
share	share	share
Clapper	clapper	Clapper
s	s	s
concern	concern	concern
,	,	,
not	not	not
just	just	just
about	about	about
North	north	North
Korea	korea	Korea
,	,	,
but	but	but
with	with	with
the	the	the
president	presid	president
s	s	s
ability	abil	ability
to	to	to
respond	respond	respond
?	?	?
Flake	flake	Flake
couldn	couldn	couldn
t	t	t
give	give	give
a	a	a
straight	straight	straight
answer	answer	answer
.	.	.
He	he	He
said	said	said
Well	well	Well
,	,	,
I	i	I
I	i	I
do	do	do
have	have	have
good	good	good
confidence	confid	confidence
in	in	in
our	our	our
national	nation	national
security	secur	security
team	team	team
and	and	and
those	those	those
who	who	who
are	are	are
advising	advis	advising
the	the	the
president	presid	president
.	.	.
And	and	And
the	the	the
president	presid	president
does	doe	doe
not	not	not
have	have	have
experience	experi	experience
in	in	in
this	this	this
in	in	in
this	this	this
kind	kind	kind
of	of	of
situation	situat	situation
,	,	,
but	but	but
few	few	few
presidents	presid	president
do	do	do
when	when	when
they	they	they
come	come	come
into	into	into
office	offic	office
.	.	.
And	and	And
I	i	I
m	m	m
confident	confid	confident
that	that	that
the	the	the
people	peopl	people
around	around	around
the	the	the
president	presid	president
are	are	are
giving	give	giving
him	him	him
good	good	good
advice	advic	advice
,	,	,
and	and	and
I	i	I
believe	believ	believe
that	that	that
he	he	he
will	will	will
follow	follow	follow
it	it	it
.	.	.
I	i	I
sure	sure	sure
hope	hope	hope
he	he	he
does	doe	doe
.	.	.
Obviously	obvious	Obviously
,	,	,
you	you	you
like	like	like
a	a	a
leader	leader	leader
that	that	that
s	s	s
measured	measur	measured
and	and	and
sober	sober	sober
and	and	and
consistent	consist	consistent
.	.	.
Our	our	Our
allies	alli	ally
want	want	want
to	to	to
hear	hear	hear
that	that	that
.	.	.
I	i	I
think	think	think
our	our	our
adversaries	adversari	adversary
need	need	need
to	to	to
hear	hear	hear
that	that	that
.	.	.
But	but	But
we	we	we
have	have	have
got	got	got
a	a	a
good	good	good
team	team	team
around	around	around
the	the	the
president	presid	president
.	.	.
Bash	bash	Bash
was	was	wa
quick	quick	quick
to	to	to
put	put	put
Flake	flake	Flake
on	on	on
the	the	the
spot	spot	spot
and	and	and
point	point	point
out	out	out
that	that	that
he	he	he
hadn	hadn	hadn
t	t	t
actually	actual	actually
said	said	said
that	that	that
Trump	trump	Trump
could	could	could
handle	handl	handle
this	this	this
matter	matter	matter
.	.	.
Bash	bash	Bash
pressed	press	pressed
,	,	,
Senator	senat	Senator
,	,	,
you	you	you
talked	talk	talked
there	there	there
about	about	about
the	the	the
president	presid	president
s	s	s
team	team	team
,	,	,
but	but	but
not	not	not
about	about	about
the	the	the
president	presid	president
himself	himself	himself
.	.	.
Are	are	Are
you	you	you
concerned	concern	concerned
about	about	about
the	the	the
president	presid	president
himself	himself	himself
,	,	,
as	as	a
James	jame	James
Clapper	clapper	Clapper
is	is	is
?	?	?
Flake	flake	Flake
continued	continu	continued
to	to	to
stumble	stumbl	stumble
through	through	through
this	this	this
interview	interview	interview
Well	well	Well
,	,	,
like	like	like
I	i	I
said	said	said
,	,	,
no	no	no
president	presid	president
comes	come	come
in	in	in
prepared	prepar	prepared
with	with	with
regard	regard	regard
to	to	to
foreign	foreign	foreign
policy	polici	policy
experience	experi	experience
.	.	.
That	that	That
s	s	s
why	whi	why
you	you	you
have	have	have
a	a	a
good	good	good
team	team	team
around	around	around
them	them	them
.	.	.
I	i	I
have	have	have
had	had	had
my	my	my
concerns	concern	concern
,	,	,
I	i	I
think	think	think
everyone	everyon	everyone
has	has	ha
,	,	,
at	at	at
some	some	some
of	of	of
the	the	the
statements	statement	statement
that	that	that
have	have	have
been	been	been
made	made	made
by	by	by
the	the	the
president	presid	president
with	with	with
regard	regard	regard
to	to	to
NATO	nato	NATO
and	and	and
other	other	other
areas	area	area
in	in	in
foreign	foreign	foreign
policy	polici	policy
.	.	.
Like	like	Like
I	i	I
said	said	said
,	,	,
I	i	I
think	think	think
we	we	we
we	we	we
want	want	want
somebody	somebodi	somebody
who	who	who
is	is	is
who	who	who
is	is	is
measured	measur	measured
and	and	and
sober	sober	sober
and	and	and
consistent	consist	consistent
and	and	and
conservative	conserv	conservative
in	in	in
this	this	this
regard	regard	regard
.	.	.
But	but	But
he	he	he
has	has	ha
a	a	a
good	good	good
team	team	team
around	around	around
him	him	him
,	,	,
and	and	and
I	i	I
have	have	have
confidence	confid	confidence
in	in	in
them	them	them
.	.	.
This	this	This
is	is	is
absolutely	absolut	absolutely
humiliating	humili	humiliating
for	for	for
Trump	trump	Trump
.	.	.
Not	not	Not
only	onli	only
was	was	wa
his	his	his
Defense	defens	Defense
Secretary	secretari	Secretary
,	,	,
James	jame	James
Mattis	matti	Mattis
,	,	,
sent	sent	sent
out	out	out
earlier	earlier	earlier
today	today	today
to	to	to
deliver	deliv	deliver
a	a	a
public	public	public
statement	statement	statement
on	on	on
North	north	North
Korea	korea	Korea
in	in	in
his	his	his
place	place	place
,	,	,
but	but	but
now	now	now
a	a	a
member	member	member
of	of	of
his	his	his
own	own	own
party	parti	party
practically	practic	practically
said	said	said
Trump	trump	Trump
isn	isn	isn
t	t	t
capable	capabl	capable
of	of	of
handling	handl	handling
North	north	North
Korea	korea	Korea
.	.	.
Flake	flake	Flake
refused	refus	refused
to	to	to
support	support	support
Trump	trump	Trump
and	and	and
say	say	say
he	he	he
was	was	wa
a	a	a
competent	compet	competent
president	presid	president
,	,	,
and	and	and
instead	instead	instead
opted	opt	opted
to	to	to
talk	talk	talk
about	about	about
the	the	the
experts	expert	expert
surrounding	surround	surrounding
him	him	him
.	.	.
You	you	You
can	can	can
watch	watch	watch
Flake	flake	Flake
humiliate	humili	humiliate
Trump	trump	Trump
below	below	below
Featured	featur	Featured
image	imag	image
via	via	via
screenshot	screenshot	screenshot
