As	as	As
or	or	or
by	by	by
hackers	hacker	hacker
.	.	.
A	a	A
coordinated	coordin	coordinated
attack	attack	attack
on	on	on
just	just	just
nine	nine	nine
of	of	of
the	the	the
United	unit	United
States	state	States
55	55	55
,	,	,
000	000	000
electric	electr	electric
-transmission	-transmiss	-transmission
substations	substat	substation
on	on	on
the	the	the
right	right	right
day	day	day
could	could	could
cause	caus	cause
a	a	a
blackout	blackout	blackout
from	from	from
Los	los	Los
Angeles	angel	Angeles
to	to	to
New	new	New
York	york	York
City	citi	City
,	,	,
according	accord	according
to	to	to
the	the	the
study	studi	study
conducted	conduct	conducted
by	by	by
the	the	the
Federal	feder	Federal
Energy	energi	Energy
Regulatory	regulatori	Regulatory
Commission	commiss	Commission
.	.	.
The	the	The
study	studi	study
s	s	s
results	result	result
have	have	have
been	been	been
known	known	known
for	for	for
months	month	month
to	to	to
select	select	select
people	peopl	people
in	in	in
federal	feder	federal
agencies	agenc	agency
,	,	,
Congress	congress	Congress
and	and	and
the	the	the
White	white	White
House	hous	House
,	,	,
but	but	but
were	were	were
reported	report	reported
publicly	public	publicly
for	for	for
the	the	the
first	first	first
time	time	time
Wednesday	wednesday	Wednesday
.	.	.
The	the	The
WSJ	wsj	WSJ
did	did	did
not	not	not
publish	publish	publish
a	a	a
list	list	list
of	of	of
the	the	the
30	30	30
most	most	most
critical	critic	critical
substations	substat	substation
identified	identifi	identified
by	by	by
the	the	the
FERC	ferc	FERC
study	studi	study
.	.	.
One	one	One
particularly	particular	particularly
troubling	troubl	troubling
memo	memo	memo
reviewed	review	reviewed
by	by	by
the	the	the
Journal	journal	Journal
described	describ	described
a	a	a
scenario	scenario	scenario
in	in	in
which	which	which
a	a	a
highly	high	highly
-coordinated	-coordin	-coordinated
but	but	but
relatively	relat	relatively
small	small	small
scale	scale	scale
attack	attack	attack
could	could	could
send	send	send
the	the	the
country	countri	country
into	into	into
a	a	a
long	long	long
-term	-term	-term
literal	liter	literal
dark	dark	dark
age	age	age
.	.	.
Destroy	destroy	Destroy
nine	nine	nine
interconnection	interconnect	interconnection
substations	substat	substation
and	and	and
a	a	a
transformer	transform	transformer
manufacturer	manufactur	manufacturer
and	and	and
the	the	the
entire	entir	entire
United	unit	United
States	state	States
grid	grid	grid
would	would	would
be	be	be
down	down	down
for	for	for
at	at	at
least	least	least
18	18	18
months	month	month
,	,	,
probably	probabl	probably
longer	longer	longer
,	,	,
the	the	the
memo	memo	memo
said	said	said
.	.	.
Source	sourc	Source
TimeOne	timeon	TimeOne
of	of	of
Donald	donald	Donald
Trump	trump	Trump
s	s	s
campaign	campaign	campaign
promises	promis	promise
has	has	ha
been	been	been
to	to	to
improve	improv	improve
the	the	the
infrastructure	infrastructur	infrastructure
.	.	.
Obama	obama	Obama
has	has	ha
been	been	been
trying	tri	trying
to	to	to
do	do	do
that	that	that
for	for	for
most	most	most
of	of	of
his	his	his
time	time	time
in	in	in
office	offic	office
,	,	,
but	but	but
Congress	congress	Congress
has	has	ha
blocked	block	blocked
that	that	that
.	.	.
Still	still	Still
,	,	,
even	even	even
if	if	if
Trump	trump	Trump
does	doe	doe
get	get	get
an	an	an
infrastructure	infrastructur	infrastructure
bill	bill	bill
signed	sign	signed
,	,	,
his	his	his
relationship	relationship	relationship
with	with	with
Russia	russia	Russia
is	is	is
troubling	troubl	troubling
.	.	.
Will	will	Will
his	his	his
loyalty	loyalti	loyalty
be	be	be
with	with	with
the	the	the
United	unit	United
States	state	States
or	or	or
is	is	is
he	he	he
indebted	indebt	indebted
enough	enough	enough
to	to	to
Russia	russia	Russia
that	that	that
he	he	he
will	will	will
leave	leav	leave
the	the	the
doors	door	door
open	open	open
for	for	for
them	them	them
to	to	to
attack	attack	attack
us	us	u
where	where	where
we	we	we
are	are	are
the	the	the
most	most	most
vulnerable	vulner	vulnerable
?	?	?
It	it	It
s	s	s
a	a	a
disconcerting	disconcert	disconcerting
question	question	question
,	,	,
to	to	to
say	say	say
the	the	the
least	least	least
,	,	,
and	and	and
it	it	it
s	s	s
why	whi	why
the	the	the
hacking	hack	hacking
of	of	of
the	the	the
election	elect	election
,	,	,
along	along	along
with	with	with
Trump	trump	Trump
s	s	s
praise	prais	praise
of	of	of
Putin	putin	Putin
,	,	,
is	is	is
a	a	a
big	big	big
f	f	f
cking	cking	cking
deal	deal	deal
.	.	.
UPDATE	updat	UPDATE
The	the	The
Washington	washington	Washington
Post	post	Post
has	has	ha
issued	issu	issued
a	a	a
correction	correct	correction
.	.	.
The	the	The
utility	util	utility
was	was	wa
hacked	hack	hacked
,	,	,
but	but	but
that	that	that
Vermont	vermont	Vermont
utility	util	utility
is	is	is
not	not	not
corrected	correct	corrected
to	to	to
the	the	the
grid	grid	grid
.	.	.
An	an	An
earlier	earlier	earlier
version	version	version
of	of	of
this	this	this
story	stori	story
incorrectly	incorrect	incorrectly
said	said	said
that	that	that
Russian	russian	Russian
hackers	hacker	hacker
had	had	had
penetrated	penetr	penetrated
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
electric	electr	electric
grid	grid	grid
.	.	.
Authorities	author	Authorities
say	say	say
there	there	there
is	is	is
no	no	no
indication	indic	indication
of	of	of
that	that	that
so	so	so
far	far	far
.	.	.
The	the	The
computer	comput	computer
at	at	at
Burlington	burlington	Burlington
Electric	electr	Electric
that	that	that
was	was	wa
hacked	hack	hacked
was	was	wa
not	not	not
attached	attach	attached
to	to	to
the	the	the
grid	grid	grid
,	,	,
an	an	an
editor	editor	editor
s	s	s
note	note	note
attached	attach	attached
to	to	to
the	the	the
original	origin	original
article	articl	article
said	said	said
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Pool	pool	Pool
Getty	getti	Getty
Images	imag	Images
