Just	just	Just
who	who	who
has	has	ha
another	anoth	another
play	play	play
,	,	,
Exotic	exot	Exotic
Oriental	orient	Oriental
Murder	murder	Murder
Mystery	mysteri	Mystery
,	,	,
running	run	running
off	off	off
-Broadway	-broadway	-Broadway
this	this	this
month	month	month
,	,	,
did	did	did
not	not	not
respond	respond	respond
to	to	to
requests	request	request
for	for	for
comment	comment	comment
,	,	,
nor	nor	nor
did	did	did
his	his	his
agent	agent	agent
,	,	,
Beth	beth	Beth
Blickers	blicker	Blickers
.	.	.
Michel	michel	Michel
said	said	said
Clarion	clarion	Clarion
University	univers	University
,	,	,
with	with	with
about	about	about
4	4	4
,	,	,
900	900	900
students	student	student
,	,	,
has	has	ha
a	a	a
student	student	student
body	bodi	body
that	that	that
is	is	is
0	0	0
.	.	.
6	6	6
percent	percent	percent
Asian	asian	Asian
and	and	and
that	that	that
no	no	no
Asians	asian	Asians
auditioned	audit	auditioned
for	for	for
the	the	the
play	play	play
.	.	.
She	she	She
tried	tri	tried
several	sever	several
times	time	time
to	to	to
reach	reach	reach
Suh	suh	Suh
by	by	by
phone	phone	phone
to	to	to
discuss	discuss	discus
aspects	aspect	aspect
of	of	of
his	his	his
play	play	play
,	,	,
but	but	but
he	he	he
did	did	did
not	not	not
take	take	take
her	her	her
calls	call	call
before	befor	before
it	it	it
was	was	wa
canceled	cancel	canceled
on	on	on
Tuesday	tuesday	Tuesday
,	,	,
she	she	she
said	said	said
.	.	.
When	when	When
he	he	he
saw	saw	saw
the	the	the
cast	cast	cast
photos	photo	photo
earlier	earlier	earlier
this	this	this
month	month	month
,	,	,
he	he	he
demanded	demand	demanded
through	through	through
Blickers	blicker	Blickers
to	to	to
know	know	know
the	the	the
ethnicity	ethnic	ethnicity
of	of	of
the	the	the
actors	actor	actor
,	,	,
she	she	she
said	said	said
.	.	.

I	i	I
couldn	couldn	couldn
t	t	t
stop	stop	stop
myself	myself	myself
from	from	from
crying	cri	cry
when	when	when
I	i	I
saw	saw	saw
the	the	the
photos	photo	photo
and	and	and
realized	realiz	realized
what	what	what
was	was	wa
happening	happen	happening
,	,	,
Suh	suh	Suh
wrote	wrote	wrote
in	in	in
his	his	his
e	e	e
-mail	-mail	-mail
.	.	.
On	on	On
Tuesday	tuesday	Tuesday
,	,	,
the	the	the
day	day	day
after	after	after
Suh	suh	Suh
s	s	s
e	e	e
-mail	-mail	-mail
,	,	,
the	the	the
New	new	New
York	york	York
Times	time	Times
published	publish	published
an	an	an
opinion	opinion	opinion
piece	piec	piece
by	by	by
Indian	indian	Indian
-American	-american	-American
comedian	comedian	comedian
Aziz	aziz	Aziz
Ansari	ansari	Ansari
decrying	decri	decrying
the	the	the
treatment	treatment	treatment
of	of	of
Asian	asian	Asian
,	,	,
particularly	particular	particularly
Indian	indian	Indian
actors	actor	actor
,	,	,
in	in	in
the	the	the
media	media	medium
but	but	but
also	also	also
noted	note	noted
that	that	that
such	such	such
actors	actor	actor
were	were	were
harder	harder	harder
to	to	to
find	find	find
.	.	.
VIA	via	VIA
Reuters	reuter	Reuters

