TOKYO	tokyo	TOKYO
500	500	500
U	u	U
.	.	.
S	s	S
.	.	.
troops	troop	troop
to	to	to
counter	counter	counter
the	the	the
threat	threat	threat
from	from	from
the	the	the
North	north	North
.	.	.

Trump	trump	Trump
s	s	s
decision	decis	decision
to	to	to
launch	launch	launch
a	a	a
missile	missil	missile
strike	strike	strike
against	against	against
Syria	syria	Syria
,	,	,
a	a	a
Russian	russian	Russian
ally	alli	ally
,	,	,
drop	drop	drop
a	a	a
giant	giant	giant
bomb	bomb	bomb
on	on	on
Afghanistan	afghanistan	Afghanistan
and	and	and
stick	stick	stick
with	with	with
Obama	obama	Obama
-era	-era	-era
policies	polici	policy
on	on	on
Crimea	crimea	Crimea
mean	mean	mean
Russian	russian	Russian
hopes	hope	hope
of	of	of
him	him	him
befriending	befriend	befriending
the	the	the
Kremlin	kremlin	Kremlin
have	have	have
been	been	been
on	on	on
the	the	the
slide	slide	slide
.	.	.

Russian	russian	Russian
state	state	state
media	media	medium
,	,	,
which	which	which
hailed	hail	hailed
his	his	his
election	elect	election
win	win	win
,	,	,
have	have	have
made	made	made
a	a	a
U	u	U
-turn	-turn	-turn
.	.	.

On	on	On
Sunday	sunday	Sunday
,	,	,
media	media	medium
said	said	said
he	he	he
was	was	wa
scarier	scarier	scarier
than	than	than
North	north	North
Korean	korean	Korean
leader	leader	leader
Kim	kim	Kim
Jong	jong	Jong
Un	un	Un
.	.	.
For	for	For
a	a	a
graphic	graphic	graphic
on	on	on
nuclear	nuclear	nuclear
North	north	North
Korea	korea	Korea
,	,	,
click	click	click
here	here	here
For	for	For
a	a	a
graphic	graphic	graphic
on	on	on
Carl	carl	Carl
Vinson	vinson	Vinson
strike	strike	strike
group	group	group
,	,	,
click	click	click
here	here	here

