BEIRUT	beirut	BEIRUT
territory	territori	territory
it	it	it
held	held	held
for	for	for
years	year	year
as	as	a
part	part	part
of	of	of
a	a	a
self	self	self
-declared	-declar	-declared
caliphate	caliph	caliphate
,	,	,
will	will	will
likely	like	likely
bring	bring	bring
U	u	U
.	.	.
S	s	S
.	.	.
-backed	-back	-backed
forces	forc	force
and	and	and
the	the	the
Syrian	syrian	Syrian
government	govern	government
side	side	side
,	,	,
backed	back	backed
by	by	by
Russia	russia	Russia
and	and	and
Iran	iran	Iran
,	,	,
into	into	into
closer	closer	closer
proximity	proxim	proximity
.	.	.

A	a	A
U	u	U
.	.	.
S	s	S
.	.	.
warplane	warplan	warplane
shot	shot	shot
down	down	down
a	a	a
Syrian	syrian	Syrian
army	armi	army
jet	jet	jet
near	near	near
Raqqa	raqqa	Raqqa
in	in	in
June	june	June
and	and	and
the	the	the
SDF	sdf	SDF
accused	accus	accused
the	the	the
Syrian	syrian	Syrian
government	govern	government
of	of	of
bombing	bomb	bombing
its	it	it
positions	posit	position
,	,	,
showing	show	showing
the	the	the
risk	risk	risk
of	of	of
escalation	escal	escalation
between	between	between
warring	war	warring
sides	side	side
in	in	in
a	a	a
crowded	crowd	crowded
battlefield	battlefield	battlefield
.	.	.

The	the	The
Syrian	syrian	Syrian
conflict	conflict	conflict
,	,	,
which	which	which
started	start	started
as	as	a
a	a	a
popular	popular	popular
uprising	upris	uprising
against	against	against
Assad	assad	Assad
in	in	in
2011	2011	2011
,	,	,
has	has	ha
drawn	drawn	drawn
in	in	in
the	the	the
United	unit	United
States	state	States
,	,	,
Russia	russia	Russia
and	and	and
regional	region	regional
powers	power	power
.	.	.

Peace	peac	Peace
talks	talk	talk
have	have	have
failed	fail	failed
to	to	to
bring	bring	bring
an	an	an
end	end	end
to	to	to
a	a	a
war	war	war
where	where	where
Islamist	islamist	Islamist
groups	group	group
have	have	have
increasingly	increas	increasingly
dominated	domin	dominated
Syria	syria	Syria
s	s	s
armed	arm	armed
opposition	opposit	opposition
.	.	.

The	the	The
SDF	sdf	SDF
operation	oper	operation
in	in	in
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
province	provinc	province
aims	aim	aim
to	to	to
capture	captur	capture
areas	area	area
in	in	in
its	it	it
northern	northern	northern
and	and	and
eastern	eastern	eastern
countryside	countrysid	countryside
and	and	and
advance	advanc	advance
towards	toward	towards
the	the	the
Euphrates	euphrat	Euphrates
,	,	,
according	accord	according
to	to	to
the	the	the
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
Military	militari	Military
Council	council	Council
,	,	,
which	which	which
is	is	is
fighting	fight	fighting
as	as	a
part	part	part
of	of	of
the	the	the
SDF	sdf	SDF
.	.	.

The	the	The
first	first	first
step	step	step
is	is	is
to	to	to
free	free	free
the	the	the
eastern	eastern	eastern
bank	bank	bank
of	of	of
the	the	the
Euphrates	euphrat	Euphrates
and	and	and
the	the	the
areas	area	area
Islamic	islam	Islamic
State	state	State
still	still	still
holds	hold	hold
,	,	,
Ahmed	ahm	Ahmed
Abu	abu	Abu
Kholeh	kholeh	Kholeh
,	,	,
head	head	head
of	of	of
the	the	the
military	militari	military
council	council	council
,	,	,
told	told	told
Reuters	reuter	Reuters
after	after	after
the	the	the
announcement	announc	announcement
.	.	.

We	we	We
re	re	re
not	not	not
specifying	specifi	specifying
a	a	a
timeframe	timefram	timeframe
but	but	but
we	we	we
hope	hope	hope
it	it	it
will	will	will
be	be	be
a	a	a
quick	quick	quick
operation	oper	operation
,	,	,
he	he	he
said	said	said
at	at	at
the	the	the
town	town	town
of	of	of
al	al	al
-Shadadi	-shadadi	-Shadadi
in	in	in
Hasaka	hasaka	Hasaka
province	provinc	province
.	.	.

Abu	abu	Abu
Kholeh	kholeh	Kholeh
would	would	would
not	not	not
say	say	say
whether	whether	whether
there	there	there
were	were	were
plans	plan	plan
to	to	to
advance	advanc	advance
on	on	on
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
city	citi	city
itself	itself	itself
.	.	.

We	we	We
don	don	don
t	t	t
know	know	know
how	how	how
the	the	the
battles	battl	battle
will	will	will
go	go	go
after	after	after
this	this	this
,	,	,
he	he	he
said	said	said
.	.	.

He	he	He
said	said	said
SDF	sdf	SDF
fighters	fighter	fighter
did	did	did
not	not	not
expect	expect	expect
clashes	clash	clash
with	with	with
Syrian	syrian	Syrian
government	govern	government
forces	forc	force
,	,	,
but	but	but
if	if	if
fired	fire	fired
upon	upon	upon
we	we	we
will	will	will
respond	respond	respond
.	.	.

The	the	The
Syrian	syrian	Syrian
Observatory	observatori	Observatory
for	for	for
Human	human	Human
Rights	right	Rights
monitoring	monitor	monitoring
group	group	group
reported	report	reported
that	that	that
SDF	sdf	SDF
forces	forc	force
had	had	had
advanced	advanc	advanced
against	against	against
IS	is	IS
in	in	in
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
s	s	s
northwestern	northwestern	northwestern
countryside	countrysid	countryside
,	,	,
seizing	seiz	seizing
several	sever	several
hilltops	hilltop	hilltop
and	and	and
a	a	a
village	villag	village
.	.	.

Syrian	syrian	Syrian
government	govern	government
forces	forc	force
and	and	and
their	their	their
allies	alli	ally
reached	reach	reached
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
military	militari	military
airport	airport	airport
on	on	on
the	the	the
other	other	other
side	side	side
of	of	of
the	the	the
Euphrates	euphrat	Euphrates
,	,	,
where	where	where
troops	troop	troop
had	had	had
been	been	been
holed	hole	holed
up	up	up
since	sinc	since
2014	2014	2014
,	,	,
surrounded	surround	surrounded
by	by	by
Islamic	islam	Islamic
State	state	State
,	,	,
the	the	the
commander	command	commander
in	in	in
the	the	the
pro	pro	pro
-Assad	-assad	-Assad
alliance	allianc	alliance
said	said	said
.	.	.

The	the	The
alliance	allianc	alliance
includes	includ	includes
Iran	iran	Iran
-backed	-back	-backed
militias	militia	militia
and	and	and
the	the	the
powerful	power	powerful
Lebanese	lebanes	Lebanese
Shi	shi	Shi
ite	ite	ite
group	group	group
Hezbollah	hezbollah	Hezbollah
.	.	.

The	the	The
advance	advanc	advance
came	came	came
days	day	day
after	after	after
the	the	the
army	armi	army
and	and	and
its	it	it
allies	alli	ally
broke	broke	broke
the	the	the
siege	sieg	siege
of	of	of
the	the	the
main	main	main
part	part	part
of	of	of
the	the	the
city	citi	city
,	,	,
which	which	which
had	had	had
been	been	been
separated	separ	separated
from	from	from
the	the	the
airport	airport	airport
by	by	by
IS	is	IS
attacks	attack	attack
a	a	a
few	few	few
months	month	month
before	befor	before
.	.	.

Syrian	syrian	Syrian
troops	troop	troop
also	also	also
recaptured	recaptur	recaptured
the	the	the
Teym	teym	Teym
oilfield	oilfield	oilfield
southwest	southwest	southwest
of	of	of
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
and	and	and
seized	seiz	seized
part	part	part
of	of	of
a	a	a
main	main	main
highway	highway	highway
running	run	running
downstream	downstream	downstream
to	to	to
the	the	the
city	citi	city
of	of	of
al	al	al
-Mayadeen	-mayadeen	-Mayadeen
,	,	,
to	to	to
which	which	which
many	mani	many
IS	is	IS
militants	milit	militant
have	have	have
retreated	retreat	retreated
,	,	,
the	the	the
British	british	British
-based	-base	-based
Observatory	observatori	Observatory
said	said	said
.	.	.

That	that	That
advance	advanc	advance
would	would	would
help	help	help
block	block	block
potential	potenti	potential
IS	is	IS
reinforcements	reinforc	reinforcement
from	from	from
al	al	al
-Mayadeen	-mayadeen	-Mayadeen
,	,	,
it	it	it
said	said	said
.	.	.

Islamic	islam	Islamic
State	state	State
in	in	in
Syria	syria	Syria
still	still	still
holds	hold	hold
much	much	much
of	of	of
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
province	provinc	province
and	and	and
half	half	half
the	the	the
city	citi	city
,	,	,
as	as	a
well	well	well
some	some	some
territory	territori	territory
further	further	further
west	west	west
near	near	near
Homs	hom	Homs
and	and	and
Hama	hama	Hama
,	,	,
where	where	where
government	govern	government
forces	forc	force
recaptured	recaptur	recaptured
several	sever	several
villages	villag	village
on	on	on
Saturday	saturday	Saturday
,	,	,
pro	pro	pro
-Damascus	-damascus	-Damascus
media	media	medium
reported	report	reported
.	.	.

But	but	But
the	the	the
group	group	group
has	has	ha
lost	lost	lost
most	most	most
of	of	of
its	it	it
caliphate	caliph	caliphate
which	which	which
from	from	from
2014	2014	2014
stretched	stretch	stretched
across	across	across
swathes	swath	swathe
of	of	of
Syria	syria	Syria
and	and	and
Iraq	iraq	Iraq
,	,	,
including	includ	including
oil	oil	oil
-rich	-rich	-rich
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
.	.	.

The	the	The
SDF	sdf	SDF
is	is	is
still	still	still
battling	battl	battling
to	to	to
eject	eject	eject
IS	is	IS
from	from	from
the	the	the
remaining	remain	remaining
areas	area	area
it	it	it
holds	hold	hold
in	in	in
Raqqa	raqqa	Raqqa
,	,	,
northwest	northwest	northwest
of	of	of
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
and	and	and
once	onc	once
the	the	the
group	group	group
s	s	s
main	main	main
Syria	syria	Syria
stronghold	stronghold	stronghold
from	from	from
where	where	where
it	it	it
planned	plan	planned
attacks	attack	attack
abroad	abroad	abroad
.	.	.

Talks	talk	Talks
between	between	between
Russia	russia	Russia
,	,	,
Iran	iran	Iran
and	and	and
opposition	opposit	opposition
backer	backer	backer
Turkey	turkey	Turkey
in	in	in
the	the	the
Kazakh	kazakh	Kazakh
capital	capit	capital
Astana	astana	Astana
are	are	are
to	to	to
take	take	take
place	place	place
next	next	next
week	week	week
,	,	,
possibly	possibl	possibly
followed	follow	followed
by	by	by
a	a	a
separate	separ	separate
track	track	track
at	at	at
the	the	the
United	unit	United
Nations	nation	Nations
in	in	in
Geneva	geneva	Geneva
in	in	in
October	octob	October
or	or	or
November	novemb	November
.	.	.

Assad	assad	Assad
s	s	s
government	govern	government
has	has	ha
participated	particip	participated
in	in	in
previous	previous	previous
rounds	round	round
from	from	from
a	a	a
position	posit	position
of	of	of
power	power	power
as	as	a
Damascus	damascus	Damascus
has	has	ha
clawed	claw	clawed
back	back	back
much	much	much
territory	territori	territory
,	,	,
including	includ	including
the	the	the
main	main	main
urban	urban	urban
centers	center	center
in	in	in
the	the	the
west	west	west
of	of	of
the	the	the
country	countri	country
and	and	and
increasingly	increas	increasingly
eastern	eastern	eastern
desert	desert	desert
held	held	held
by	by	by
IS	is	IS
.	.	.

Syria	syria	Syria
s	s	s
non	non	non
-Islamist	-islamist	-Islamist
opposition	opposit	opposition
holds	hold	hold
some	some	some
pockets	pocket	pocket
of	of	of
territory	territori	territory
in	in	in
western	western	western
Syria	syria	Syria
,	,	,
and	and	and
the	the	the
SDF	sdf	SDF
,	,	,
which	which	which
is	is	is
dominated	domin	dominated
by	by	by
the	the	the
Kurdish	kurdish	Kurdish
YPG	ypg	YPG
militia	militia	militia
,	,	,
controls	control	control
much	much	much
of	of	of
Syria	syria	Syria
s	s	s
northeast	northeast	northeast
.	.	.

