YANGON	yangon	YANGON
who	who	who
defied	defi	defied
the	the	the
junta	junta	junta
that	that	that
ruled	rule	ruled
Myanmar	myanmar	Myanmar
for	for	for
decades	decad	decade
,	,	,
has	has	ha
been	been	been
pilloried	pillori	pilloried
abroad	abroad	abroad
for	for	for
not	not	not
speaking	speak	speaking
out	out	out
more	more	more
forcefully	forc	forcefully
to	to	to
rein	rein	rein
in	in	in
the	the	the
military	militari	military
.	.	.
Last	last	Last
week	week	week
she	she	she
visited	visit	visited
Rakhine	rakhin	Rakhine
for	for	for
the	the	the
first	first	first
time	time	time
since	sinc	since
the	the	the
crisis	crisi	crisis
erupted	erupt	erupted
,	,	,
meeting	meet	meeting
community	communiti	community
leaders	leader	leader
and	and	and
seeing	see	seeing
the	the	the
efforts	effort	effort
to	to	to
deliver	deliv	deliver
aid	aid	aid
and	and	and
return	return	return
the	the	the
region	region	region
to	to	to
some	some	some
semblance	semblanc	semblance
of	of	of
normality	normal	normality
.	.	.
She	she	She
has	has	ha
spoken	spoken	spoken
of	of	of
plans	plan	plan
for	for	for
repatriation	repatri	repatriation
centers	center	center
at	at	at
which	which	which
refugees	refuge	refugee
will	will	will
have	have	have
to	to	to
prove	prove	prove
they	they	they
once	onc	once
lived	live	lived
in	in	in
Rakhine	rakhin	Rakhine
,	,	,
before	befor	before
being	be	being
allowed	allow	allowed
to	to	to
return	return	return
.	.	.
But	but	But
having	have	having
been	been	been
classed	class	classed
as	as	a
stateless	stateless	stateless
by	by	by
former	former	former
junta	junta	junta
rulers	ruler	ruler
,	,	,
Rohingya	rohingya	Rohingya
could	could	could
struggle	struggl	struggle
to	to	to
pass	pass	pas
the	the	the
test	test	test
.	.	.
