NEW	new	NEW
that	that	that
she	she	she
was	was	wa
in	in	in
excellent	excel	excellent
mental	mental	mental
condition	condit	condition
.	.	.

Trump	trump	Trump
released	releas	released
a	a	a
note	note	note
from	from	from
his	his	his
doctor	doctor	doctor
saying	say	saying
that	that	that
he	he	he
was	was	wa
in	in	in
excellent	excel	excellent
physical	physic	physical
health	health	health
.	.	.
Americans	american	Americans
do	do	do
not	not	not
appear	appear	appear
to	to	to
be	be	be
overly	over	overly
concerned	concern	concerned
with	with	with
the	the	the
health	health	health
of	of	of
either	either	either
candidate	candid	candidate
.	.	.

According	accord	According
to	to	to
a	a	a
separate	separ	separate
question	question	question
in	in	in
the	the	the
poll	poll	poll
conducted	conduct	conducted
this	this	this
week	week	week
,	,	,
most	most	most
American	american	American
adults	adult	adult
said	said	said
the	the	the
issue	issu	issue
would	would	would
make	make	make
no	no	no
difference	differ	difference
to	to	to
how	how	how
they	they	they
voted	vote	voted
.	.	.

A	a	A
negligible	neglig	negligible
percentage	percentag	percentage
of	of	of
Clinton	clinton	Clinton
supporters	support	supporter
said	said	said
concerns	concern	concern
about	about	about
her	her	her
health	health	health
made	made	made
them	them	them
less	less	le
likely	like	likely
to	to	to
vote	vote	vote
for	for	for
her	her	her
.	.	.

Clinton	clinton	Clinton
led	led	led
all	all	all
candidates	candid	candidate
in	in	in
a	a	a
four	four	four
-way	-way	-way
poll	poll	poll
of	of	of
likely	like	likely
voters	voter	voter
that	that	that
included	includ	included
Gary	gari	Gary
Johnson	johnson	Johnson
of	of	of
the	the	the
Libertarian	libertarian	Libertarian
Party	parti	Party
and	and	and
Jill	jill	Jill
Stein	stein	Stein
of	of	of
the	the	the
Green	green	Green
Party	parti	Party
.	.	.

Seven	seven	Seven
percent	percent	percent
of	of	of
respondents	respond	respondent
supported	support	supported
Johnson	johnson	Johnson
,	,	,
and	and	and
2	2	2
percent	percent	percent
backed	back	backed
Stein	stein	Stein
.	.	.

The	the	The
Reuters	reuter	Reuters
Ipsos	ipso	Ipsos
poll	poll	poll
is	is	is
conducted	conduct	conducted
online	onlin	online
in	in	in
English	english	English
in	in	in
all	all	all
50	50	50
states	state	state
.	.	.

The	the	The
latest	latest	latest
horserace	horserac	horserace
poll	poll	poll
surveyed	survey	surveyed
1	1	1
,	,	,
579	579	579
likely	like	likely
voters	voter	voter
over	over	over
the	the	the
past	past	past
week	week	week
.	.	.

The	the	The
question	question	question
on	on	on
the	the	the
candidates	candid	candidate
health	health	health
surveyed	survey	surveyed
1	1	1
,	,	,
179	179	179
American	american	American
adults	adult	adult
from	from	from
Sept	sept	Sept
.	.	.

12	12	12
-16	-16	-16
.	.	.

Both	both	Both
polls	poll	poll
had	had	had
a	a	a
credibility	credibl	credibility
interval	interv	interval
,	,	,
a	a	a
measure	measur	measure
of	of	of
accuracy	accuraci	accuracy
,	,	,
of	of	of
3	3	3
percentage	percentag	percentage
points	point	point
.	.	.

National	nation	National
polls	poll	poll
have	have	have
produced	produc	produced
varying	vari	varying
measurements	measur	measurement
of	of	of
support	support	support
during	dure	during
the	the	the
2016	2016	2016
campaign	campaign	campaign
for	for	for
Clinton	clinton	Clinton
and	and	and
Trump	trump	Trump
.	.	.

The	the	The
differences	differ	difference
are	are	are
partly	part	partly
due	due	due
to	to	to
the	the	the
fact	fact	fact
that	that	that
some	some	some
polls	poll	poll
,	,	,
like	like	like
Reuters	reuter	Reuters
Ipsos	ipso	Ipsos
,	,	,
try	tri	try
to	to	to
include	includ	include
only	onli	only
likely	like	likely
voters	voter	voter
,	,	,
while	while	while
others	other	others
include	includ	include
all	all	all
registered	regist	registered
voters	voter	voter
.	.	.

The	the	The
Reuters	reuter	Reuters
Ipsos	ipso	Ipsos
tracking	track	tracking
poll	poll	poll
gathers	gather	gather
responses	respons	response
every	everi	every
day	day	day
and	and	and
reports	report	report
results	result	result
twice	twice	twice
a	a	a
week	week	week
,	,	,
so	so	so
it	it	it
often	often	often
detects	detect	detects
trends	trend	trend
in	in	in
sentiment	sentiment	sentiment
before	befor	before
most	most	most
other	other	other
polls	poll	poll
.	.	.

Polling	poll	Polling
aggregators	aggreg	aggregator
,	,	,
which	which	which
calculate	calcul	calculate
averages	averag	average
of	of	of
major	major	major
polls	poll	poll
,	,	,
have	have	have
shown	shown	shown
that	that	that
Clinton	clinton	Clinton
s	s	s
lead	lead	lead
over	over	over
Trump	trump	Trump
has	has	ha
been	been	been
shrinking	shrink	shrinking
this	this	this
month	month	month
.	.	.

The	the	The
most	most	most
recent	recent	recent
individual	individu	individual
polls	poll	poll
put	put	put
Clinton	clinton	Clinton
s	s	s
advantage	advantag	advantage
at	at	at
1	1	1
or	or	or
2	2	2
percentage	percentag	percentage
points	point	point
.	.	.

