LOS	los	LOS
Clinton	clinton	Clinton
told	told	told
business	busi	business
owners	owner	owner
on	on	on
the	the	the
call	call	call
,	,	,
taking	take	taking
questions	question	question
from	from	from
entrepreneurs	entrepreneur	entrepreneur
in	in	in
Virginia	virginia	Virginia
and	and	and
Michigan	michigan	Michigan
.	.	.
Small	small	Small
businesses	busi	business
play	play	play
a	a	a
vital	vital	vital
economic	econom	economic
role	role	role
in	in	in
the	the	the
United	unit	United
States	state	States
,	,	,
making	make	making
up	up	up
99	99	99
.	.	.
7	7	7
percent	percent	percent
of	of	of
U	u	U
.	.	.
S	s	S
.	.	.
employer	employ	employer
firms	firm	firm
and	and	and
providing	provid	providing
49	49	49
.	.	.
2	2	2
percent	percent	percent
of	of	of
U	u	U
.	.	.
S	s	S
.	.	.
private	privat	private
-sector	-sector	-sector
jobs	job	job
,	,	,
according	accord	according
to	to	to
the	the	the
Small	small	Small
Business	busi	Business
Administration	administr	Administration
.	.	.
The	the	The
proposals	propos	proposal
announced	announc	announced
by	by	by
Clinton	clinton	Clinton
s	s	s
campaign	campaign	campaign
on	on	on
Tuesday	tuesday	Tuesday
fill	fill	fill
in	in	in
details	detail	detail
on	on	on
how	how	how
the	the	the
Democratic	democrat	Democratic
nominee	nomine	nominee
would	would	would
fulfill	fulfil	fulfill
promises	promis	promise
to	to	to
improve	improv	improve
access	access	access
to	to	to
financing	financ	financing
and	and	and
minimize	minim	minimize
regulatory	regulatori	regulatory
burdens	burden	burden
that	that	that
make	make	make
it	it	it
difficult	difficult	difficult
to	to	to
start	start	start
small	small	small
businesses	busi	business
.	.	.
They	they	They
tell	tell	tell
me	me	me
more	more	more
dreams	dream	dream
die	die	die
in	in	in
the	the	the
parking	park	parking
lots	lot	lot
of	of	of
banks	bank	bank
than	than	than
anywhere	anywher	anywhere
in	in	in
America	america	America
,	,	,
Clinton	clinton	Clinton
said	said	said
of	of	of
the	the	the
feedback	feedback	feedback
she	she	she
has	has	ha
received	receiv	received
from	from	from
small	small	small
business	busi	business
owners	owner	owner
.	.	.
I	i	I
d	d	d
like	like	like
to	to	to
get	get	get
rid	rid	rid
of	of	of
the	the	the
unnecessary	unnecessari	unnecessary
red	red	red
tape	tape	tape
,	,	,
Clinton	clinton	Clinton
said	said	said
of	of	of
regulations	regul	regulation
on	on	on
credit	credit	credit
unions	union	union
and	and	and
small	small	small
banks	bank	bank
that	that	that
make	make	make
it	it	it
difficult	difficult	difficult
to	to	to
lend	lend	lend
to	to	to
would	would	would
-be	-be	-be
entrepreneurs	entrepreneur	entrepreneur
.	.	.
Clinton	clinton	Clinton
s	s	s
campaign	campaign	campaign
said	said	said
she	she	she
also	also	also
wants	want	want
to	to	to
guarantee	guarante	guarantee
that	that	that
small	small	small
businesses	busi	business
with	with	with
questions	question	question
about	about	about
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
regulations	regul	regulation
receive	receiv	receive
an	an	an
answer	answer	answer
within	within	within
24	24	24
hours	hour	hour
.	.	.
Clinton	clinton	Clinton
s	s	s
running	run	running
mate	mate	mate
,	,	,
U	u	U
.	.	.
S	s	S
.	.	.
Senator	senat	Senator
Tim	tim	Tim
Kaine	kain	Kaine
,	,	,
discussed	discuss	discussed
the	the	the
new	new	new
proposals	propos	proposal
during	dure	during
a	a	a
Tuesday	tuesday	Tuesday
roundtable	roundtabl	roundtable
with	with	with
small	small	small
business	busi	business
owners	owner	owner
in	in	in
Colorado	colorado	Colorado
,	,	,
a	a	a
battleground	battleground	battleground
state	state	state
.	.	.
