BEIRUT	beirut	BEIRUT
most	most	most
powerful	power	powerful
internal	intern	internal
and	and	and
external	extern	external
security	secur	security
force	forc	force
.	.	.

The	the	The
Quds	qud	Quds
Force	forc	Force
,	,	,
the	the	the
IRGC	irgc	IRGC
s	s	s
foreign	foreign	foreign
espionage	espionag	espionage
and	and	and
paramilitary	paramilitari	paramilitary
wing	wing	wing
,	,	,
and	and	and
individuals	individu	individual
and	and	and
entities	entiti	entity
associated	associ	associated
with	with	with
the	the	the
IRGC	irgc	IRGC
are	are	are
on	on	on
the	the	the
US	us	US
list	list	list
of	of	of
foreign	foreign	foreign
terrorist	terrorist	terrorist
organizations	organ	organization
,	,	,
but	but	but
the	the	the
organization	organ	organization
as	as	a
a	a	a
whole	whole	whole
is	is	is
not	not	not
.	.	.

Iran	iran	Iran
sees	see	see
the	the	the
Sunni	sunni	Sunni
Muslim	muslim	Muslim
militants	milit	militant
of	of	of
Islamic	islam	Islamic
State	state	State
as	as	a
an	an	an
existential	existenti	existential
threat	threat	threat
to	to	to
the	the	the
Islamic	islam	Islamic
Republic	republ	Republic
where	where	where
the	the	the
majority	major	majority
of	of	of
the	the	the
population	popul	population
are	are	are
Shi	shi	Shi
ites	ite	ites
.	.	.

On	on	On
June	june	June
7	7	7
,	,	,
Islamic	islam	Islamic
State	state	State
claimed	claim	claimed
an	an	an
attack	attack	attack
on	on	on
Tehran	tehran	Tehran
s	s	s
parliament	parliament	parliament
and	and	and
the	the	the
mausoleum	mausoleum	mausoleum
of	of	of
Ayatollah	ayatollah	Ayatollah
Ruhollah	ruhollah	Ruhollah
Khomeini	khomeini	Khomeini
,	,	,
the	the	the
founder	founder	founder
of	of	of
the	the	the
Islamic	islam	Islamic
Republic	republ	Republic
,	,	,
killing	kill	killing
18	18	18
people	peopl	people
.	.	.

The	the	The
Guards	guard	Guards
fired	fire	fired
missiles	missil	missile
at	at	at
Islamic	islam	Islamic
State	state	State
bases	base	base
in	in	in
Syria	syria	Syria
on	on	on
June	june	June
18	18	18
in	in	in
response	respons	response
.	.	.

Guards	guard	Guards
commanders	command	commander
have	have	have
framed	frame	framed
their	their	their
military	militari	military
involvement	involv	involvement
in	in	in
Iraq	iraq	Iraq
and	and	and
Syria	syria	Syria
,	,	,
where	where	where
they	they	they
are	are	are
fighting	fight	fighting
to	to	to
support	support	support
the	the	the
government	govern	government
of	of	of
President	presid	President
Bashar	bashar	Bashar
al	al	al
-Assad	-assad	-Assad
,	,	,
as	as	a
a	a	a
fight	fight	fight
against	against	against
Islamic	islam	Islamic
State	state	State
.	.	.

Dozens	dozen	Dozens
of	of	of
members	member	member
of	of	of
the	the	the
Guards	guard	Guards
,	,	,
including	includ	including
senior	senior	senior
commanders	command	commander
,	,	,
have	have	have
been	been	been
killed	kill	killed
in	in	in
Syria	syria	Syria
and	and	and
Iraq	iraq	Iraq
.	.	.

The	the	The
website	websit	website
for	for	for
state	state	state
TV	tv	TV
reported	report	reported
Jafari	jafari	Jafari
as	as	a
adding	ad	adding
that	that	that
the	the	the
United	unit	United
States	state	States
was	was	wa
mistaken	mistaken	mistaken
if	if	if
it	it	it
thought	thought	thought
it	it	it
could	could	could
pressure	pressur	pressure
Iran	iran	Iran
into	into	into
negotiating	negoti	negotiating
on	on	on
regional	region	regional
issues	issu	issue
.	.	.

Jafari	jafari	Jafari
also	also	also
said	said	said
that	that	that
Tehran	tehran	Tehran
would	would	would
ramp	ramp	ramp
up	up	up
its	it	it
defense	defens	defense
capabilities	capabl	capability
,	,	,
including	includ	including
its	it	it
missile	missil	missile
program	program	program
,	,	,
if	if	if
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
undermined	undermin	undermined
a	a	a
nuclear	nuclear	nuclear
deal	deal	deal
between	between	between
Iran	iran	Iran
and	and	and
Western	western	Western
powers	power	power
.	.	.

Under	under	Under
the	the	the
2015	2015	2015
deal	deal	deal
,	,	,
Iran	iran	Iran
agreed	agre	agreed
to	to	to
limit	limit	limit
its	it	it
disputed	disput	disputed
nuclear	nuclear	nuclear
program	program	program
in	in	in
return	return	return
for	for	for
the	the	the
easing	eas	easing
of	of	of
economic	econom	economic
sanctions	sanction	sanction
.	.	.

However	howev	However
,	,	,
Trump	trump	Trump
is	is	is
expected	expect	expected
to	to	to
announce	announc	announce
soon	soon	soon
that	that	that
he	he	he
will	will	will
decertify	decertifi	decertify
the	the	the
deal	deal	deal
,	,	,
a	a	a
senior	senior	senior
administration	administr	administration
official	offici	official
has	has	ha
said	said	said
,	,	,
in	in	in
a	a	a
step	step	step
that	that	that
potentially	potenti	potentially
could	could	could
cause	caus	cause
the	the	the
accord	accord	accord
to	to	to
unravel	unravel	unravel
.	.	.

The	the	The
Americans	american	Americans
should	should	should
know	know	know
that	that	that
the	the	the
Trump	trump	Trump
government	govern	government
s	s	s
stupid	stupid	stupid
behavior	behavior	behavior
with	with	with
the	the	the
nuclear	nuclear	nuclear
deal	deal	deal
will	will	will
be	be	be
used	use	used
by	by	by
the	the	the
Islamic	islam	Islamic
Republic	republ	Republic
as	as	a
an	an	an
opportunity	opportun	opportunity
to	to	to
move	move	move
ahead	ahead	ahead
with	with	with
its	it	it
missile	missil	missile
,	,	,
regional	region	regional
and	and	and
conventional	convent	conventional
defense	defens	defense
program	program	program
,	,	,
Jafari	jafari	Jafari
said	said	said
,	,	,
according	accord	according
to	to	to
state	state	state
media	media	medium
.	.	.

The	the	The
prospect	prospect	prospect
of	of	of
Washington	washington	Washington
backtracking	backtrack	backtracking
on	on	on
the	the	the
deal	deal	deal
has	has	ha
worried	worri	worried
some	some	some
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
allies	alli	ally
that	that	that
helped	help	helped
negotiate	negoti	negotiate
it	it	it
,	,	,
especially	especi	especially
as	as	a
the	the	the
world	world	world
grapples	grappl	grapple
with	with	with
another	anoth	another
nuclear	nuclear	nuclear
crisis	crisi	crisis
in	in	in
the	the	the
shape	shape	shape
of	of	of
North	north	North
Korea	korea	Korea
.	.	.

If	if	If
Trump	trump	Trump
does	doe	doe
not	not	not
certify	certifi	certify
that	that	that
Iran	iran	Iran
is	is	is
in	in	in
compliance	complianc	compliance
,	,	,
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Congress	congress	Congress
will	will	will
have	have	have
60	60	60
days	day	day
to	to	to
decide	decid	decide
whether	whether	whether
to	to	to
reimpose	reimpos	reimpose
sanctions	sanction	sanction
waived	waiv	waived
under	under	under
the	the	the
deal	deal	deal
.	.	.

U	u	U
.	.	.
N	n	N
.	.	.
inspectors	inspector	inspector
have	have	have
verified	verifi	verified
Iranian	iranian	Iranian
compliance	complianc	compliance
with	with	with
the	the	the
terms	term	term
.	.	.

The	the	The
Guards	guard	Guards
navy	navi	navy
was	was	wa
also	also	also
carrying	carri	carrying
out	out	out
a	a	a
military	militari	military
exercise	exercis	exercise
on	on	on
Sunday	sunday	Sunday
in	in	in
the	the	the
Gulf	gulf	Gulf
,	,	,
an	an	an
area	area	area
of	of	of
tension	tension	tension
with	with	with
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
navy	navi	navy
in	in	in
recent	recent	recent
months	month	month
.	.	.

More	more	More
than	than	than
110	110	110
vessels	vessel	vessel
were	were	were
involved	involv	involved
in	in	in
the	the	the
exercise	exercis	exercise
,	,	,
including	includ	including
some	some	some
that	that	that
have	have	have
rocket	rocket	rocket
and	and	and
missile	missil	missile
capabilities	capabl	capability
,	,	,
a	a	a
state	state	state
media	media	medium
report	report	report
quoted	quot	quoted
a	a	a
Guards	guard	Guards
commander	command	commander
as	as	a
saying	say	saying
.	.	.

