SAN	san	SAN
Edward	edward	Edward
Snowden	snowden	Snowden
s	s	s
revelations	revel	revelation
about	about	about
the	the	the
agency	agenc	agency
s	s	s
penetration	penetr	penetration
of	of	of
global	global	global
electronic	electron	electronic
systems	system	system
have	have	have
made	made	made
a	a	a
number	number	number
of	of	of
delegates	deleg	delegate
suspicious	suspici	suspicious
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
delegation	deleg	delegation
s	s	s
motives	motiv	motif
,	,	,
according	accord	according
to	to	to
interviews	interview	interview
with	with	with
a	a	a
dozen	dozen	dozen
current	current	current
and	and	and
former	former	former
delegates	deleg	delegate
.	.	.

A	a	A
number	number	number
of	of	of
them	them	them
voiced	voic	voiced
their	their	their
distrust	distrust	distrust
in	in	in
emails	email	email
to	to	to
one	one	one
another	anoth	another
,	,	,
seen	seen	seen
by	by	by
Reuters	reuter	Reuters
,	,	,
and	and	and
in	in	in
written	written	written
comments	comment	comment
that	that	that
are	are	are
part	part	part
of	of	of
the	the	the
process	process	process
.	.	.

The	the	The
suspicions	suspicion	suspicion
stem	stem	stem
largely	larg	largely
from	from	from
internal	intern	internal
NSA	nsa	NSA
documents	document	document
disclosed	disclos	disclosed
by	by	by
Snowden	snowden	Snowden
that	that	that
showed	show	showed
the	the	the
agency	agenc	agency
had	had	had
previously	previous	previously
plotted	plot	plotted
to	to	to
manipulate	manipul	manipulate
standards	standard	standard
and	and	and
promote	promot	promote
technology	technolog	technology
it	it	it
could	could	could
penetrate	penetr	penetrate
.	.	.

Budget	budget	Budget
documents	document	document
,	,	,
for	for	for
example	exampl	example
,	,	,
sought	sought	sought
funding	fund	funding
to	to	to
insert	insert	insert
vulnerabilities	vulner	vulnerability
into	into	into
commercial	commerci	commercial
encryption	encrypt	encryption
systems	system	system
.	.	.

More	more	More
than	than	than
a	a	a
dozen	dozen	dozen
of	of	of
the	the	the
experts	expert	expert
involved	involv	involved
in	in	in
the	the	the
approval	approv	approval
process	process	process
for	for	for
Simon	simon	Simon
and	and	and
Speck	speck	Speck
feared	fear	feared
that	that	that
if	if	if
the	the	the
NSA	nsa	NSA
was	was	wa
able	abl	able
to	to	to
crack	crack	crack
the	the	the
encryption	encrypt	encryption
techniques	techniqu	technique
,	,	,
it	it	it
would	would	would
gain	gain	gain
a	a	a
back	back	back
door	door	door
into	into	into
coded	code	coded
transmissions	transmiss	transmission
,	,	,
according	accord	according
to	to	to
the	the	the
interviews	interview	interview
and	and	and
emails	email	email
and	and	and
other	other	other
documents	document	document
seen	seen	seen
by	by	by
Reuters	reuter	Reuters
.	.	.

I	i	I
don	don	don
t	t	t
trust	trust	trust
the	the	the
designers	design	designer
,	,	,
Israeli	isra	Israeli
delegate	deleg	delegate
Orr	orr	Orr
Dunkelman	dunkelman	Dunkelman
,	,	,
a	a	a
computer	comput	computer
science	scienc	science
professor	professor	professor
at	at	at
the	the	the
University	univers	University
of	of	of
Haifa	haifa	Haifa
,	,	,
told	told	told
Reuters	reuter	Reuters
,	,	,
citing	cite	citing
Snowden	snowden	Snowden
s	s	s
papers	paper	paper
.	.	.

There	there	There
are	are	are
quite	quit	quite
a	a	a
lot	lot	lot
of	of	of
people	peopl	people
in	in	in
NSA	nsa	NSA
who	who	who
think	think	think
their	their	their
job	job	job
is	is	is
to	to	to
subvert	subvert	subvert
standards	standard	standard
.	.	.

My	my	My
job	job	job
is	is	is
to	to	to
secure	secur	secure
standards	standard	standard
.	.	.

The	the	The
NSA	nsa	NSA
,	,	,
which	which	which
does	doe	doe
not	not	not
confirm	confirm	confirm
the	the	the
authenticity	authent	authenticity
of	of	of
any	ani	any
Snowden	snowden	Snowden
documents	document	document
,	,	,
told	told	told
Reuters	reuter	Reuters
it	it	it
developed	develop	developed
the	the	the
new	new	new
encryption	encrypt	encryption
tools	tool	tool
to	to	to
protect	protect	protect
sensitive	sensit	sensitive
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
computer	comput	computer
and	and	and
communications	communic	communication
equipment	equip	equipment
without	without	without
requiring	requir	requiring
a	a	a
lot	lot	lot
of	of	of
computer	comput	computer
processing	process	processing
power	power	power
.	.	.

NSA	nsa	NSA
officials	offici	official
said	said	said
via	via	via
email	email	email
they	they	they
want	want	want
commercial	commerci	commercial
technology	technolog	technology
companies	compani	company
that	that	that
sell	sell	sell
to	to	to
the	the	the
government	govern	government
to	to	to
use	use	use
the	the	the
techniques	techniqu	technique
,	,	,
and	and	and
that	that	that
is	is	is
more	more	more
likely	like	likely
to	to	to
happen	happen	happen
when	when	when
they	they	they
have	have	have
been	been	been
designated	design	designated
a	a	a
global	global	global
standard	standard	standard
by	by	by
the	the	the
ISO	iso	ISO
.	.	.

Asked	ask	Asked
if	if	if
it	it	it
could	could	could
beat	beat	beat
Simon	simon	Simon
and	and	and
Speck	speck	Speck
encryption	encrypt	encryption
,	,	,
the	the	the
NSA	nsa	NSA
officials	offici	official
said	said	said
We	we	We
firmly	firm	firmly
believe	believ	believe
they	they	they
are	are	are
secure	secur	secure
.	.	.

ISO	iso	ISO
,	,	,
an	an	an
independent	independ	independent
organization	organ	organization
with	with	with
delegations	deleg	delegation
from	from	from
162	162	162
member	member	member
countries	countri	country
,	,	,
sets	set	set
standards	standard	standard
on	on	on
everything	everyth	everything
from	from	from
medical	medic	medical
packaging	packag	packaging
to	to	to
road	road	road
signs	sign	sign
.	.	.

Its	it	Its
working	work	working
groups	group	group
can	can	can
spend	spend	spend
years	year	year
picking	pick	picking
best	best	best
practices	practic	practice
and	and	and
technologies	technolog	technology
for	for	for
an	an	an
ISO	iso	ISO
seal	seal	seal
of	of	of
approval	approv	approval
.	.	.

As	as	As
the	the	the
fight	fight	fight
over	over	over
Simon	simon	Simon
and	and	and
Speck	speck	Speck
played	play	played
out	out	out
,	,	,
the	the	the
ISO	iso	ISO
twice	twice	twice
voted	vote	voted
to	to	to
delay	delay	delay
the	the	the
multi	multi	multi
-stage	-stage	-stage
process	process	process
of	of	of
approving	approv	approving
them	them	them
.	.	.

In	in	In
oral	oral	oral
and	and	and
written	written	written
comments	comment	comment
,	,	,
opponents	oppon	opponent
cited	cite	cited
the	the	the
lack	lack	lack
of	of	of
peer	peer	peer
-reviewed	-review	-reviewed
publication	public	publication
by	by	by
the	the	the
creators	creator	creator
,	,	,
the	the	the
absence	absenc	absence
of	of	of
industry	industri	industry
adoption	adopt	adoption
or	or	or
a	a	a
clear	clear	clear
need	need	need
for	for	for
the	the	the
new	new	new
ciphers	cipher	cipher
,	,	,
and	and	and
the	the	the
partial	partial	partial
success	success	success
of	of	of
academics	academ	academic
in	in	in
showing	show	showing
their	their	their
weaknesses	weak	weakness
.	.	.

Some	some	Some
ISO	iso	ISO
delegates	deleg	delegate
said	said	said
much	much	much
of	of	of
their	their	their
skepticism	skeptic	skepticism
stemmed	stem	stemmed
from	from	from
the	the	the
2000s	2000s	2000s
,	,	,
when	when	when
NSA	nsa	NSA
experts	expert	expert
invented	invent	invented
a	a	a
component	compon	component
for	for	for
encryption	encrypt	encryption
called	call	called
Dual	dual	Dual
Elliptic	ellipt	Elliptic
Curve	curv	Curve
and	and	and
got	got	got
it	it	it
adopted	adopt	adopted
as	as	a
a	a	a
global	global	global
standard	standard	standard
.	.	.

ISO	iso	ISO
s	s	s
approval	approv	approval
of	of	of
Dual	dual	Dual
EC	ec	EC
was	was	wa
considered	consid	considered
a	a	a
success	success	success
inside	insid	inside
the	the	the
agency	agenc	agency
,	,	,
according	accord	according
to	to	to
documents	document	document
passed	pass	passed
by	by	by
Snowden	snowden	Snowden
to	to	to
the	the	the
founders	founder	founder
of	of	of
the	the	the
online	onlin	online
news	news	news
site	site	site
The	the	The
Intercept	intercept	Intercept
,	,	,
which	which	which
made	made	made
them	them	them
available	avail	available
to	to	to
Reuters	reuter	Reuters
.	.	.

The	the	The
documents	document	document
said	said	said
the	the	the
agency	agenc	agency
guided	guid	guided
the	the	the
Dual	dual	Dual
EC	ec	EC
proposal	propos	proposal
through	through	through
four	four	four
ISO	iso	ISO
meetings	meet	meeting
until	until	until
it	it	it
emerged	emerg	emerged
as	as	a
a	a	a
standard	standard	standard
.	.	.

In	in	In
2007	2007	2007
,	,	,
mathematicians	mathematician	mathematician
in	in	in
private	privat	private
industry	industri	industry
showed	show	showed
that	that	that
Dual	dual	Dual
EC	ec	EC
could	could	could
hide	hide	hide
a	a	a
back	back	back
door	door	door
,	,	,
theoretically	theoret	theoretically
enabling	enabl	enabling
the	the	the
NSA	nsa	NSA
to	to	to
eavesdrop	eavesdrop	eavesdrop
without	without	without
detection	detect	detection
.	.	.

After	after	After
the	the	the
Snowden	snowden	Snowden
leaks	leak	leak
,	,	,
Reuters	reuter	Reuters
reported	report	reported
that	that	that
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
had	had	had
paid	paid	paid
security	secur	security
company	compani	company
RSA	rsa	RSA
10	10	10
million	million	million
to	to	to
include	includ	include
Dual	dual	Dual
EC	ec	EC
in	in	in
a	a	a
software	softwar	software
development	develop	development
kit	kit	kit
that	that	that
was	was	wa
used	use	used
by	by	by
programmers	programm	programmer
around	around	around
the	the	the
world	world	world
.	.	.

The	the	The
ISO	iso	ISO
and	and	and
other	other	other
standards	standard	standard
groups	group	group
subsequently	subsequ	subsequently
retracted	retract	retracted
their	their	their
endorsements	endors	endorsement
of	of	of
Dual	dual	Dual
EC	ec	EC
.	.	.

The	the	The
NSA	nsa	NSA
declined	declin	declined
to	to	to
discuss	discuss	discus
it	it	it
.	.	.

In	in	In
the	the	the
case	case	case
of	of	of
Simon	simon	Simon
and	and	and
Speck	speck	Speck
,	,	,
the	the	the
NSA	nsa	NSA
says	say	say
the	the	the
formulas	formula	formula
are	are	are
needed	need	needed
for	for	for
defensive	defens	defensive
purposes	purpos	purpose
.	.	.

But	but	But
the	the	the
official	offici	official
who	who	who
led	led	led
the	the	the
now	now	now
-disbanded	-disband	-disbanded
NSA	nsa	NSA
division	divis	division
responsible	respons	responsible
for	for	for
defense	defens	defense
,	,	,
known	known	known
as	as	a
the	the	the
Information	inform	Information
Assurance	assur	Assurance
Directorate	director	Directorate
,	,	,
said	said	said
his	his	his
unit	unit	unit
did	did	did
not	not	not
develop	develop	develop
Simon	simon	Simon
and	and	and
Speck	speck	Speck
.	.	.

There	there	There
are	are	are
probably	probabl	probably
some	some	some
legitimate	legitim	legitimate
questions	question	question
around	around	around
whether	whether	whether
these	these	these
ciphers	cipher	cipher
are	are	are
actually	actual	actually
needed	need	needed
,	,	,
said	said	said
Curtis	curti	Curtis
Dukes	duke	Dukes
,	,	,
who	who	who
retired	retir	retired
earlier	earlier	earlier
this	this	this
year	year	year
.	.	.

Similar	similar	Similar
encryption	encrypt	encryption
techniques	techniqu	technique
already	alreadi	already
exist	exist	exist
,	,	,
and	and	and
the	the	the
need	need	need
for	for	for
new	new	new
ones	one	one
is	is	is
theoretical	theoret	theoretical
,	,	,
he	he	he
said	said	said
.	.	.

ANSI	ansi	ANSI
,	,	,
the	the	the
body	bodi	body
that	that	that
leads	lead	lead
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
delegation	deleg	delegation
to	to	to
the	the	the
ISO	iso	ISO
,	,	,
said	said	said
it	it	it
had	had	had
simply	simpli	simply
forwarded	forward	forwarded
the	the	the
NSA	nsa	NSA
proposals	propos	proposal
to	to	to
the	the	the
organization	organ	organization
and	and	and
had	had	had
not	not	not
endorsed	endors	endorsed
them	them	them
.	.	.

When	when	When
the	the	the
United	unit	United
States	state	States
first	first	first
introduced	introduc	introduced
Simon	simon	Simon
and	and	and
Speck	speck	Speck
as	as	a
a	a	a
proposed	propos	proposed
ISO	iso	ISO
standard	standard	standard
in	in	in
2014	2014	2014
,	,	,
experts	expert	expert
from	from	from
several	sever	several
countries	countri	country
expressed	express	expressed
reservations	reserv	reservation
,	,	,
said	said	said
Shin	shin	Shin
ichiro	ichiro	ichiro
Matsuo	matsuo	Matsuo
,	,	,
the	the	the
head	head	head
of	of	of
the	the	the
Japanese	japanes	Japanese
encryption	encrypt	encryption
delegation	deleg	delegation
.	.	.

Some	some	Some
delegates	deleg	delegate
had	had	had
no	no	no
objection	object	objection
.	.	.

Chris	chris	Chris
Mitchell	mitchel	Mitchell
,	,	,
a	a	a
member	member	member
of	of	of
the	the	the
British	british	British
delegation	deleg	delegation
,	,	,
said	said	said
he	he	he
supported	support	supported
Simon	simon	Simon
and	and	and
Speck	speck	Speck
,	,	,
noting	note	noting
that	that	that
no	no	no
one	one	one
has	has	ha
succeeded	succeed	succeeded
in	in	in
breaking	break	breaking
the	the	the
algorithms	algorithm	algorithm
.	.	.

He	he	He
acknowledged	acknowledg	acknowledged
,	,	,
though	though	though
,	,	,
that	that	that
after	after	after
the	the	the
Dual	dual	Dual
EC	ec	EC
revelations	revel	revelation
,	,	,
trust	trust	trust
,	,	,
particularly	particular	particularly
for	for	for
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
participants	particip	participant
in	in	in
standardization	standard	standardization
,	,	,
is	is	is
now	now	now
non	non	non
-existent	-exist	-existent
.	.	.

At	at	At
a	a	a
meeting	meet	meeting
in	in	in
Jaipur	jaipur	Jaipur
,	,	,
India	india	India
,	,	,
in	in	in
October	octob	October
2015	2015	2015
,	,	,
NSA	nsa	NSA
officials	offici	official
in	in	in
the	the	the
American	american	American
delegation	deleg	delegation
pushed	push	pushed
back	back	back
against	against	against
critics	critic	critic
,	,	,
questioning	question	questioning
their	their	their
expertise	expertis	expertise
,	,	,
witnesses	wit	witness
said	said	said
.	.	.

A	a	A
German	german	German
delegate	deleg	delegate
at	at	at
the	the	the
Jaipur	jaipur	Jaipur
talks	talk	talk
,	,	,
Christian	christian	Christian
Wenzel	wenzel	Wenzel
-Benner	-benner	-Benner
,	,	,
subsequently	subsequ	subsequently
sent	sent	sent
an	an	an
email	email	email
seeking	seek	seeking
support	support	support
from	from	from
dozens	dozen	dozen
of	of	of
cryptographers	cryptograph	cryptographer
.	.	.

He	he	He
wrote	wrote	wrote
that	that	that
all	all	all
seven	seven	seven
German	german	German
experts	expert	expert
were	were	were
very	veri	very
concerned	concern	concerned
about	about	about
Simon	simon	Simon
and	and	and
Speck	speck	Speck
.	.	.

How	how	How
can	can	can
we	we	we
expect	expect	expect
companies	compani	company
and	and	and
citizens	citizen	citizen
to	to	to
use	use	use
security	secur	security
algorithms	algorithm	algorithm
from	from	from
ISO	iso	ISO
standards	standard	standard
if	if	if
those	those	those
algorithms	algorithm	algorithm
come	come	come
from	from	from
a	a	a
source	sourc	source
that	that	that
has	has	ha
compromised	compromis	compromised
security	secur	security
-related	-relat	-related
ISO	iso	ISO
standards	standard	standard
just	just	just
a	a	a
few	few	few
years	year	year
ago	ago	ago
?	?	?

Wenzel	wenzel	Wenzel
-Benner	-benner	-Benner
asked	ask	asked
.	.	.

Such	such	Such
views	view	view
helped	help	helped
delay	delay	delay
Simon	simon	Simon
and	and	and
Speck	speck	Speck
again	again	again
,	,	,
delegates	deleg	delegate
said	said	said
.	.	.

But	but	But
the	the	the
Americans	american	Americans
kept	kept	kept
pushing	push	pushing
,	,	,
and	and	and
at	at	at
an	an	an
October	octob	October
2016	2016	2016
meeting	meet	meeting
in	in	in
Abu	abu	Abu
Dhabi	dhabi	Dhabi
,	,	,
a	a	a
majority	major	majority
of	of	of
individual	individu	individual
delegates	deleg	delegate
approved	approv	approved
the	the	the
techniques	techniqu	technique
,	,	,
moving	move	moving
them	them	them
up	up	up
to	to	to
a	a	a
country	countri	country
-by-country	-by-countri	-by-country
vote	vote	vote
.	.	.

There	there	There
,	,	,
the	the	the
proposal	propos	proposal
fell	fell	fell
one	one	one
vote	vote	vote
short	short	short
of	of	of
the	the	the
required	requir	required
two	two	two
-thirds	-third	-thirds
majority	major	majority
.	.	.

Finally	final	Finally
,	,	,
at	at	at
a	a	a
March	march	March
2017	2017	2017
meeting	meet	meeting
in	in	in
Hamilton	hamilton	Hamilton
,	,	,
New	new	New
Zealand	zealand	Zealand
,	,	,
the	the	the
Americans	american	Americans
distributed	distribut	distributed
a	a	a
22	22	22
-page	-page	-page
explanation	explan	explanation
of	of	of
its	it	it
design	design	design
and	and	and
a	a	a
summary	summari	summary
of	of	of
attempts	attempt	attempt
to	to	to
break	break	break
them	them	them
-	-	-
the	the	the
sort	sort	sort
of	of	of
paper	paper	paper
that	that	that
formed	form	formed
part	part	part
of	of	of
what	what	what
delegates	deleg	delegate
had	had	had
been	been	been
seeking	seek	seeking
since	sinc	since
2014	2014	2014
.	.	.

Simon	simon	Simon
and	and	and
Speck	speck	Speck
,	,	,
aimed	aim	aimed
respectively	respect	respectively
at	at	at
hardware	hardwar	hardware
and	and	and
software	softwar	software
,	,	,
each	each	each
have	have	have
robust	robust	robust
versions	version	version
and	and	and
more	more	more
lightweight	lightweight	lightweight
variants	variant	variant
.	.	.

The	the	The
Americans	american	Americans
agreed	agre	agreed
in	in	in
Hamilton	hamilton	Hamilton
to	to	to
compromise	compromis	compromise
and	and	and
dropped	drop	dropped
the	the	the
most	most	most
lightweight	lightweight	lightweight
versions	version	version
.	.	.

Opponents	oppon	Opponents
saw	saw	saw
that	that	that
as	as	a
a	a	a
major	major	major
if	if	if
partial	partial	partial
victory	victori	victory
,	,	,
and	and	and
it	it	it
paved	pave	paved
the	the	the
way	way	way
to	to	to
compromise	compromis	compromise
.	.	.

In	in	In
another	anoth	another
nation	nation	nation
-by-nation	-by-nat	-by-nation
poll	poll	poll
last	last	last
month	month	month
,	,	,
the	the	the
sturdiest	sturdiest	sturdiest
versions	version	version
advanced	advanc	advanced
to	to	to
the	the	the
final	final	final
stage	stage	stage
of	of	of
the	the	the
approval	approv	approval
process	process	process
,	,	,
again	again	again
by	by	by
a	a	a
single	singl	single
vote	vote	vote
,	,	,
with	with	with
Japan	japan	Japan
,	,	,
Germany	germani	Germany
and	and	and
Israel	israel	Israel
remaining	remain	remaining
opposed	oppos	opposed
.	.	.

A	a	A
final	final	final
vote	vote	vote
takes	take	take
place	place	place
in	in	in
February	februari	February
.	.	.

