TOKYO	tokyo	TOKYO
Yonhap	yonhap	Yonhap
news	news	news
agency	agenc	agency
,	,	,
citing	cite	citing
a	a	a
South	south	South
Korean	korean	Korean
government	govern	government
source	sourc	source
,	,	,
also	also	also
reported	report	reported
that	that	that
intelligence	intellig	intelligence
officials	offici	official
of	of	of
the	the	the
United	unit	United
States	state	States
,	,	,
South	south	South
Korea	korea	Korea
and	and	and
Japan	japan	Japan
had	had	had
recently	recent	recently
detected	detect	detected
signs	sign	sign
of	of	of
a	a	a
possible	possibl	possible
missile	missil	missile
launch	launch	launch
and	and	and
have	have	have
been	been	been
on	on	on
higher	higher	higher
alert	alert	alert
.	.	.
South	south	South
Korean	korean	Korean
Unification	unif	Unification
Minister	minist	Minister
Cho	cho	Cho
Myoung	myoung	Myoung
-gyon	-gyon	-gyon
told	told	told
reporters	report	reporter
on	on	on
Tuesday	tuesday	Tuesday
there	there	there
have	have	have
been	been	been
noteworthy	noteworthi	noteworthy
movements	movement	movement
from	from	from
the	the	the
North	north	North
since	sinc	since
its	it	it
last	last	last
missile	missil	missile
launch	launch	launch
in	in	in
mid	mid	mid
-September	-septemb	-September
,	,	,
but	but	but
there	there	there
was	was	wa
no	no	no
hard	hard	hard
evidence	evid	evidence
of	of	of
another	anoth	another
nuclear	nuclear	nuclear
or	or	or
missile	missil	missile
test	test	test
.	.	.
North	north	North
Korea	korea	Korea
hasn	hasn	hasn
t	t	t
been	been	been
engaging	engag	engaging
in	in	in
new	new	new
nuclear	nuclear	nuclear
or	or	or
missile	missil	missile
tests	test	test
but	but	but
recently	recent	recently
we	we	we
ve	ve	ve
seen	seen	seen
them	them	them
persistently	persist	persistently
testing	test	testing
engines	engin	engine
and	and	and
carrying	carri	carrying
out	out	out
fuel	fuel	fuel
tests	test	test
,	,	,
said	said	said
Cho	cho	Cho
at	at	at
a	a	a
media	media	medium
event	event	event
in	in	in
Seoul	seoul	Seoul
.	.	.
But	but	But
we	we	we
need	need	need
some	some	some
more	more	more
time	time	time
to	to	to
see	see	see
whether	whether	whether
these	these	these
are	are	are
directly	direct	directly
related	relat	related
to	to	to
missile	missil	missile
and	and	and
nuclear	nuclear	nuclear
tests	test	test
.	.	.
Asked	ask	Asked
about	about	about
the	the	the
media	media	medium
reports	report	report
,	,	,
Pentagon	pentagon	Pentagon
spokesman	spokesman	spokesman
Colonel	colonel	Colonel
Robert	robert	Robert
Manning	man	Manning
told	told	told
reporters	report	reporter
the	the	the
United	unit	United
States	state	States
continued	continu	continued
to	to	to
watch	watch	watch
North	north	North
Korea	korea	Korea
very	veri	very
closely	close	closely
.	.	.
This	this	This
is	is	is
a	a	a
diplomatically	diplomat	diplomatically
led	led	led
effort	effort	effort
at	at	at
this	this	this
point	point	point
,	,	,
supported	support	supported
by	by	by
military	militari	military
options	option	option
,	,	,
he	he	he
said	said	said
.	.	.
The	the	The
Republic	republ	Republic
of	of	of
Korea	korea	Korea
and	and	and
U	u	U
.	.	.
S	s	S
.	.	.
alliance	allianc	alliance
remains	remain	remains
strong	strong	strong
and	and	and
capable	capabl	capable
of	of	of
countering	counter	countering
any	ani	any
North	north	North
Korean	korean	Korean
provocations	provoc	provocation
or	or	or
attacks	attack	attack
.	.	.
Two	two	Two
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
sources	sourc	source
familiar	familiar	familiar
with	with	with
official	offici	official
assessments	assess	assessment
of	of	of
North	north	North
Korean	korean	Korean
capabilities	capabl	capability
and	and	and
activities	activ	activity
said	said	said
that	that	that
while	while	while
they	they	they
were	were	were
not	not	not
immediately	immedi	immediately
familiar	familiar	familiar
with	with	with
recent	recent	recent
intelligence	intellig	intelligence
suggesting	suggest	suggesting
that	that	that
North	north	North
Korea	korea	Korea
was	was	wa
preparing	prepar	preparing
to	to	to
launch	launch	launch
a	a	a
new	new	new
missile	missil	missile
test	test	test
,	,	,
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
would	would	would
not	not	not
be	be	be
surprised	surpris	surprised
if	if	if
such	such	such
a	a	a
test	test	test
were	were	were
to	to	to
take	take	take
place	place	place
in	in	in
the	the	the
very	veri	very
near	near	near
future	futur	future
.	.	.
Other	other	Other
U	u	U
.	.	.
S	s	S
.	.	.
intelligence	intellig	intelligence
officials	offici	official
noted	note	noted
North	north	North
Korea	korea	Korea
has	has	ha
previously	previous	previously
sent	sent	sent
deliberately	deliber	deliberately
misleading	mislead	misleading
signs	sign	sign
of	of	of
preparations	prepar	preparation
for	for	for
missile	missil	missile
and	and	and
nuclear	nuclear	nuclear
tests	test	test
,	,	,
in	in	in
part	part	part
to	to	to
mask	mask	mask
real	real	real
preparations	prepar	preparation
,	,	,
and	and	and
in	in	in
part	part	part
to	to	to
test	test	test
U	u	U
.	.	.
S	s	S
.	.	.
and	and	and
allied	alli	allied
intelligence	intellig	intelligence
on	on	on
its	it	it
activities	activ	activity
.	.	.
South	south	South
Korea	korea	Korea
s	s	s
Cho	cho	Cho
said	said	said
North	north	North
Korea	korea	Korea
may	may	may
announce	announc	announce
the	the	the
completion	complet	completion
of	of	of
its	it	it
nuclear	nuclear	nuclear
programme	programm	programme
within	within	within
a	a	a
year	year	year
,	,	,
as	as	a
it	it	it
is	is	is
moving	move	moving
more	more	more
faster	faster	faster
than	than	than
expected	expect	expected
in	in	in
developing	develop	developing
its	it	it
arsenal	arsenal	arsenal
.	.	.
North	north	North
Korea	korea	Korea
defends	defend	defends
its	it	it
weapons	weapon	weapon
programmes	programm	programme
as	as	a
a	a	a
necessary	necessari	necessary
defence	defenc	defence
against	against	against
U	u	U
.	.	.
S	s	S
.	.	.
plans	plan	plan
to	to	to
invade	invad	invade
.	.	.
The	the	The
United	unit	United
States	state	States
,	,	,
which	which	which
stations	station	station
28	28	28
,	,	,
500	500	500
troops	troop	troop
in	in	in
South	south	South
Korea	korea	Korea
,	,	,
a	a	a
legacy	legaci	legacy
of	of	of
the	the	the
1950	1950	1950
-53	-53	-53
Korean	korean	Korean
war	war	war
,	,	,
denies	deni	denies
any	ani	any
such	such	such
intention	intent	intention
.	.	.
