NEW	new	NEW
makes	make	make
those	those	those
who	who	who
oppose	oppos	oppose
Trump	trump	Trump
draw	draw	draw
into	into	into
the	the	the
press	press	press
,	,	,
elevating	elev	elevating
its	it	it
stature	statur	stature
among	among	among
those	those	those
who	who	who
would	would	would
otherwise	otherwis	otherwise
not	not	not
trust	trust	trust
the	the	the
media	media	medium
,	,	,
he	he	he
said	said	said
.	.	.
But	but	But
the	the	the
press	press	press
has	has	ha
played	play	played
into	into	into
it	it	it
by	by	by
the	the	the
mistakes	mistak	mistake
they	they	they
ve	ve	ve
made	made	made
,	,	,
by	by	by
missing	miss	missing
the	the	the
rise	rise	rise
of	of	of
Trump	trump	Trump
,	,	,
by	by	by
being	be	being
too	too	too
liberal	liber	liberal
,	,	,
Fleischer	fleischer	Fleischer
added	ad	added
.	.	.
They	they	They
ve	ve	ve
helped	help	helped
create	creat	create
this	this	this
environment	environ	environment
.	.	.
The	the	The
public	public	public
placed	place	placed
its	it	it
highest	highest	highest
levels	level	level
of	of	of
confidence	confid	confidence
in	in	in
the	the	the
military	militari	military
,	,	,
law	law	law
enforcement	enforc	enforcement
and	and	and
academia	academia	academia
,	,	,
according	accord	according
to	to	to
the	the	the
latest	latest	latest
poll	poll	poll
that	that	that
ended	end	ended
on	on	on
Sept	sept	Sept
.	.	.
5	5	5
.	.	.
Americans	american	Americans
lost	lost	lost
confidence	confid	confidence
this	this	this
year	year	year
in	in	in
the	the	the
executive	execut	executive
branch	branch	branch
and	and	and
in	in	in
Congress	congress	Congress
,	,	,
while	while	while
their	their	their
confidence	confid	confidence
rose	rose	rose
for	for	for
most	most	most
other	other	other
institutions	institut	institution
,	,	,
including	includ	including
the	the	the
press	press	press
and	and	and
academia	academia	academia
.	.	.
The	the	The
Reuters	reuter	Reuters
Ipsos	ipso	Ipsos
poll	poll	poll
was	was	wa
conducted	conduct	conducted
online	onlin	online
in	in	in
English	english	English
throughout	throughout	throughout
the	the	the
United	unit	United
States	state	States
.	.	.
It	it	It
ran	ran	ran
three	three	three
polls	poll	poll
this	this	this
year	year	year
on	on	on
confidence	confid	confidence
in	in	in
major	major	major
institutions	institut	institution
between	between	between
Jan	jan	Jan
.	.	.
24	24	24
and	and	and
Feb	feb	Feb
.	.	.
7	7	7
,	,	,
May	may	May
11	11	11
to	to	to
May	may	May
21	21	21
and	and	and
from	from	from
Aug	aug	Aug
.	.	.
24	24	24
to	to	to
Sept	sept	Sept
.	.	.
5	5	5
.	.	.
It	it	It
collected	collect	collected
a	a	a
combined	combin	combined
14	14	14
,	,	,
328	328	328
responses	respons	response
from	from	from
those	those	those
polls	poll	poll
,	,	,
and	and	and
the	the	the
data	data	data
has	has	ha
a	a	a
credibility	credibl	credibility
interval	interv	interval
,	,	,
a	a	a
measure	measur	measure
of	of	of
accuracy	accuraci	accuracy
,	,	,
of	of	of
2	2	2
percentage	percentag	percentage
points	point	point
.	.	.
