ERBIL	erbil	ERBIL
could	could	could
stand	stand	stand
in	in	in
the	the	the
November	novemb	November
poll	poll	poll
as	as	a
Kurdish	kurdish	Kurdish
law	law	law
says	say	say
a	a	a
president	presid	president
cannot	cannot	cannot
stay	stay	stay
in	in	in
office	offic	office
for	for	for
more	more	more
than	than	than
two	two	two
terms	term	term
.	.	.
Campaigning	campaign	Campaigning
for	for	for
the	the	the
two	two	two
elections	elect	election
will	will	will
start	start	start
on	on	on
Oct	oct	Oct
.	.	.
15	15	15
,	,	,
the	the	the
Kurdish	kurdish	Kurdish
Rudaw	rudaw	Rudaw
TV	tv	TV
channel	channel	channel
quoted	quot	quoted
the	the	the
High	high	High
Elections	elect	Elections
and	and	and
Referendum	referendum	Referendum
Commission	commiss	Commission
chief	chief	chief
Hendrean	hendrean	Hendrean
Mohammed	moham	Mohammed
as	as	a
saying	say	saying
.	.	.
Islamic	islam	Islamic
State	state	State
s	s	s
self	self	self
-declared	-declar	-declared
caliphate	caliph	caliphate
effectively	effect	effectively
collapsed	collaps	collapsed
in	in	in
July	juli	July
,	,	,
when	when	when
the	the	the
group	group	group
s	s	s
stronghold	stronghold	stronghold
in	in	in
Mosul	mosul	Mosul
,	,	,
west	west	west
of	of	of
the	the	the
KRG	krg	KRG
capital	capit	capital
Erbil	erbil	Erbil
,	,	,
fell	fell	fell
to	to	to
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
-backed	-back	-backed
Iraqi	iraqi	Iraqi
offensive	offens	offensive
with	with	with
the	the	the
participation	particip	participation
of	of	of
Kurdish	kurdish	Kurdish
Peshmerga	peshmerga	Peshmerga
fighters	fighter	fighter
.	.	.
The	the	The
Kurds	kurd	Kurds
push	push	push
for	for	for
independence	independ	independence
is	is	is
meant	meant	meant
to	to	to
capitalize	capit	capitalize
on	on	on
their	their	their
contribution	contribut	contribution
to	to	to
the	the	the
war	war	war
on	on	on
Islamic	islam	Islamic
State	state	State
.	.	.
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
administration	administr	administration
,	,	,
which	which	which
had	had	had
strengthened	strengthen	strengthened
its	it	it
alliance	allianc	alliance
with	with	with
Iraq	iraq	Iraq
s	s	s
Kurds	kurd	Kurds
,	,	,
is	is	is
taking	take	taking
Baghdad	baghdad	Baghdad
s	s	s
side	side	side
in	in	in
the	the	the
crisis	crisi	crisis
by	by	by
refusing	refus	refusing
to	to	to
recognize	recogn	recognize
the	the	the
outcome	outcom	outcome
of	of	of
the	the	the
referendum	referendum	referendum
.	.	.
Iraqi	iraqi	Iraqi
and	and	and
Kurdish	kurdish	Kurdish
media	media	medium
announced	announc	announced
that	that	that
former	former	former
Iraqi	iraqi	Iraqi
president	presid	president
Jalal	jalal	Jalal
Talabani	talabani	Talabani
,	,	,
a	a	a
Kurd	kurd	Kurd
,	,	,
had	had	had
died	die	died
on	on	on
Tuesday	tuesday	Tuesday
in	in	in
Germany	germani	Germany
at	at	at
the	the	the
age	age	age
of	of	of
83	83	83
.	.	.
Talabani	talabani	Talabani
,	,	,
a	a	a
veteran	veteran	veteran
leader	leader	leader
of	of	of
the	the	the
Kurdish	kurdish	Kurdish
struggle	struggl	struggle
for	for	for
self	self	self
-determination	-determin	-determination
,	,	,
stepped	step	stepped
down	down	down
as	as	a
president	presid	president
in	in	in
2014	2014	2014
,	,	,
after	after	after
a	a	a
long	long	long
period	period	period
of	of	of
treatment	treatment	treatment
following	follow	following
a	a	a
stroke	stroke	stroke
in	in	in
2012	2012	2012
.	.	.
His	his	His
wife	wife	wife
and	and	and
companion	companion	companion
in	in	in
political	polit	political
struggle	struggl	struggle
,	,	,
Hero	hero	Hero
,	,	,
and	and	and
his	his	his
Patriotic	patriot	Patriotic
Union	union	Union
of	of	of
Kurdistan	kurdistan	Kurdistan
PUK	puk	PUK
party	parti	party
had	had	had
voiced	voic	voiced
only	onli	only
lukewarm	lukewarm	lukewarm
support	support	support
for	for	for
the	the	the
referendum	referendum	referendum
.	.	.
