PHNOM	phnom	PHNOM
again	again	again
,	,	,
Hun	hun	Hun
Sen	sen	Sen
said	said	said
in	in	in
the	the	the
recording	record	recording
.	.	.

CPP	cpp	CPP
spokesman	spokesman	spokesman
Sok	sok	Sok
Eysan	eysan	Eysan
said	said	said
the	the	the
message	messag	message
had	had	had
not	not	not
been	been	been
secret	secret	secret
.	.	.

He	he	He
did	did	did
not	not	not
say	say	say
when	when	when
the	the	the
recording	record	recording
had	had	had
been	been	been
made	made	made
.	.	.

There	there	There
is	is	is
nothing	noth	nothing
to	to	to
hide	hide	hide
,	,	,
he	he	he
said	said	said
.	.	.

He	he	He
was	was	wa
doing	do	doing
his	his	his
work	work	work
as	as	a
the	the	the
party	parti	party
leader	leader	leader
and	and	and
the	the	the
prime	prime	prime
minister	minist	minister
.	.	.

The	the	The
55	55	55
parliamentary	parliamentari	parliamentary
seats	seat	seat
that	that	that
the	the	the
CNRP	cnrp	CNRP
won	won	won
in	in	in
the	the	the
last	last	last
election	elect	election
in	in	in
2013	2013	2013
were	were	were
allocated	alloc	allocated
to	to	to
smaller	smaller	smaller
parties	parti	party
on	on	on
Thursday	thursday	Thursday
by	by	by
the	the	the
National	nation	National
Election	elect	Election
Committee	committe	Committee
.	.	.

The	the	The
biggest	biggest	biggest
winner	winner	winner
was	was	wa
the	the	the
royalist	royalist	royalist
Funcinpec	funcinpec	Funcinpec
party	parti	party
of	of	of
Prince	princ	Prince
Norodom	norodom	Norodom
Ranariddh	ranariddh	Ranariddh
,	,	,
who	who	who
was	was	wa
once	onc	once
Hun	hun	Hun
Sen	sen	Sen
s	s	s
main	main	main
rival	rival	rival
but	but	but
is	is	is
now	now	now
aligned	align	aligned
with	with	with
the	the	the
prime	prime	prime
minister	minist	minister
.	.	.

Funcinpec	funcinpec	Funcinpec
will	will	will
get	get	get
41	41	41
seats	seat	seat
in	in	in
parliament	parliament	parliament
-	-	-
a	a	a
third	third	third
of	of	of
all	all	all
the	the	the
seats	seat	seat
-	-	-
despite	despit	despite
winning	win	winning
less	less	le
than	than	than
4	4	4
percent	percent	percent
of	of	of
the	the	the
vote	vote	vote
in	in	in
2013	2013	2013
.	.	.

The	the	The
ruling	rule	ruling
party	parti	party
did	did	did
not	not	not
get	get	get
any	ani	any
more	more	more
seats	seat	seat
,	,	,
but	but	but
already	alreadi	already
had	had	had
a	a	a
majority	major	majority
with	with	with
68	68	68
seats	seat	seat
.	.	.

The	the	The
will	will	will
of	of	of
the	the	the
people	peopl	people
has	has	ha
been	been	been
violated	violat	violated
,	,	,
said	said	said
Mu	mu	Mu
Sochua	sochua	Sochua
,	,	,
a	a	a
deputy	deputi	deputy
to	to	to
Kem	kem	Kem
Sokha	sokha	Sokha
who	who	who
fled	fled	fled
abroad	abroad	abroad
in	in	in
fear	fear	fear
of	of	of
arrest	arrest	arrest
.	.	.

The	the	The
National	nation	National
Assembly	assembl	Assembly
of	of	of
the	the	the
Kingdom	kingdom	Kingdom
of	of	of
Cambodia	cambodia	Cambodia
has	has	ha
lost	lost	lost
its	it	it
legitimacy	legitimaci	legitimacy
.	.	.

