NEW	new	NEW
order	order	order
is	is	is
likely	like	likely
to	to	to
be	be	be
reached	reach	reached
.	.	.
Late	late	Late
on	on	on
Thursday	thursday	Thursday
,	,	,
before	befor	before
the	the	the
ban	ban	ban
went	went	went
into	into	into
effect	effect	effect
,	,	,
the	the	the
government	govern	government
reversed	revers	reversed
its	it	it
position	posit	position
on	on	on
fiancés	fiancé	fiancés
,	,	,
saying	say	saying
they	they	they
could	could	could
also	also	also
qualify	qualifi	qualify
for	for	for
exceptions	except	exception
.	.	.
The	the	The
court	court	court
filing	file	filing
described	describ	described
a	a	a
72	72	72
-hour	-hour	-hour
scramble	scrambl	scramble
to	to	to
coordinate	coordin	coordinate
among	among	among
multiple	multipl	multiple
government	govern	government
agencies	agenc	agency
,	,	,
and	and	and
issue	issu	issue
detailed	detail	detailed
guidance	guidanc	guidance
on	on	on
how	how	how
to	to	to
implement	implement	implement
the	the	the
Supreme	suprem	Supreme
Court	court	Court
s	s	s
ruling	rule	ruling
.	.	.
The	the	The
roll	roll	roll
out	out	out
of	of	of
the	the	the
narrowed	narrow	narrowed
version	version	version
of	of	of
the	the	the
ban	ban	ban
was	was	wa
more	more	more
subdued	subdu	subdued
on	on	on
Friday	friday	Friday
compared	compar	compared
to	to	to
in	in	in
January	januari	January
when	when	when
Trump	trump	Trump
first	first	first
signed	sign	signed
a	a	a
more	more	more
expansive	expans	expansive
version	version	version
of	of	of
the	the	the
order	order	order
,	,	,
sparking	spark	sparking
protests	protest	protest
and	and	and
chaos	chao	chaos
at	at	at
airports	airport	airport
around	around	around
the	the	the
country	countri	country
and	and	and
the	the	the
world	world	world
.	.	.
