BEIRUT	beirut	BEIRUT
us	us	u
say	say	say
things	thing	thing
as	as	a
they	they	they
are	are	are
the	the	the
man	man	man
is	is	is
detained	detain	detained
in	in	in
Saudi	saudi	Saudi
Arabia	arabia	Arabia
and	and	and
forbidden	forbidden	forbidden
until	until	until
this	this	this
moment	moment	moment
from	from	from
returning	return	returning
to	to	to
Lebanon	lebanon	Lebanon
,	,	,
Nasrallah	nasrallah	Nasrallah
said	said	said
in	in	in
a	a	a
televised	televis	televised
speech	speech	speech
.	.	.
It	it	It
is	is	is
clear	clear	clear
that	that	that
Saudi	saudi	Saudi
Arabia	arabia	Arabia
and	and	and
Saudi	saudi	Saudi
officials	offici	official
have	have	have
declared	declar	declared
war	war	war
on	on	on
Lebanon	lebanon	Lebanon
and	and	and
on	on	on
Hezbollah	hezbollah	Hezbollah
in	in	in
Lebanon	lebanon	Lebanon
,	,	,
he	he	he
said	said	said
.	.	.
His	his	His
comments	comment	comment
mirror	mirror	mirror
an	an	an
accusation	accus	accusation
by	by	by
Riyadh	riyadh	Riyadh
on	on	on
Monday	monday	Monday
that	that	that
Lebanon	lebanon	Lebanon
and	and	and
Hezbollah	hezbollah	Hezbollah
had	had	had
declared	declar	declared
war	war	war
on	on	on
the	the	the
conservative	conserv	conservative
Gulf	gulf	Gulf
Arab	arab	Arab
kingdom	kingdom	kingdom
.	.	.
Riyadh	riyadh	Riyadh
says	say	say
Hariri	hariri	Hariri
is	is	is
a	a	a
free	free	free
man	man	man
and	and	and
he	he	he
decided	decid	decided
to	to	to
resign	resign	resign
because	becaus	because
Hezbollah	hezbollah	Hezbollah
was	was	wa
calling	call	calling
the	the	the
shots	shot	shot
in	in	in
his	his	his
government	govern	government
.	.	.
Saudi	saudi	Saudi
Arabia	arabia	Arabia
considers	consid	considers
Hezbollah	hezbollah	Hezbollah
to	to	to
be	be	be
its	it	it
enemy	enemi	enemy
in	in	in
conflicts	conflict	conflict
across	across	across
the	the	the
Middle	middl	Middle
East	east	East
,	,	,
including	includ	including
Syria	syria	Syria
and	and	and
Yemen	yemen	Yemen
.	.	.
Western	western	Western
countries	countri	country
have	have	have
looked	look	looked
on	on	on
with	with	with
alarm	alarm	alarm
at	at	at
the	the	the
rising	rise	rising
regional	region	regional
tension	tension	tension
.	.	.
U	u	U
.	.	.
S	s	S
.	.	.
Secretary	secretari	Secretary
of	of	of
State	state	State
Rex	rex	Rex
Tillerson	tillerson	Tillerson
warned	warn	warned
other	other	other
countries	countri	country
and	and	and
groups	group	group
against	against	against
using	use	using
Lebanon	lebanon	Lebanon
as	as	a
vehicle	vehicl	vehicle
for	for	for
a	a	a
larger	larger	larger
proxy	proxi	proxy
fight	fight	fight
in	in	in
the	the	the
Middle	middl	Middle
East	east	East
,	,	,
saying	say	saying
Washington	washington	Washington
strongly	strong	strongly
backed	back	backed
Lebanon	lebanon	Lebanon
s	s	s
independence	independ	independence
and	and	and
respected	respect	respected
Hariri	hariri	Hariri
as	as	a
a	a	a
strong	strong	strong
partner	partner	partner
of	of	of
the	the	the
United	unit	United
States	state	States
,	,	,
still	still	still
referring	refer	referring
to	to	to
him	him	him
as	as	a
prime	prime	prime
minister	minist	minister
.	.	.
There	there	There
is	is	is
no	no	no
legitimate	legitim	legitimate
place	place	place
or	or	or
role	role	role
in	in	in
Lebanon	lebanon	Lebanon
for	for	for
any	ani	any
foreign	foreign	foreign
forces	forc	force
,	,	,
militias	militia	militia
or	or	or
armed	arm	armed
elements	element	element
other	other	other
than	than	than
the	the	the
legitimate	legitim	legitimate
security	secur	security
forces	forc	force
of	of	of
the	the	the
Lebanese	lebanes	Lebanese
state	state	state
,	,	,
Tillerson	tillerson	Tillerson
said	said	said
in	in	in
a	a	a
statement	statement	statement
released	releas	released
by	by	by
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
State	state	State
Department	depart	Department
.	.	.
Tillerson	tillerson	Tillerson
told	told	told
reporters	report	reporter
on	on	on
Friday	friday	Friday
there	there	there
was	was	wa
no	no	no
indication	indic	indication
that	that	that
Hariri	hariri	Hariri
was	was	wa
being	be	being
held	held	held
in	in	in
Saudi	saudi	Saudi
Arabia	arabia	Arabia
against	against	against
his	his	his
will	will	will
but	but	but
that	that	that
the	the	the
United	unit	United
States	state	States
was	was	wa
monitoring	monitor	monitoring
the	the	the
situation	situat	situation
.	.	.
The	the	The
French	french	French
foreign	foreign	foreign
minister	minist	minister
said	said	said
earlier	earlier	earlier
on	on	on
Friday	friday	Friday
that	that	that
he	he	he
also	also	also
believed	believ	believed
Hariri	hariri	Hariri
was	was	wa
a	a	a
free	free	free
man	man	man
-	-	-
a	a	a
statement	statement	statement
at	at	at
odds	odd	odds
with	with	with
the	the	the
later	later	later
French	french	French
foreign	foreign	foreign
ministry	ministri	ministry
comment	comment	comment
that	that	that
it	it	it
wanted	want	wanted
Hariri	hariri	Hariri
to	to	to
have	have	have
all	all	all
his	his	his
freedom	freedom	freedom
of	of	of
movement	movement	movement
.	.	.
Hariri	hariri	Hariri
has	has	ha
made	made	made
no	no	no
public	public	public
remarks	remark	remark
since	sinc	since
announcing	announc	announcing
his	his	his
resignation	resign	resignation
in	in	in
a	a	a
speech	speech	speech
televised	televis	televised
from	from	from
Saudi	saudi	Saudi
Arabia	arabia	Arabia
,	,	,
saying	say	saying
he	he	he
feared	fear	feared
assassination	assassin	assassination
and	and	and
accusing	accus	accusing
Iran	iran	Iran
and	and	and
Hezbollah	hezbollah	Hezbollah
of	of	of
sowing	sow	sowing
strife	strife	strife
in	in	in
the	the	the
Arab	arab	Arab
world	world	world
.	.	.
Two	two	Two
top	top	top
Lebanese	lebanes	Lebanese
government	govern	government
officials	offici	official
,	,	,
a	a	a
senior	senior	senior
politician	politician	politician
close	close	close
to	to	to
Hariri	hariri	Hariri
and	and	and
a	a	a
fourth	fourth	fourth
source	sourc	source
told	told	told
Reuters	reuter	Reuters
on	on	on
Thursday	thursday	Thursday
that	that	that
the	the	the
Lebanese	lebanes	Lebanese
authorities	author	authority
believe	believ	believe
Hariri	hariri	Hariri
is	is	is
being	be	being
held	held	held
in	in	in
Saudi	saudi	Saudi
Arabia	arabia	Arabia
.	.	.
Nasrallah	nasrallah	Nasrallah
said	said	said
Saudi	saudi	Saudi
Arabia	arabia	Arabia
was	was	wa
encouraging	encourag	encouraging
Israel	israel	Israel
to	to	to
attack	attack	attack
Lebanon	lebanon	Lebanon
.	.	.
While	while	While
an	an	an
Israeli	isra	Israeli
attack	attack	attack
could	could	could
not	not	not
be	be	be
ruled	rule	ruled
out	out	out
entirely	entir	entirely
,	,	,
he	he	he
said	said	said
,	,	,
it	it	it
was	was	wa
unlikely	unlik	unlikely
partly	part	partly
because	becaus	because
Israel	israel	Israel
knew	knew	knew
it	it	it
would	would	would
pay	pay	pay
a	a	a
very	veri	very
high	high	high
price	price	price
.	.	.
I	i	I
warn	warn	warn
them	them	them
against	against	against
any	ani	any
miscalculation	miscalcul	miscalculation
or	or	or
any	ani	any
step	step	step
to	to	to
exploit	exploit	exploit
the	the	the
situation	situat	situation
,	,	,
he	he	he
said	said	said
.	.	.
Saudi	saudi	Saudi
will	will	will
fail	fail	fail
in	in	in
Lebanon	lebanon	Lebanon
as	as	a
it	it	it
has	has	ha
failed	fail	failed
on	on	on
all	all	all
fronts	front	front
,	,	,
Nasrallah	nasrallah	Nasrallah
said	said	said
.	.	.
Riyadh	riyadh	Riyadh
has	has	ha
advised	advis	advised
Saudi	saudi	Saudi
citizens	citizen	citizen
not	not	not
to	to	to
travel	travel	travel
to	to	to
Lebanon	lebanon	Lebanon
,	,	,
or	or	or
if	if	if
already	alreadi	already
there	there	there
to	to	to
leave	leav	leave
as	as	a
soon	soon	soon
as	as	a
possible	possibl	possible
.	.	.
Other	other	Other
Gulf	gulf	Gulf
states	state	state
have	have	have
also	also	also
issued	issu	issued
travel	travel	travel
warnings	warn	warning
.	.	.
Those	those	Those
steps	step	step
have	have	have
raised	rais	raised
concern	concern	concern
that	that	that
Riyadh	riyadh	Riyadh
could	could	could
take	take	take
measures	measur	measure
against	against	against
the	the	the
tiny	tini	tiny
Arab	arab	Arab
state	state	state
,	,	,
which	which	which
hosts	host	host
1	1	1
.	.	.
5	5	5
million	million	million
Syrian	syrian	Syrian
refugees	refuge	refugee
.	.	.
Hariri	hariri	Hariri
s	s	s
resignation	resign	resignation
is	is	is
being	be	being
widely	wide	widely
seen	seen	seen
as	as	a
part	part	part
of	of	of
a	a	a
Saudi	saudi	Saudi
attempt	attempt	attempt
to	to	to
counter	counter	counter
Iran	iran	Iran
as	as	a
its	it	it
influence	influenc	influence
deepens	deepen	deepens
in	in	in
Syria	syria	Syria
and	and	and
Iraq	iraq	Iraq
and	and	and
as	as	a
Riyadh	riyadh	Riyadh
and	and	and
its	it	it
allies	alli	ally
battle	battl	battle
Iranian	iranian	Iranian
-allied	-alli	-allied
Houthi	houthi	Houthi
rebels	rebel	rebel
in	in	in
Yemen	yemen	Yemen
.	.	.
Hariri	hariri	Hariri
s	s	s
resignation	resign	resignation
unraveled	unravel	unraveled
a	a	a
political	polit	political
deal	deal	deal
among	among	among
rival	rival	rival
factions	faction	faction
that	that	that
made	made	made
him	him	him
prime	prime	prime
minister	minist	minister
and	and	and
President	presid	President
Michel	michel	Michel
Aoun	aoun	Aoun
,	,	,
a	a	a
political	polit	political
ally	alli	ally
of	of	of
Hezbollah	hezbollah	Hezbollah
,	,	,
head	head	head
of	of	of
state	state	state
last	last	last
year	year	year
.	.	.
The	the	The
coalition	coalit	coalition
government	govern	government
included	includ	included
Hezbollah	hezbollah	Hezbollah
,	,	,
a	a	a
heavily	heavili	heavily
armed	arm	armed
military	militari	military
and	and	and
political	polit	political
organization	organ	organization
.	.	.
Aoun	aoun	Aoun
told	told	told
Saudi	saudi	Saudi
Arabia	arabia	Arabia
s	s	s
envoy	envoy	envoy
on	on	on
Friday	friday	Friday
that	that	that
Hariri	hariri	Hariri
must	must	must
return	return	return
to	to	to
Lebanon	lebanon	Lebanon
and	and	and
the	the	the
circumstances	circumst	circumstance
surrounding	surround	surrounding
his	his	his
resignation	resign	resignation
as	as	a
prime	prime	prime
minister	minist	minister
while	while	while
in	in	in
Saudi	saudi	Saudi
Arabia	arabia	Arabia
were	were	were
unacceptable	unaccept	unacceptable
,	,	,
presidential	presidenti	presidential
sources	sourc	source
said	said	said
.	.	.
An	an	An
international	intern	international
support	support	support
group	group	group
of	of	of
countries	countri	country
concerned	concern	concerned
about	about	about
Lebanon	lebanon	Lebanon
,	,	,
which	which	which
includes	includ	includes
the	the	the
United	unit	United
States	state	States
,	,	,
Russia	russia	Russia
and	and	and
France	franc	France
,	,	,
appealed	appeal	appealed
for	for	for
Lebanon	lebanon	Lebanon
to	to	to
continue	continu	continue
to	to	to
be	be	be
shielded	shield	shielded
from	from	from
tensions	tension	tension
in	in	in
the	the	the
region	region	region
.	.	.
In	in	In
a	a	a
statement	statement	statement
,	,	,
they	they	they
also	also	also
welcomed	welcom	welcomed
Aoun	aoun	Aoun
s	s	s
call	call	call
for	for	for
Hariri	hariri	Hariri
to	to	to
return	return	return
.	.	.
In	in	In
comments	comment	comment
to	to	to
Reuters	reuter	Reuters
,	,	,
top	top	top
Lebanese	lebanes	Lebanese
Druze	druze	Druze
politician	politician	politician
Jumblatt	jumblatt	Jumblatt
said	said	said
Lebanon	lebanon	Lebanon
did	did	did
not	not	not
deserve	deserv	deserve
to	to	to
be	be	be
accused	accus	accused
of	of	of
declaring	declar	declaring
war	war	war
on	on	on
Saudi	saudi	Saudi
Arabia	arabia	Arabia
.	.	.
For	for	For
decades	decad	decade
we	we	we
ve	ve	ve
been	been	been
friends	friend	friend
,	,	,
he	he	he
said	said	said
.	.	.
We	we	We
are	are	are
a	a	a
country	countri	country
that	that	that
is	is	is
squeezed	squeez	squeezed
between	between	between
two	two	two
antagonistic	antagonist	antagonistic
interests	interest	interest
,	,	,
between	between	between
Saudi	saudi	Saudi
Arabia	arabia	Arabia
and	and	and
Iran	iran	Iran
,	,	,
he	he	he
said	said	said
.	.	.
The	the	The
majority	major	majority
of	of	of
Lebanese	lebanes	Lebanese
are	are	are
just	just	just
paying	pay	paying
the	the	the
price	price	price
.	.	.
.	.	.
.	.	.
Lebanon	lebanon	Lebanon
can	can	can
not	not	not
afford	afford	afford
to	to	to
declare	declar	declare
a	a	a
war	war	war
against	against	against
anybody	anybodi	anybody
.	.	.
The	the	The
Saudi	saudi	Saudi
foreign	foreign	foreign
minister	minist	minister
accused	accus	accused
Hezbollah	hezbollah	Hezbollah
of	of	of
a	a	a
role	role	role
in	in	in
the	the	the
launching	launch	launching
of	of	of
a	a	a
ballistic	ballist	ballistic
missile	missil	missile
at	at	at
Riyadh	riyadh	Riyadh
from	from	from
Yemen	yemen	Yemen
on	on	on
Saturday	saturday	Saturday
.	.	.
Saudi	saudi	Saudi
Arabia	arabia	Arabia
s	s	s
Crown	crown	Crown
Prince	princ	Prince
Mohammed	moham	Mohammed
bin	bin	bin
Salman	salman	Salman
said	said	said
Iran	iran	Iran
s	s	s
supply	suppli	supply
of	of	of
rockets	rocket	rocket
to	to	to
militias	militia	militia
in	in	in
Yemen	yemen	Yemen
was	was	wa
an	an	an
act	act	act
of	of	of
direct	direct	direct
military	militari	military
aggression	aggress	aggression
that	that	that
could	could	could
be	be	be
an	an	an
act	act	act
of	of	of
war	war	war
.	.	.
Nasrallah	nasrallah	Nasrallah
mocked	mock	mocked
the	the	the
Saudi	saudi	Saudi
accusation	accus	accusation
that	that	that
Iran	iran	Iran
and	and	and
Hezbollah	hezbollah	Hezbollah
were	were	were
behind	behind	behind
the	the	the
firing	fire	firing
of	of	of
the	the	the
missile	missil	missile
from	from	from
Yemen	yemen	Yemen
,	,	,
saying	say	saying
Yemenis	yemeni	Yemenis
were	were	were
capable	capabl	capable
of	of	of
building	build	building
their	their	their
own	own	own
missiles	missil	missile
.	.	.
