NEW	new	NEW
more	more	more
suits	suit	suit
to	to	to
be	be	be
filed	file	filed
challenging	challeng	challenging
Cruz	cruz	Cruz
.	.	.

The	the	The
case	case	case
is	is	is
Schwartz	schwartz	Schwartz
v	v	v
.	.	.

Cruz	cruz	Cruz
,	,	,
4	4	4
16	16	16
-cv-00106	-cv-00106	-cv-00106
,	,	,
U	u	U
.	.	.
S	s	S
.	.	.
District	district	District
Court	court	Court
,	,	,
Southern	southern	Southern
District	district	District
of	of	of
Texas	texa	Texas
Houston	houston	Houston
.	.	.

SAP	sap	SAP
is	is	is
the	the	the
sponsor	sponsor	sponsor
of	of	of
this	this	this
coverage	coverag	coverage
which	which	which
is	is	is
independently	independ	independently
produced	produc	produced
by	by	by
the	the	the
staff	staff	staff
of	of	of
Reuters	reuter	Reuters
News	news	News
Agency	agenc	Agency
.	.	.

