BEIRUT	beirut	BEIRUT
independent	independ	independent
vote	vote	vote
and	and	and
its	it	it
position	posit	position
in	in	in
the	the	the
region	region	region
,	,	,
can	can	can
,	,	,
with	with	with
a	a	a
realistic	realist	realistic
and	and	and
impartial	imparti	impartial
approach	approach	approach
,	,	,
have	have	have
a	a	a
productive	product	productive
role	role	role
,	,	,
he	he	he
said	said	said
.	.	.

In	in	In
a	a	a
rare	rare	rare
statement	statement	statement
on	on	on
both	both	both
calls	call	call
,	,	,
Macron	macron	Macron
s	s	s
office	offic	office
said	said	said
he	he	he
had	had	had
talked	talk	talked
to	to	to
Rouhani	rouhani	Rouhani
and	and	and
Israeli	isra	Israeli
Prime	prime	Prime
Minister	minist	Minister
Benjamin	benjamin	Benjamin
Netanyahu	netanyahu	Netanyahu
separately	separ	separately
,	,	,
telling	tell	telling
them	them	them
both	both	both
that	that	that
it	it	it
was	was	wa
vital	vital	vital
to	to	to
keep	keep	keep
Lebanon	lebanon	Lebanon
disassociated	disassoci	disassociated
from	from	from
regional	region	regional
crises	crise	crisis
.	.	.

He	he	He
also	also	also
said	said	said
France	franc	France
was	was	wa
attached	attach	attached
to	to	to
the	the	the
2015	2015	2015
Iran	iran	Iran
nuclear	nuclear	nuclear
deal	deal	deal
with	with	with
world	world	world
powers	power	power
,	,	,
but	but	but
that	that	that
regional	region	regional
and	and	and
ballistic	ballist	ballistic
issues	issu	issue
should	should	should
be	be	be
discussed	discuss	discussed
separately	separ	separately
and	and	and
constructively	construct	constructively
.	.	.

Macron	macron	Macron
also	also	also
stressed	stress	stressed
the	the	the
importance	import	importance
for	for	for
the	the	the
countries	countri	country
of	of	of
the	the	the
region	region	region
to	to	to
work	work	work
collectively	collect	collectively
to	to	to
reduce	reduc	reduce
tensions	tension	tension
,	,	,
the	the	the
statement	statement	statement
said	said	said
.	.	.

The	the	The
foreign	foreign	foreign
ministers	minist	minister
of	of	of
Saudi	saudi	Saudi
Arabia	arabia	Arabia
and	and	and
other	other	other
Arab	arab	Arab
states	state	state
criticised	criticis	criticised
Iran	iran	Iran
and	and	and
its	it	it
Lebanese	lebanes	Lebanese
Shi	shi	Shi
ite	ite	ite
Muslim	muslim	Muslim
ally	alli	ally
Hezbollah	hezbollah	Hezbollah
at	at	at
talks	talk	talk
in	in	in
Cairo	cairo	Cairo
on	on	on
Sunday	sunday	Sunday
,	,	,
calling	call	calling
for	for	for
a	a	a
united	unit	united
front	front	front
to	to	to
counter	counter	counter
Iranian	iranian	Iranian
influence	influenc	influence
.	.	.

Rouhani	rouhani	Rouhani
also	also	also
highlighted	highlight	highlighted
the	the	the
importance	import	importance
of	of	of
maintaining	maintain	maintaining
stability	stabil	stability
in	in	in
Lebanon	lebanon	Lebanon
and	and	and
,	,	,
in	in	in
the	the	the
phone	phone	phone
call	call	call
with	with	with
Macron	macron	Macron
,	,	,
noted	note	noted
what	what	what
he	he	he
characterized	character	characterized
as	as	a
the	the	the
threat	threat	threat
posed	pose	posed
by	by	by
Israel	israel	Israel
.	.	.

Hezbollah	hezbollah	Hezbollah
are	are	are
a	a	a
part	part	part
of	of	of
the	the	the
Lebanese	lebanes	Lebanese
people	peopl	people
and	and	and
are	are	are
incredibly	incred	incredibly
loved	love	loved
in	in	in
this	this	this
country	countri	country
.	.	.

Their	their	Their
weapons	weapon	weapon
are	are	are
only	onli	only
defensive	defens	defensive
and	and	and
are	are	are
only	onli	only
for	for	for
use	use	use
in	in	in
the	the	the
face	face	face
of	of	of
a	a	a
potential	potenti	potential
attack	attack	attack
,	,	,
Rouhani	rouhani	Rouhani
said	said	said
.	.	.

Now	now	Now
we	we	we
have	have	have
to	to	to
try	tri	try
so	so	so
the	the	the
Lebanese	lebanes	Lebanese
groups	group	group
can	can	can
,	,	,
with	with	with
security	secur	security
,	,	,
have	have	have
a	a	a
government	govern	government
that	that	that
can	can	can
help	help	help
advance	advanc	advance
their	their	their
country	countri	country
.	.	.

Macron	macron	Macron
,	,	,
whose	whose	whose
country	countri	country
has	has	ha
called	call	called
for	for	for
Hezbollah	hezbollah	Hezbollah
to	to	to
disarm	disarm	disarm
,	,	,
has	has	ha
tried	tri	tried
to	to	to
mediate	mediat	mediate
in	in	in
a	a	a
regional	region	regional
crisis	crisi	crisis
that	that	that
erupted	erupt	erupted
after	after	after
Lebanese	lebanes	Lebanese
Prime	prime	Prime
Minister	minist	Minister
Saad	saad	Saad
al	al	al
-Hariri	-hariri	-Hariri
announced	announc	announced
his	his	his
resignation	resign	resignation
in	in	in
a	a	a
broadcast	broadcast	broadcast
from	from	from
Saudi	saudi	Saudi
Arabia	arabia	Arabia
on	on	on
Nov	nov	Nov
.	.	.

4	4	4
,	,	,
accusing	accus	accusing
Tehran	tehran	Tehran
and	and	and
Hezbollah	hezbollah	Hezbollah
-	-	-
which	which	which
was	was	wa
part	part	part
of	of	of
his	his	his
coalition	coalit	coalition
government	govern	government
-	-	-
of	of	of
sowing	sow	sowing
strife	strife	strife
across	across	across
the	the	the
Middle	middl	Middle
East	east	East
.	.	.

Macron	macron	Macron
spoke	spoke	spoke
on	on	on
Monday	monday	Monday
with	with	with
Netanyahu	netanyahu	Netanyahu
,	,	,
who	who	who
is	is	is
due	due	due
in	in	in
Paris	pari	Paris
in	in	in
December	decemb	December
,	,	,
according	accord	according
to	to	to
diplomatic	diplomat	diplomatic
sources	sourc	source
.	.	.

According	accord	According
to	to	to
the	the	the
Iranian	iranian	Iranian
state	state	state
media	media	medium
,	,	,
Macron	macron	Macron
invited	invit	invited
Rouhani	rouhani	Rouhani
to	to	to
Paris	pari	Paris
for	for	for
a	a	a
climate	climat	climate
summit	summit	summit
on	on	on
Dec	dec	Dec
.	.	.

12	12	12
.	.	.

Macron	macron	Macron
s	s	s
office	offic	office
did	did	did
not	not	not
respond	respond	respond
when	when	when
asked	ask	asked
to	to	to
confirm	confirm	confirm
the	the	the
invite	invit	invite
.	.	.

