NEW	new	NEW
part	part	part
of	of	of
a	a	a
debt	debt	debt
restructuring	restructur	restructuring
,	,	,
valued	valu	valued
the	the	the
building	build	building
at	at	at
just	just	just
US	us	US
820m	820m	820m
.	.	.
Kroll	kroll	Kroll
,	,	,
which	which	which
said	said	said
the	the	the
building	build	building
was	was	wa
20	20	20
vacant	vacant	vacant
as	as	a
of	of	of
July	juli	July
2016	2016	2016
,	,	,
valued	valu	valued
the	the	the
property	properti	property
at	at	at
US	us	US
982	982	982
.	.	.
1m	1m	1m
.	.	.
Kushner	kushner	Kushner
and	and	and
his	his	his
partners	partner	partner
in	in	in
666	666	666
Fifth	fifth	Fifth
took	took	took
out	out	out
US	us	US
1	1	1
.	.	.
2bn	2bn	2bn
of	of	of
senior	senior	senior
debt	debt	debt
to	to	to
buy	buy	buy
the	the	the
property	properti	property
,	,	,
which	which	which
was	was	wa
later	later	later
packaged	packag	packaged
and	and	and
sold	sold	sold
into	into	into
three	three	three
CMBS	cmbs	CMBS
deals	deal	deal
.	.	.
It	it	It
is	is	is
not	not	not
clear	clear	clear
what	what	what
the	the	the
divestiture	divestitur	divestiture
means	mean	mean
for	for	for
the	the	the
debt	debt	debt
on	on	on
the	the	the
property	properti	property
.	.	.
The	the	The
senior	senior	senior
debt	debt	debt
was	was	wa
restructured	restructur	restructured
in	in	in
2011	2011	2011
and	and	and
extended	extend	extended
to	to	to
February	februari	February
2019	2019	2019
.	.	.
As	as	As
part	part	part
of	of	of
the	the	the
restructuring	restructur	restructuring
,	,	,
Kushner	kushner	Kushner
brought	brought	brought
in	in	in
Vornado	vornado	Vornado
Realty	realti	Realty
as	as	a
a	a	a
partner	partner	partner
.	.	.
A	a	A
call	call	call
and	and	and
email	email	email
to	to	to
Vornado	vornado	Vornado
was	was	wa
not	not	not
immediately	immedi	immediately
returned	return	returned
.	.	.
