PHNOM	phnom	PHNOM
cannot	cannot	cannot
survive	surviv	survive
without	without	without
that	that	that
legitimacy	legitimaci	legitimacy
,	,	,
she	she	she
told	told	told
Reuters	reuter	Reuters
.	.	.
Cambodia	cambodia	Cambodia
would	would	would
become	becom	become
a	a	a
pariah	pariah	pariah
state	state	state
if	if	if
the	the	the
government	govern	government
doesn	doesn	doesn
t	t	t
reverse	revers	reverse
course	cours	course
soon	soon	soon
.	.	.
Western	western	Western
countries	countri	country
have	have	have
called	call	called
for	for	for
the	the	the
release	releas	release
of	of	of
Kem	kem	Kem
Sokha	sokha	Sokha
and	and	and
have	have	have
intensified	intensifi	intensified
lobbying	lobbi	lobbying
.	.	.
In	in	In
an	an	an
unusually	unusu	unusually
direct	direct	direct
statement	statement	statement
from	from	from
Japan	japan	Japan
,	,	,
visiting	visit	visiting
vice	vice	vice
minister	minist	minister
for	for	for
foreign	foreign	foreign
affairs	affair	affair
Iwao	iwao	Iwao
Horii	horii	Horii
called	call	called
on	on	on
Thursday	thursday	Thursday
for	for	for
a	a	a
free	free	free
and	and	and
fair	fair	fair
election	elect	election
next	next	next
year	year	year
.	.	.
Japan	japan	Japan
is	is	is
Cambodia	cambodia	Cambodia
s	s	s
biggest	biggest	biggest
aid	aid	aid
donor	donor	donor
after	after	after
China	china	China
.	.	.
He	he	He
expressed	express	expressed
the	the	the
expectation	expect	expectation
that	that	that
Cambodia	cambodia	Cambodia
s	s	s
next	next	next
national	nation	national
election	elect	election
will	will	will
be	be	be
conducted	conduct	conducted
in	in	in
a	a	a
free	free	free
and	and	and
fair	fair	fair
manner	manner	manner
,	,	,
Hironori	hironori	Hironori
Suzuki	suzuki	Suzuki
,	,	,
Counsellor	counsellor	Counsellor
at	at	at
the	the	the
Japanese	japanes	Japanese
Embassy	embassi	Embassy
,	,	,
said	said	said
in	in	in
an	an	an
email	email	email
to	to	to
Reuters	reuter	Reuters
.	.	.
He	he	He
expected	expect	expected
that	that	that
the	the	the
general	general	general
election	elect	election
would	would	would
be	be	be
held	held	held
in	in	in
a	a	a
way	way	way
that	that	that
the	the	the
international	intern	international
community	communiti	community
will	will	will
welcome	welcom	welcome
.	.	.
Hun	hun	Hun
Sen	sen	Sen
has	has	ha
been	been	been
increasingly	increas	increasingly
isolated	isol	isolated
from	from	from
Western	western	Western
donor	donor	donor
pressure	pressur	pressure
by	by	by
his	his	his
strong	strong	strong
relationship	relationship	relationship
with	with	with
China	china	China
,	,	,
which	which	which
has	has	ha
become	becom	become
by	by	by
far	far	far
the	the	the
biggest	biggest	biggest
giver	giver	giver
of	of	of
foreign	foreign	foreign
aid	aid	aid
as	as	a
well	well	well
as	as	a
the	the	the
biggest	biggest	biggest
investor	investor	investor
in	in	in
Cambodia	cambodia	Cambodia
.	.	.
