NEW	new	NEW
Democratic	democrat	Democratic
Party	parti	Party
unity	uniti	unity
.	.	.

On	on	On
Twitter	twitter	Twitter
over	over	over
the	the	the
weekend	weekend	weekend
,	,	,
Warren	warren	Warren
echoed	echo	echoed
that	that	that
call	call	call
and	and	and
emphasized	emphas	emphasized
the	the	the
importance	import	importance
of	of	of
the	the	the
party	parti	party
coming	come	coming
together	togeth	together
to	to	to
beat	beat	beat
Trump	trump	Trump
.	.	.

Get	get	Get
ready	readi	ready
,	,	,
Donald	donald	Donald
,	,	,
Warren	warren	Warren
tweeted	tweet	tweeted
.	.	.

We	we	We
re	re	re
coming	come	coming
.	.	.
Warren	warren	Warren
,	,	,
who	who	who
represents	repres	represents
Massachusetts	massachusett	Massachusetts
in	in	in
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Senate	senat	Senate
,	,	,
has	has	ha
stayed	stay	stayed
neutral	neutral	neutral
in	in	in
the	the	the
Democratic	democrat	Democratic
primary	primari	primary
race	race	race
,	,	,
notably	notabl	notably
remaining	remain	remaining
the	the	the
only	onli	only
woman	woman	woman
senator	senat	senator
not	not	not
throwing	throw	throwing
her	her	her
support	support	support
behind	behind	behind
the	the	the
first	first	first
woman	woman	woman
presidential	presidenti	presidential
nominee	nomine	nominee
of	of	of
a	a	a
major	major	major
U	u	U
.	.	.
S	s	S
.	.	.
political	polit	political
party	parti	party
.	.	.

Were	were	Were
she	she	she
to	to	to
join	join	join
the	the	the
Clinton	clinton	Clinton
ticket	ticket	ticket
,	,	,
she	she	she
could	could	could
help	help	help
energize	energ	energize
progressives	progress	progressive
and	and	and
win	win	win
over	over	over
supporters	support	supporter
of	of	of
Clinton	clinton	Clinton
s	s	s
rival	rival	rival
Bernie	berni	Bernie
Sanders	sander	Sanders
,	,	,
a	a	a
democratic	democrat	democratic
socialist	socialist	socialist
U	u	U
.	.	.
S	s	S
.	.	.
senator	senat	senator
from	from	from
Vermont	vermont	Vermont
.	.	.

Sanders	sander	Sanders
calls	call	call
for	for	for
reining	rein	reining
in	in	in
Wall	wall	Wall
Street	street	Street
and	and	and
breaking	break	breaking
up	up	up
big	big	big
banks	bank	bank
dovetail	dovetail	dovetail
with	with	with
Warren	warren	Warren
s	s	s
views	view	view
.	.	.

An	an	An
ongoing	ongo	ongoing
feud	feud	feud
with	with	with
Trump	trump	Trump
gained	gain	gained
steam	steam	steam
on	on	on
social	social	social
media	media	medium
with	with	with
a	a	a
series	seri	series
of	of	of
posts	post	post
in	in	in
which	which	which
she	she	she
labeled	label	labeled
the	the	the
celebrity	celebr	celebrity
businessman	businessman	businessman
racist	racist	racist
,	,	,
sexist	sexist	sexist
and	and	and
xenophobic	xenophob	xenophobic
and	and	and
said	said	said
she	she	she
was	was	wa
going	go	going
to	to	to
fight	fight	fight
to	to	to
make	make	make
sure	sure	sure
his	his	his
toxic	toxic	toxic
stew	stew	stew
of	of	of
hatred	hatr	hatred
and	and	and
insecurity	insecur	insecurity
never	never	never
reaches	reach	reach
the	the	the
White	white	White
House	hous	House
.	.	.
Warren	warren	Warren
joined	join	joined
Clinton	clinton	Clinton
late	late	late
last	last	last
month	month	month
in	in	in
criticizing	critic	criticizing
Trump	trump	Trump
for	for	for
rooting	root	rooting
for	for	for
the	the	the
2008	2008	2008
financial	financi	financial
crisis	crisi	crisis
and	and	and
delivered	deliv	delivered
a	a	a
10	10	10
-minute	-minut	-minute
invective	invect	invective
on	on	on
the	the	the
subject	subject	subject
at	at	at
an	an	an
annual	annual	annual
Washington	washington	Washington
gala	gala	gala
two	two	two
weeks	week	week
ago	ago	ago
.	.	.

What	what	What
kind	kind	kind
of	of	of
a	a	a
man	man	man
roots	root	root
for	for	for
people	peopl	people
to	to	to
get	get	get
thrown	thrown	thrown
out	out	out
of	of	of
their	their	their
house	hous	house
?	?	?

I	i	I
ll	ll	ll
tell	tell	tell
you	you	you
exactly	exact	exactly
what	what	what
kind	kind	kind
of	of	of
man	man	man
does	doe	doe
that	that	that
,	,	,
Warren	warren	Warren
said	said	said
.	.	.

It	it	It
is	is	is
a	a	a
man	man	man
who	who	who
cares	care	care
about	about	about
no	no	no
one	one	one
but	but	but
himself	himself	himself
-	-	-
a	a	a
small	small	small
insecure	insecur	insecure
money	money	money
-grubber	-grubber	-grubber
who	who	who
doesn	doesn	doesn
t	t	t
care	care	care
who	who	who
gets	get	get
hurt	hurt	hurt
so	so	so
long	long	long
as	as	a
he	he	he
makes	make	make
a	a	a
profit	profit	profit
off	off	off
it	it	it
.	.	.
Trump	trump	Trump
has	has	ha
ridiculed	ridicul	ridiculed
Warren	warren	Warren
by	by	by
calling	call	calling
her	her	her
Pocahontas	pocahonta	Pocahontas
in	in	in
a	a	a
mocking	mock	mocking
reference	refer	reference
to	to	to
her	her	her
having	have	having
said	said	said
in	in	in
the	the	the
past	past	past
that	that	that
she	she	she
had	had	had
Native	nativ	Native
American	american	American
ancestry	ancestri	ancestry
.	.	.

Pocahontas	pocahonta	Pocahontas
was	was	wa
a	a	a
famous	famous	famous
Native	nativ	Native
American	american	American
in	in	in
early	earli	early
colonial	coloni	colonial
Virginia	virginia	Virginia
.	.	.

Warren	warren	Warren
is	is	is
due	due	due
to	to	to
speak	speak	speak
to	to	to
the	the	the
American	american	American
Constitution	constitut	Constitution
Society	societi	Society
,	,	,
a	a	a
progressive	progress	progressive
legal	legal	legal
group	group	group
,	,	,
on	on	on
Thursday	thursday	Thursday
at	at	at
a	a	a
time	time	time
when	when	when
Democrats	democrat	Democrats
and	and	and
some	some	some
Republicans	republican	Republicans
have	have	have
criticized	critic	criticized
Trump	trump	Trump
s	s	s
comments	comment	comment
about	about	about
Mexican	mexican	Mexican
-American	-american	-American
Judge	judg	Judge
Gonzalo	gonzalo	Gonzalo
Curiel	curiel	Curiel
.	.	.

