NEW	new	NEW
standpoint	standpoint	standpoint
.	.	.
On	on	On
timing	time	timing
for	for	for
audit	audit	audit
-the-Fed	-the-f	-the-Fed
legislation	legisl	legislation
It	it	It
s	s	s
not	not	not
my	my	my
highest	highest	highest
priority	prioriti	priority
.	.	.

I	i	I
have	have	have
other	other	other
priorities	prioriti	priority
like	like	like
rebuild	rebuild	rebuild
our	our	our
military	militari	military
.	.	.

.	.	.
.	.	.
.	.	.

It	it	It
s	s	s
not	not	not
my	my	my
number	number	number
one	one	one
priority	prioriti	priority
.	.	.

But	but	But
certainly	certain	certainly
it	it	it
s	s	s
one	one	one
of	of	of
the	the	the
things	thing	thing
that	that	that
we	we	we
ll	ll	ll
be	be	be
doing	do	doing
.	.	.
On	on	On
replacing	replac	replacing
Fed	fed	Fed
Chair	chair	Chair
Janet	janet	Janet
Yellen	yellen	Yellen
I	i	I
m	m	m
not	not	not
a	a	a
person	person	person
that	that	that
thinks	think	think
Janet	janet	Janet
Yellen	yellen	Yellen
is	is	is
doing	do	doing
a	a	a
bad	bad	bad
job	job	job
.	.	.

I	i	I
happen	happen	happen
to	to	to
be	be	be
a	a	a
low	low	low
interest	interest	interest
rate	rate	rate
person	person	person
,	,	,
unless	unless	unless
inflation	inflat	inflation
rears	rear	rear
its	it	it
ugly	ugli	ugly
head	head	head
,	,	,
which	which	which
could	could	could
happen	happen	happen
at	at	at
some	some	some
point	point	point
.	.	.

It	it	It
doesn	doesn	doesn
t	t	t
seem	seem	seem
like	like	like
it	it	it
s	s	s
happening	happen	happening
any	ani	any
time	time	time
soon	soon	soon
.	.	.

I	i	I
don	don	don
t	t	t
think	think	think
I	i	I
want	want	want
to	to	to
at	at	at
this	this	this
point	point	point
-	-	-
I	i	I
mean	mean	mean
,	,	,
number	number	number
one	one	one
,	,	,
she	she	she
s	s	s
got	got	got
time	time	time
left	left	left
.	.	.
I	i	I
would	would	would
rather	rather	rather
have	have	have
a	a	a
Republican	republican	Republican
in	in	in
the	the	the
position	posit	position
,	,	,
but	but	but
I	i	I
am	am	am
not	not	not
the	the	the
enemy	enemi	enemy
of	of	of
Janet	janet	Janet
Yellen	yellen	Yellen
.	.	.

.	.	.
.	.	.
.	.	.

Look	look	Look
,	,	,
if	if	if
interest	interest	interest
rates	rate	rate
were	were	were
raised	rais	raised
and	and	and
if	if	if
the	the	the
dollar	dollar	dollar
went	went	went
up	up	up
more	more	more
,	,	,
we	we	we
d	d	d
be	be	be
doing	do	doing
no	no	no
business	busi	business
.	.	.

We	we	We
re	re	re
being	be	being
killed	kill	killed
by	by	by
other	other	other
countries	countri	country
devaluing	devalu	devaluing
their	their	their
currencies	currenc	currency
.	.	.
On	on	On
the	the	the
Paris	pari	Paris
accords	accord	accord
Not	not	Not
a	a	a
big	big	big
fan	fan	fan
.	.	.

No	no	No
.	.	.
Not	not	Not
a	a	a
big	big	big
fan	fan	fan
because	becaus	because
other	other	other
countries	countri	country
don	don	don
t	t	t
adhere	adher	adhere
to	to	to
it	it	it
and	and	and
China	china	China
doesn	doesn	doesn
t	t	t
adhere	adher	adhere
to	to	to
it	it	it
,	,	,
and	and	and
China	china	China
s	s	s
spewing	spew	spewing
into	into	into
the	the	the
atmosphere	atmospher	atmosphere
.	.	.
Take	take	Take
a	a	a
look	look	look
at	at	at
China	china	China
with	with	with
certain	certain	certain
agreements	agreement	agreement
where	where	where
they	they	they
have	have	have
to	to	to
do	do	do
it	it	it
within	within	within
30	30	30
years	year	year
,	,	,
and	and	and
we	we	we
have	have	have
to	to	to
do	do	do
it	it	it
almost	almost	almost
immediately	immedi	immediately
.	.	.

You	you	You
understand	understand	understand
what	what	what
I	i	I
mean	mean	mean
by	by	by
that	that	that
?	?	?

The	the	The
agreements	agreement	agreement
are	are	are
not	not	not
fair	fair	fair
agreements	agreement	agreement
,	,	,
number	number	number
one	one	one
.	.	.

And	and	And
I	i	I
would	would	would
say	say	say
that	that	that
I	i	I
will	will	will
be	be	be
looking	look	looking
at	at	at
that	that	that
very	veri	very
,	,	,
very	veri	very
seriously	serious	seriously
,	,	,
and	and	and
at	at	at
a	a	a
minimum	minimum	minimum
,	,	,
I	i	I
will	will	will
be	be	be
renegotiating	renegoti	renegotiating
those	those	those
agreements	agreement	agreement
.	.	.

At	at	At
a	a	a
minimum	minimum	minimum
.	.	.

Ok	ok	Ok
?	?	?

And	and	And
at	at	at
a	a	a
maximum	maximum	maximum
,	,	,
I	i	I
may	may	may
do	do	do
something	someth	something
else	els	else
.	.	.

But	but	But
those	those	those
agreements	agreement	agreement
are	are	are
one	one	one
-sided	-side	-sided
agreements	agreement	agreement
,	,	,
and	and	and
they	they	they
re	re	re
bad	bad	bad
for	for	for
the	the	the
United	unit	United
States	state	States
.	.	.
On	on	On
devaluation	devalu	devaluation
of	of	of
the	the	the
yuan	yuan	yuan
China	china	China
was	was	wa
in	in	in
big	big	big
trouble	troubl	trouble
a	a	a
year	year	year
ago	ago	ago
,	,	,
now	now	now
all	all	all
of	of	of
a	a	a
sudden	sudden	sudden
they	they	they
cut	cut	cut
their	their	their
currency	currenc	currency
.	.	.

They	they	They
re	re	re
taking	take	taking
more	more	more
business	busi	business
out	out	out
of	of	of
the	the	the
United	unit	United
States	state	States
.	.	.

.	.	.
.	.	.
.	.	.

China	china	China
,	,	,
whenever	whenev	whenever
they	they	they
have	have	have
a	a	a
problem	problem	problem
,	,	,
they	they	they
devalue	devalu	devalue
their	their	their
currency	currenc	currency
.	.	.

And	and	And
they	they	they
take	take	take
more	more	more
money	money	money
out	out	out
of	of	of
the	the	the
United	unit	United
States	state	States
.	.	.

Jobs	job	Jobs
,	,	,
money	money	money
,	,	,
product	product	product
.	.	.
Trade	trade	Trade
We	we	We
cannot	cannot	cannot
allow	allow	allow
China	china	China
and	and	and
other	other	other
countries	countri	country
to	to	to
rip	rip	rip
the	the	the
soul	soul	soul
out	out	out
of	of	of
our	our	our
country	countri	country
.	.	.

And	and	And
they	they	they
will	will	will
understand	understand	understand
that	that	that
.	.	.
South	south	South
China	china	China
Sea	sea	Sea
They	they	They
re	re	re
building	build	building
a	a	a
massive	massiv	massive
fortress	fortress	fortress
in	in	in
the	the	the
South	south	South
China	china	China
Sea	sea	Sea
.	.	.

They	they	They
re	re	re
not	not	not
supposed	suppos	supposed
to	to	to
be	be	be
doing	do	doing
that	that	that
.	.	.
On	on	On
Russian	russian	Russian
presence	presenc	presence
in	in	in
Ukraine	ukrain	Ukraine
I	i	I
don	don	don
t	t	t
like	like	like
it	it	it
.	.	.

I	i	I
don	don	don
t	t	t
like	like	like
it	it	it
at	at	at
all	all	all
.	.	.
On	on	On
Russian	russian	Russian
President	presid	President
Vladimir	vladimir	Vladimir
Putin	putin	Putin
Putin	putin	Putin
made	made	made
very	veri	very
nice	nice	nice
statements	statement	statement
about	about	about
me	me	me
.	.	.

Very	veri	Very
strong	strong	strong
,	,	,
very	veri	very
nice	nice	nice
statements	statement	statement
.	.	.

I	i	I
think	think	think
that	that	that
s	s	s
not	not	not
a	a	a
bad	bad	bad
thing	thing	thing
,	,	,
that	that	that
s	s	s
a	a	a
good	good	good
thing	thing	thing
.	.	.

I	i	I
think	think	think
I	i	I
ll	ll	ll
have	have	have
a	a	a
good	good	good
relationship	relationship	relationship
with	with	with
Russia	russia	Russia
,	,	,
and	and	and
I	i	I
may	may	may
not	not	not
.	.	.

And	and	And
the	the	the
fact	fact	fact
that	that	that
he	he	he
s	s	s
said	said	said
good	good	good
things	thing	thing
about	about	about
me	me	me
doesn	doesn	doesn
t	t	t
mean	mean	mean
that	that	that
,	,	,
you	you	you
know	know	know
,	,	,
it	it	it
s	s	s
going	go	going
to	to	to
help	help	help
him	him	him
in	in	in
a	a	a
negotiation	negoti	negotiation
.	.	.

It	it	It
won	won	won
t	t	t
help	help	help
him	him	him
at	at	at
all	all	all
.	.	.

And	and	And
I	i	I
ll	ll	ll
know	know	know
pretty	pretti	pretty
soon	soon	soon
in	in	in
whether	whether	whether
or	or	or
not	not	not
I	i	I
ll	ll	ll
have	have	have
a	a	a
good	good	good
relationship	relationship	relationship
with	with	with
Russia	russia	Russia
.	.	.

But	but	But
wouldn	wouldn	wouldn
t	t	t
it	it	it
be	be	be
wonderful	wonder	wonderful
if	if	if
we	we	we
actually	actual	actually
did	did	did
have	have	have
a	a	a
good	good	good
relationship	relationship	relationship
with	with	with
foreign	foreign	foreign
countries	countri	country
as	as	a
opposed	oppos	opposed
to	to	to
the	the	the
way	way	way
they	they	they
re	re	re
treating	treat	treating
us	us	u
now	now	now
?	?	?
Everyone	everyon	Everyone
knows	know	know
.	.	.

You	you	You
know	know	know
on	on	on
Nov	nov	Nov
.	.	.

1	1	1
,	,	,
they	they	they
re	re	re
going	go	going
to	to	to
announce	announc	announce
new	new	new
-	-	-
the	the	the
numbers	number	number
are	are	are
going	go	going
to	to	to
come	come	come
out	out	out
for	for	for
Obamacare	obamacar	Obamacare
.	.	.

They	they	They
are	are	are
going	go	going
to	to	to
be	be	be
catastrophic	catastroph	catastrophic
.	.	.
It	it	It
s	s	s
beyond	beyond	beyond
terrible	terribl	terrible
healthcare	healthcar	healthcare
.	.	.

And	and	And
Obamacare	obamacar	Obamacare
in	in	in
17	17	17
collapses	collaps	collapse
.	.	.

Don	don	Don
t	t	t
forget	forget	forget
,	,	,
Obama	obama	Obama
pushed	push	pushed
everything	everyth	everything
to	to	to
17	17	17
because	becaus	because
he	he	he
ll	ll	ll
be	be	be
out	out	out
on	on	on
the	the	the
golf	golf	golf
course	cours	course
.	.	.

He	he	He
ll	ll	ll
be	be	be
playing	play	playing
a	a	a
nice	nice	nice
round	round	round
of	of	of
golf	golf	golf
someplace	someplac	someplace
.	.	.

Obamacare	obamacar	Obamacare
is	is	is
part	part	part
of	of	of
the	the	the
bubble	bubbl	bubble
problem	problem	problem
.	.	.

Now	now	Now
,	,	,
we	we	we
re	re	re
going	go	going
to	to	to
terminate	termin	terminate
Obamacare	obamacar	Obamacare
,	,	,
and	and	and
we	we	we
re	re	re
going	go	going
to	to	to
replace	replac	replace
it	it	it
with	with	with
something	someth	something
much	much	much
better	better	better
and	and	and
much	much	much
less	less	le
expensive	expens	expensive
.	.	.
Well	well	Well
,	,	,
the	the	the
lines	line	line
are	are	are
very	veri	very
important	import	important
.	.	.

The	the	The
lines	line	line
meaning	mean	meaning
the	the	the
state	state	state
borders	border	border
.	.	.

These	these	These
people	peopl	people
are	are	are
protected	protect	protected
from	from	from
competition	competit	competition
.	.	.

And	and	And
you	you	you
go	go	go
to	to	to
these	these	these
states	state	state
and	and	and
they	they	they
have	have	have
-	-	-
it	it	it
s	s	s
almost	almost	almost
like	like	like
a	a	a
monopoly	monopoli	monopoly
in	in	in
many	mani	many
of	of	of
the	the	the
states	state	state
.	.	.

You	you	You
have	have	have
to	to	to
get	get	get
rid	rid	rid
of	of	of
the	the	the
lines	line	line
.	.	.

And	and	And
they	they	they
almost	almost	almost
did	did	did
it	it	it
with	with	with
Obamacare	obamacar	Obamacare
.	.	.

It	it	It
almost	almost	almost
worked	work	worked
out	out	out
.	.	.

I	i	I
think	think	think
that	that	that
Medicaid	medicaid	Medicaid
should	should	should
be	be	be
sent	sent	sent
to	to	to
the	the	the
states	state	state
.	.	.

Ok	ok	Ok
?	?	?

Let	let	Let
them	them	them
work	work	work
it	it	it
.	.	.
It	it	It
s	s	s
very	veri	very
important	import	important
that	that	that
we	we	we
protect	protect	protect
Social	social	Social
Security	secur	Security
and	and	and
our	our	our
Medicare	medicar	Medicare
without	without	without
cuts	cut	cut
.	.	.

And	and	And
I	i	I
m	m	m
the	the	the
only	onli	only
Republican	republican	Republican
that	that	that
says	say	say
that	that	that
.	.	.
I	i	I
think	think	think
he	he	he
was	was	wa
inappropriate	inappropri	inappropriate
.	.	.

I	i	I
think	think	think
he	he	he
was	was	wa
totally	total	totally
inappropriate	inappropri	inappropriate
.	.	.

He	he	He
s	s	s
got	got	got
plenty	plenti	plenty
of	of	of
problems	problem	problem
,	,	,
and	and	and
I	i	I
think	think	think
he	he	he
was	was	wa
inappropriate	inappropri	inappropriate
.	.	.

So	so	So
that	that	that
s	s	s
fine	fine	fine
.	.	.
.	.	.
.	.	.

I	i	I
m	m	m
sure	sure	sure
I	i	I
ll	ll	ll
have	have	have
a	a	a
good	good	good
relationship	relationship	relationship
with	with	with
him	him	him
.	.	.

