JERUSALEM	jerusalem	JERUSALEM
Asked	ask	Asked
by	by	by
Reuters	reuter	Reuters
for	for	for
clarification	clarif	clarification
,	,	,
an	an	an
Israeli	isra	Israeli
security	secur	security
official	offici	official
said	said	said
only	onli	only
that	that	that
the	the	the
people	peopl	people
with	with	with
whom	whom	whom
Amin	amin	Amin
was	was	wa
accused	accus	accused
of	of	of
communicating	communic	communicating
were	were	were
not	not	not
her	her	her
relatives	relat	relative
,	,	,
and	and	and
were	were	were
inside	insid	inside
Iran	iran	Iran
.	.	.

Amin	amin	Amin
was	was	wa
not	not	not
under	under	under
arrest	arrest	arrest
,	,	,
said	said	said
the	the	the
Israeli	isra	Israeli
official	offici	official
,	,	,
who	who	who
requested	request	requested
anonymity	anonym	anonymity
,	,	,
adding	ad	adding
Whether	whether	Whether
there	there	there
is	is	is
a	a	a
criminal	crimin	criminal
case	case	case
here	here	here
is	is	is
still	still	still
being	be	being
investigated	investig	investigated
.	.	.

Amin	amin	Amin
later	later	later
told	told	told
Reuters	reuter	Reuters
she	she	she
had	had	had
been	been	been
questioned	question	questioned
for	for	for
eight	eight	eight
days	day	day
over	over	over
her	her	her
contacts	contact	contact
with	with	with
a	a	a
person	person	person
she	she	she
believed	believ	believed
was	was	wa
an	an	an
Israeli	isra	Israeli
intelligence	intellig	intelligence
agent	agent	agent
,	,	,
but	but	but
who	who	who
her	her	her
Shin	shin	Shin
Bet	bet	Bet
interrogators	interrog	interrogator
told	told	told
her	her	her
was	was	wa
in	in	in
fact	fact	fact
an	an	an
Iranian	iranian	Iranian
government	govern	government
operative	oper	operative
.	.	.

A	a	A
Farsi	farsi	Farsi
-speaking	-speak	-speaking
man	man	man
had	had	had
called	call	called
her	her	her
in	in	in
Turkey	turkey	Turkey
,	,	,
describing	describ	describing
himself	himself	himself
as	as	a
an	an	an
Israeli	isra	Israeli
intelligence	intellig	intelligence
officer	offic	officer
who	who	who
wanted	want	wanted
to	to	to
protect	protect	protect
her	her	her
from	from	from
Ankara	ankara	Ankara
s	s	s
security	secur	security
services	servic	service
,	,	,
she	she	she
said	said	said
,	,	,
adding	ad	adding
that	that	that
they	they	they
stayed	stay	stayed
in	in	in
touch	touch	touch
after	after	after
she	she	she
moved	move	moved
to	to	to
Israel	israel	Israel
.	.	.

Whenever	whenev	Whenever
the	the	the
man	man	man
phoned	phone	phoned
,	,	,
Amin	amin	Amin
said	said	said
,	,	,
his	his	his
number	number	number
came	came	came
up	up	up
on	on	on
her	her	her
screen	screen	screen
with	with	with
an	an	an
Israeli	isra	Israeli
prefix	prefix	prefix
.	.	.

They	they	They
never	never	never
met	met	met
,	,	,
she	she	she
said	said	said
.	.	.

They	they	They
told	told	told
me	me	me
I	i	I
am	am	am
innocent	innoc	innocent
as	as	a
I	i	I
have	have	have
been	been	been
in	in	in
touch	touch	touch
with	with	with
an	an	an
impostor	impostor	impostor
,	,	,
without	without	without
knowing	know	knowing
it	it	it
,	,	,
she	she	she
said	said	said
.	.	.

I	i	I
have	have	have
spoken	spoken	spoken
to	to	to
this	this	this
man	man	man
,	,	,
but	but	but
I	i	I
have	have	have
done	done	done
nothing	noth	nothing
against	against	against
Israel	israel	Israel
s	s	s
security	secur	security
.	.	.

