SAN	san	SAN
Rico	rico	Rico
,	,	,
under	under	under
a	a	a
locally	local	locally
written	written	written
debt	debt	debt
moratorium	moratorium	moratorium
law	law	law
,	,	,
to	to	to
suspend	suspend	suspend
some	some	some
of	of	of
the	the	the
2	2	2
billion	billion	billion
in	in	in
debt	debt	debt
payments	payment	payment
due	due	due
on	on	on
Friday	friday	Friday
.	.	.

The	the	The
developments	develop	development
on	on	on
Friday	friday	Friday
represent	repres	represent
the	the	the
nadir	nadir	nadir
of	of	of
a	a	a
decade	decad	decade
-long	-long	-long
effort	effort	effort
by	by	by
Puerto	puerto	Puerto
Rico	rico	Rico
to	to	to
avoid	avoid	avoid
economic	econom	economic
collapse	collaps	collapse
.	.	.

The	the	The
island	island	island
is	is	is
hamstrung	hamstrung	hamstrung
by	by	by
emigration	emigr	emigration
and	and	and
a	a	a
45	45	45
percent	percent	percent
poverty	poverti	poverty
rate	rate	rate
.	.	.

Even	even	Even
if	if	if
the	the	the
Commonwealth	commonwealth	Commonwealth
were	were	were
to	to	to
devote	devot	devote
every	everi	every
last	last	last
penny	penni	penny
in	in	in
the	the	the
accounts	account	account
to	to	to
debt	debt	debt
service	servic	service
on	on	on
July	juli	July
1	1	1
,	,	,
it	it	it
would	would	would
still	still	still
owe	owe	owe
holders	holder	holder
of	of	of
the	the	the
public	public	public
debt	debt	debt
hundreds	hundr	hundred
of	of	of
millions	million	million
of	of	of
dollars	dollar	dollar
,	,	,
the	the	the
GDB	gdb	GDB
said	said	said
in	in	in
a	a	a
statement	statement	statement
on	on	on
Friday	friday	Friday
.	.	.

Some	some	Some
of	of	of
the	the	the
debt	debt	debt
expected	expect	expected
to	to	to
be	be	be
defaulted	default	defaulted
upon	upon	upon
such	such	such
as	as	a
PBA	pba	PBA
Public	public	Public
Building	build	Building
Authority	author	Authority
ex	ex	ex
-series	-seri	-series
L	l	L
bonds	bond	bond
will	will	will
be	be	be
mostly	most	mostly
covered	cover	covered
by	by	by
reserve	reserv	reserve
funds	fund	fund
held	held	held
by	by	by
the	the	the
trustee	truste	trustee
bank	bank	bank
.	.	.

Nearly	near	Nearly
all	all	all
of	of	of
the	the	the
payments	payment	payment
due	due	due
on	on	on
the	the	the
Puerto	puerto	Puerto
Rico	rico	Rico
Infrastructure	infrastructur	Infrastructure
Financing	financ	Financing
Authority	author	Authority
PRIFA	prifa	PRIFA
Bond	bond	Bond
Anticipation	anticip	Anticipation
Notes	note	Notes
BANs	ban	BANs
will	will	will
be	be	be
covered	cover	covered
by	by	by
reserve	reserv	reserve
funds	fund	fund
as	as	a
well	well	well
.	.	.

If	if	If
some	some	some
of	of	of
the	the	the
debt	debt	debt
is	is	is
covered	cover	covered
by	by	by
insurance	insur	insurance
policies	polici	policy
,	,	,
some	some	some
creditors	creditor	creditor
could	could	could
receive	receiv	receive
a	a	a
portion	portion	portion
of	of	of
their	their	their
payments	payment	payment
.	.	.

The	the	The
GDB	gdb	GDB
,	,	,
Puerto	puerto	Puerto
Rico	rico	Rico
s	s	s
primary	primari	primary
fiscal	fiscal	fiscal
agent	agent	agent
,	,	,
said	said	said
the	the	the
island	island	island
has	has	ha
only	onli	only
200	200	200
million	million	million
in	in	in
its	it	it
operating	oper	operating
account	account	account
,	,	,
and	and	and
another	anoth	another
150	150	150
million	million	million
in	in	in
revenue	revenu	revenue
that	that	that
was	was	wa
redirected	redirect	redirected
in	in	in
recent	recent	recent
months	month	month
away	away	away
from	from	from
other	other	other
debt	debt	debt
payments	payment	payment
.	.	.

Even	even	Even
if	if	if
the	the	the
island	island	island
continues	continu	continues
emergency	emerg	emergency
measures	measur	measure
like	like	like
suspending	suspend	suspending
vendor	vendor	vendor
payments	payment	payment
and	and	and
withholding	withhold	withholding
contributions	contribut	contribution
to	to	to
a	a	a
pension	pension	pension
fund	fund	fund
that	that	that
is	is	is
already	alreadi	already
insolvent	insolv	insolvent
,	,	,
the	the	the
operating	oper	operating
account	account	account
will	will	will
still	still	still
run	run	run
out	out	out
of	of	of
cash	cash	cash
in	in	in
30	30	30
to	to	to
60	60	60
days	day	day
,	,	,
the	the	the
GDB	gdb	GDB
said	said	said
.	.	.

We	we	We
knew	knew	knew
this	this	this
day	day	day
would	would	would
come	come	come
,	,	,
that	that	that
they	they	they
would	would	would
default	default	default
,	,	,
and	and	and
it	it	it
is	is	is
here	here	here
.	.	.

It	it	It
was	was	wa
a	a	a
good	good	good
thing	thing	thing
they	they	they
passed	pass	passed
PROMESA	promesa	PROMESA
,	,	,
even	even	even
at	at	at
the	the	the
eleventh	eleventh	eleventh
hour	hour	hour
,	,	,
Ted	ted	Ted
Hampton	hampton	Hampton
,	,	,
senior	senior	senior
credit	credit	credit
officer	offic	officer
at	at	at
Moody	moodi	Moody
s	s	s
Investors	investor	Investors
Service	servic	Service
,	,	,
said	said	said
,	,	,
referring	refer	referring
to	to	to
the	the	the
Puerto	puerto	Puerto
Rico	rico	Rico
Oversight	oversight	Oversight
,	,	,
Management	manag	Management
and	and	and
Economic	econom	Economic
Stability	stabil	Stability
Act	act	Act
PROMESA	promesa	PROMESA
.	.	.

Late	late	Late
on	on	on
Thursday	thursday	Thursday
the	the	the
island	island	island
s	s	s
legislature	legislatur	legislature
approved	approv	approved
an	an	an
8	8	8
.	.	.
9	9	9
billion	billion	billion
fiscal	fiscal	fiscal
2017	2017	2017
budget	budget	budget
,	,	,
which	which	which
now	now	now
awaits	await	awaits
Garcia	garcia	Garcia
Padilla	padilla	Padilla
s	s	s
signature	signatur	signature
.	.	.

In	in	In
the	the	the
wee	wee	wee
hours	hour	hour
of	of	of
Friday	friday	Friday
,	,	,
Puerto	puerto	Puerto
Rico	rico	Rico
released	releas	released
long	long	long
-awaited	-await	-awaited
audited	audit	audited
financial	financi	financial
statements	statement	statement
for	for	for
fiscal	fiscal	fiscal
year	year	year
2014	2014	2014
,	,	,
more	more	more
than	than	than
a	a	a
year	year	year
late	late	late
.	.	.

The	the	The
statements	statement	statement
,	,	,
audited	audit	audited
by	by	by
KPMG	kpmg	KPMG
,	,	,
showed	show	showed
,	,	,
among	among	among
other	other	other
things	thing	thing
,	,	,
that	that	that
Puerto	puerto	Puerto
Rico	rico	Rico
s	s	s
largest	largest	largest
public	public	public
pension	pension	pension
has	has	ha
exhausted	exhaust	exhausted
its	it	it
assets	asset	asset
and	and	and
is	is	is
now	now	now
insolvent	insolv	insolvent
.	.	.

Puerto	puerto	Puerto
Rico	rico	Rico
s	s	s
pensions	pension	pension
have	have	have
among	among	among
the	the	the
largest	largest	largest
funding	fund	funding
gaps	gap	gap
in	in	in
U	u	U
.	.	.
S	s	S
.	.	.
history	histori	history
.	.	.

When	when	When
I	i	I
entered	enter	entered
office	offic	office
,	,	,
Puerto	puerto	Puerto
Rico	rico	Rico
was	was	wa
property	properti	property
of	of	of
Wall	wall	Wall
Street	street	Street
,	,	,
Garcia	garcia	Garcia
Padilla	padilla	Padilla
said	said	said
,	,	,
adding	ad	adding
Today	today	Today
,	,	,
everybody	everybodi	everybody
concludes	conclud	concludes
that	that	that
we	we	we
have	have	have
been	been	been
telling	tell	telling
the	the	the
truth	truth	truth
about	about	about
Puerto	puerto	Puerto
Rico	rico	Rico
s	s	s
fiscal	fiscal	fiscal
condition	condit	condition
.	.	.

