JOHANNESBURG	johannesburg	JOHANNESBURG
timed	time	timed
to	to	to
appeal	appeal	appeal
to	to	to
the	the	the
more	more	more
populist	populist	populist
members	member	member
of	of	of
the	the	the
party	parti	party
.	.	.
Zuma	zuma	Zuma
,	,	,
who	who	who
has	has	ha
been	been	been
head	head	head
of	of	of
state	state	state
since	sinc	since
2009	2009	2009
and	and	and
ANC	anc	ANC
leader	leader	leader
since	sinc	since
2007	2007	2007
,	,	,
has	has	ha
faced	face	faced
accusations	accus	accusation
that	that	that
have	have	have
damaged	damag	damaged
the	the	the
ANC	anc	ANC
s	s	s
stature	statur	stature
and	and	and
caused	caus	caused
sharp	sharp	sharp
internal	intern	internal
rifts	rift	rift
.	.	.
In	in	In
August	august	August
,	,	,
he	he	he
narrowly	narrowli	narrowly
survived	surviv	survived
another	anoth	another
attempt	attempt	attempt
in	in	in
parliament	parliament	parliament
to	to	to
force	forc	force
him	him	him
from	from	from
office	offic	office
after	after	after
some	some	some
members	member	member
of	of	of
his	his	his
party	parti	party
voted	vote	voted
with	with	with
the	the	the
opposition	opposit	opposition
in	in	in
a	a	a
no	no	no
-confidence	-confid	-confidence
vote	vote	vote
.	.	.
