DETROIT	detroit	DETROIT
tweet	tweet	tweet
came	came	came
hours	hour	hour
before	befor	before
GM	gm	GM
s	s	s
rival	rival	rival
Ford	ford	Ford
Motor	motor	Motor
Co	co	Co
F	f	F
.	.	.
N	n	N
announced	announc	announced
it	it	it
would	would	would
cancel	cancel	cancel
a	a	a
planned	plan	planned
1	1	1
.	.	.
6	6	6
billion	billion	billion
factory	factori	factory
in	in	in
Mexico	mexico	Mexico
and	and	and
would	would	would
invest	invest	invest
700	700	700
million	million	million
at	at	at
a	a	a
Michigan	michigan	Michigan
factory	factori	factory
,	,	,
after	after	after
it	it	it
also	also	also
came	came	came
under	under	under
criticism	critic	criticism
from	from	from
the	the	the
Republican	republican	Republican
president	presid	president
-elect	-elect	-elect
for	for	for
its	it	it
Mexican	mexican	Mexican
investment	invest	investment
plans	plan	plan
.	.	.
Ford	ford	Ford
s	s	s
executive	execut	executive
chairman	chairman	chairman
,	,	,
Bill	bill	Bill
Ford	ford	Ford
Jr	jr	Jr
.	.	.
,	,	,
said	said	said
he	he	he
personally	person	personally
notified	notifi	notified
Trump	trump	Trump
of	of	of
the	the	the
decision	decis	decision
,	,	,
but	but	but
after	after	after
Trump	trump	Trump
s	s	s
early	earli	early
-morning	-morn	-morning
GM	gm	GM
tweet	tweet	tweet
.	.	.
GM	gm	GM
,	,	,
the	the	the
world	world	world
s	s	s
No	no	No
.	.	.
3	3	3
automaker	automak	automaker
,	,	,
said	said	said
it	it	it
sold	sold	sold
about	about	about
190	190	190
,	,	,
000	000	000
Cruze	cruze	Cruze
cars	car	car
in	in	in
the	the	the
United	unit	United
States	state	States
in	in	in
2016	2016	2016
.	.	.
All	all	All
of	of	of
the	the	the
sedan	sedan	sedan
versions	version	version
sold	sold	sold
in	in	in
the	the	the
United	unit	United
States	state	States
,	,	,
or	or	or
about	about	about
185	185	185
,	,	,
500	500	500
,	,	,
were	were	were
built	built	built
at	at	at
its	it	it
plant	plant	plant
in	in	in
Lordstown	lordstown	Lordstown
,	,	,
Ohio	ohio	Ohio
.	.	.
About	about	About
4	4	4
,	,	,
500	500	500
hatchback	hatchback	hatchback
versions	version	version
of	of	of
the	the	the
Cruze	cruze	Cruze
were	were	were
assembled	assembl	assembled
in	in	in
Mexico	mexico	Mexico
and	and	and
sold	sold	sold
in	in	in
the	the	the
United	unit	United
States	state	States
.	.	.
GM	gm	GM
builds	build	build
the	the	the
Chevrolet	chevrolet	Chevrolet
Cruze	cruze	Cruze
hatchback	hatchback	hatchback
for	for	for
global	global	global
markets	market	market
in	in	in
Mexico	mexico	Mexico
,	,	,
with	with	with
a	a	a
small	small	small
number	number	number
sold	sold	sold
in	in	in
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
it	it	it
said	said	said
in	in	in
a	a	a
statement	statement	statement
posed	pose	posed
on	on	on
its	it	it
website	websit	website
.	.	.
The	the	The
Cruze	cruze	Cruze
is	is	is
one	one	one
of	of	of
GM	gm	GM
s	s	s
best	best	best
-selling	-sell	-selling
cars	car	car
,	,	,
although	although	although
its	it	it
sales	sale	sale
numbers	number	number
were	were	were
down	down	down
significantly	signific	significantly
in	in	in
2016	2016	2016
.	.	.
Shares	share	Shares
of	of	of
GM	gm	GM
GM	gm	GM
.	.	.
N	n	N
rose	rose	rose
1	1	1
percent	percent	percent
to	to	to
35	35	35
.	.	.
19	19	19
after	after	after
falling	fall	falling
about	about	about
1	1	1
percent	percent	percent
following	follow	following
Trump	trump	Trump
s	s	s
tweet	tweet	tweet
before	befor	before
the	the	the
market	market	market
opened	open	opened
.	.	.
Since	sinc	Since
winning	win	winning
the	the	the
Nov	nov	Nov
.	.	.
8	8	8
presidential	presidenti	presidential
election	elect	election
,	,	,
Trump	trump	Trump
has	has	ha
targeted	target	targeted
GM	gm	GM
s	s	s
rival	rival	rival
Ford	ford	Ford
Motor	motor	Motor
Co	co	Co
F	f	F
.	.	.
N	n	N
,	,	,
United	unit	United
Technologies	technolog	Technologies
Inc	inc	Inc
UTX	utx	UTX
.	.	.
N	n	N
,	,	,
Boeing	boe	Boeing
Co	co	Co
BA	ba	BA
.	.	.
N	n	N
and	and	and
Lockheed	lockhe	Lockheed
Martin	martin	Martin
Corp	corp	Corp
LMT	lmt	LMT
.	.	.
N	n	N
.	.	.
Trump	trump	Trump
also	also	also
has	has	ha
touted	tout	touted
decisions	decis	decision
by	by	by
companies	compani	company
to	to	to
keep	keep	keep
some	some	some
production	product	production
in	in	in
the	the	the
United	unit	United
States	state	States
,	,	,
including	includ	including
United	unit	United
s	s	s
Carrier	carrier	Carrier
unit	unit	unit
in	in	in
Indiana	indiana	Indiana
.	.	.
In	in	In
this	this	this
case	case	case
,	,	,
the	the	the
tweet	tweet	tweet
was	was	wa
specific	specif	specific
to	to	to
General	general	General
Motors	motor	Motors
.	.	.
But	but	But
I	i	I
think	think	think
you	you	you
ve	ve	ve
seen	seen	seen
an	an	an
overall	overal	overall
philosophy	philosophi	philosophy
during	dure	during
the	the	the
campaign	campaign	campaign
and	and	and
since	sinc	since
he	he	he
was	was	wa
elected	elect	elected
to	to	to
stand	stand	stand
up	up	up
for	for	for
American	american	American
workers	worker	worker
and	and	and
make	make	make
sure	sure	sure
that	that	that
American	american	American
companies	compani	company
don	don	don
t	t	t
benefit	benefit	benefit
from	from	from
moving	move	moving
their	their	their
companies	compani	company
overseas	oversea	overseas
and	and	and
leaving	leav	leaving
American	american	American
workers	worker	worker
behind	behind	behind
,	,	,
Trump	trump	Trump
transition	transit	transition
team	team	team
spokesman	spokesman	spokesman
Sean	sean	Sean
Spicer	spicer	Spicer
said	said	said
.	.	.
Last	last	Last
month	month	month
,	,	,
Trump	trump	Trump
announced	announc	announced
the	the	the
formation	format	formation
of	of	of
a	a	a
council	council	council
to	to	to
advise	advis	advise
him	him	him
on	on	on
job	job	job
creation	creation	creation
comprised	compris	comprised
of	of	of
leaders	leader	leader
from	from	from
a	a	a
variety	varieti	variety
of	of	of
major	major	major
U	u	U
.	.	.
S	s	S
.	.	.
corporations	corpor	corporation
including	includ	including
GM	gm	GM
Chief	chief	Chief
Executive	execut	Executive
Officer	offic	Officer
Mary	mari	Mary
Barra	barra	Barra
.	.	.
GM	gm	GM
said	said	said
in	in	in
2015	2015	2015
it	it	it
would	would	would
build	build	build
its	it	it
next	next	next
-generation	-gener	-generation
Chevrolet	chevrolet	Chevrolet
Cruze	cruze	Cruze
compact	compact	compact
in	in	in
Mexico	mexico	Mexico
as	as	a
automakers	automak	automaker
look	look	look
to	to	to
expand	expand	expand
in	in	in
the	the	the
Latin	latin	Latin
American	american	American
nation	nation	nation
to	to	to
take	take	take
advantage	advantag	advantage
of	of	of
low	low	low
labor	labor	labor
costs	cost	cost
and	and	and
free	free	free
trade	trade	trade
agreements	agreement	agreement
.	.	.
The	the	The
company	compani	company
said	said	said
in	in	in
2015	2015	2015
it	it	it
would	would	would
invest	invest	invest
350	350	350
million	million	million
to	to	to
produce	produc	produce
the	the	the
Cruze	cruze	Cruze
at	at	at
its	it	it
plant	plant	plant
in	in	in
Coahuila	coahuila	Coahuila
as	as	a
part	part	part
of	of	of
the	the	the
5	5	5
billion	billion	billion
investment	invest	investment
in	in	in
its	it	it
Mexican	mexican	Mexican
plants	plant	plant
announced	announc	announced
in	in	in
2014	2014	2014
,	,	,
creating	creat	creating
5	5	5
,	,	,
600	600	600
jobs	job	job
.	.	.
GM	gm	GM
said	said	said
last	last	last
year	year	year
it	it	it
would	would	would
import	import	import
some	some	some
Cruze	cruze	Cruze
cars	car	car
from	from	from
Mexico	mexico	Mexico
.	.	.
Trump	trump	Trump
,	,	,
a	a	a
Republican	republican	Republican
who	who	who
will	will	will
succeed	succeed	succeed
Democratic	democrat	Democratic
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
,	,	,
campaigned	campaign	campaigned
for	for	for
president	presid	president
using	use	using
tough	tough	tough
rhetoric	rhetor	rhetoric
on	on	on
trade	trade	trade
and	and	and
promises	promis	promise
to	to	to
protect	protect	protect
American	american	American
workers	worker	worker
,	,	,
and	and	and
targeted	target	targeted
several	sever	several
companies	compani	company
by	by	by
name	name	name
.	.	.
According	accord	According
to	to	to
Automotive	automot	Automotive
News	news	News
,	,	,
GM	gm	GM
began	began	began
producing	produc	producing
the	the	the
Cruze	cruze	Cruze
in	in	in
Mexico	mexico	Mexico
last	last	last
year	year	year
,	,	,
making	make	making
52	52	52
,	,	,
631	631	631
cars	car	car
there	there	there
.	.	.
In	in	In
comparison	comparison	comparison
,	,	,
it	it	it
built	built	built
319	319	319
,	,	,
536	536	536
of	of	of
them	them	them
in	in	in
the	the	the
United	unit	United
States	state	States
.	.	.
Previous	previous	Previous
versions	version	version
of	of	of
the	the	the
Cruze	cruze	Cruze
sold	sold	sold
in	in	in
Mexico	mexico	Mexico
were	were	were
made	made	made
in	in	in
a	a	a
GM	gm	GM
South	south	South
Korea	korea	Korea
plant	plant	plant
,	,	,
it	it	it
reported	report	reported
.	.	.
The	the	The
shift	shift	shift
is	is	is
part	part	part
of	of	of
a	a	a
larger	larger	larger
trend	trend	trend
among	among	among
Detroit	detroit	Detroit
s	s	s
Big	big	Big
Three	three	Three
automakers	automak	automaker
to	to	to
produce	produc	produce
more	more	more
small	small	small
cars	car	car
for	for	for
the	the	the
North	north	North
American	american	American
market	market	market
in	in	in
Mexico	mexico	Mexico
in	in	in
an	an	an
effort	effort	effort
to	to	to
lower	lower	lower
labor	labor	labor
costs	cost	cost
,	,	,
while	while	while
using	use	using
higher	higher	higher
-paid	-paid	-paid
U	u	U
.	.	.
S	s	S
.	.	.
workers	worker	worker
to	to	to
build	build	build
more	more	more
profitable	profit	profitable
trucks	truck	truck
,	,	,
sport	sport	sport
utility	util	utility
vehicles	vehicl	vehicle
and	and	and
luxury	luxuri	luxury
cars	car	car
.	.	.
In	in	In
November	novemb	November
,	,	,
GM	gm	GM
said	said	said
it	it	it
planned	plan	planned
in	in	in
early	earli	early
2017	2017	2017
to	to	to
lay	lay	lay
off	off	off
2	2	2
,	,	,
000	000	000
employees	employe	employee
at	at	at
two	two	two
U	u	U
.	.	.
S	s	S
.	.	.
auto	auto	auto
plants	plant	plant
,	,	,
including	includ	including
the	the	the
one	one	one
in	in	in
Lordstown	lordstown	Lordstown
.	.	.
U	u	U
.	.	.
S	s	S
.	.	.
small	small	small
car	car	car
sales	sale	sale
have	have	have
been	been	been
hurt	hurt	hurt
by	by	by
lagging	lag	lagging
consumer	consum	consumer
demand	demand	demand
and	and	and
low	low	low
gas	gas	gas
prices	price	price
.	.	.
GM	gm	GM
s	s	s
U	u	U
.	.	.
S	s	S
.	.	.
Cruze	cruze	Cruze
sales	sale	sale
were	were	were
down	down	down
18	18	18
percent	percent	percent
through	through	through
November	novemb	November
.	.	.
GM	gm	GM
will	will	will
halt	halt	halt
the	the	the
third	third	third
shift	shift	shift
at	at	at
the	the	the
Lordstown	lordstown	Lordstown
plant	plant	plant
on	on	on
Jan	jan	Jan
.	.	.
23	23	23
,	,	,
cutting	cut	cutting
1	1	1
,	,	,
250	250	250
jobs	job	job
.	.	.
