AUSTIN	austin	AUSTIN
transgender	transgend	transgender
people	peopl	people
and	and	and
is	is	is
known	known	known
as	as	a
Senate	senat	Senate
Bill	bill	Bill
6	6	6
,	,	,
was	was	wa
undeterred	undet	undeterred
by	by	by
North	north	North
Carolina	carolina	Carolina
s	s	s
change	chang	change
of	of	of
course	cours	course
.	.	.
The	the	The
actions	action	action
in	in	in
North	north	North
Carolina	carolina	Carolina
do	do	do
not	not	not
affect	affect	affect
what	what	what
we	we	we
have	have	have
done	done	done
in	in	in
Texas	texa	Texas
,	,	,
Republican	republican	Republican
Lieutenant	lieuten	Lieutenant
Governor	governor	Governor
Dan	dan	Dan
Patrick	patrick	Patrick
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.
He	he	He
previously	previous	previously
said	said	said
the	the	the
law	law	law
would	would	would
have	have	have
no	no	no
economic	econom	economic
impact	impact	impact
on	on	on
the	the	the
state	state	state
.	.	.
But	but	But
the	the	the
Republican	republican	Republican
speaker	speaker	speaker
of	of	of
the	the	the
Texas	texa	Texas
House	hous	House
of	of	of
Representatives	repres	Representatives
said	said	said
last	last	last
week	week	week
the	the	the
bill	bill	bill
would	would	would
face	face	face
a	a	a
tough	tough	tough
time	time	time
in	in	in
that	that	that
chamber	chamber	chamber
because	becaus	because
of	of	of
worries	worri	worry
over	over	over
economic	econom	economic
fallout	fallout	fallout
.	.	.
Alabama	alabama	Alabama
Republican	republican	Republican
state	state	state
Senator	senat	Senator
Phil	phil	Phil
Williams	william	Williams
said	said	said
North	north	North
Carolina	carolina	Carolina
s	s	s
action	action	action
would	would	would
not	not	not
affect	affect	affect
similar	similar	similar
restrictions	restrict	restriction
he	he	he
proposed	propos	proposed
for	for	for
his	his	his
state	state	state
.	.	.
Bathroom	bathroom	Bathroom
bills	bill	bill
will	will	will
remain	remain	remain
on	on	on
the	the	the
legislative	legisl	legislative
landscape	landscap	landscape
this	this	this
year	year	year
in	in	in
many	mani	many
states	state	state
,	,	,
analysts	analyst	analyst
said	said	said
.	.	.
There	there	There
are	are	are
people	peopl	people
for	for	for
whom	whom	whom
this	this	this
is	is	is
part	part	part
of	of	of
their	their	their
constituency	constitu	constituency
and	and	and
their	their	their
agenda	agenda	agenda
and	and	and
they	they	they
campaigned	campaign	campaigned
on	on	on
it	it	it
,	,	,
said	said	said
Sherri	sherri	Sherri
Greenberg	greenberg	Greenberg
,	,	,
a	a	a
clinical	clinic	clinical
professor	professor	professor
at	at	at
the	the	the
University	univers	University
of	of	of
Texas	texa	Texas
at	at	at
Austin	austin	Austin
Lyndon	lyndon	Lyndon
B	b	B
.	.	.
Johnson	johnson	Johnson
School	school	School
of	of	of
Public	public	Public
Affairs	affair	Affairs
.	.	.
