DUBAI	dubai	DUBAI
re	re	re
-opened	-open	-opened
as	as	a
quickly	quick	quickly
as	as	a
possible	possibl	possible
.	.	.
It	it	It
approached	approach	approached
NMC	nmc	NMC
and	and	and
other	other	other
healthcare	healthcar	healthcare
companies	compani	company
a	a	a
few	few	few
weeks	week	week
ago	ago	ago
about	about	about
taking	take	taking
over	over	over
the	the	the
running	run	running
of	of	of
the	the	the
facility	facil	facility
and	and	and
conducted	conduct	conducted
a	a	a
site	site	site
tour	tour	tour
for	for	for
potential	potenti	potential
bidders	bidder	bidder
,	,	,
which	which	which
number	number	number
around	around	around
10	10	10
,	,	,
according	accord	according
to	to	to
the	the	the
sources	sourc	source
familiar	familiar	familiar
with	with	with
the	the	the
matter	matter	matter
.	.	.
The	the	The
sources	sourc	source
did	did	did
not	not	not
name	name	name
any	ani	any
other	other	other
potential	potenti	potential
bidders	bidder	bidder
.	.	.
Saad	saad	Saad
Specialist	specialist	Specialist
Hospital	hospit	Hospital
,	,	,
which	which	which
al	al	al
-Sanea	-sanea	-Sanea
opened	open	opened
in	in	in
2001	2001	2001
,	,	,
gradually	gradual	gradually
ground	ground	ground
to	to	to
a	a	a
halt	halt	halt
this	this	this
year	year	year
as	as	a
staff	staff	staff
began	began	began
to	to	to
leave	leav	leave
,	,	,
including	includ	including
doctors	doctor	doctor
and	and	and
nurses	nurs	nurse
,	,	,
because	becaus	because
of	of	of
non	non	non
-payment	-payment	-payment
of	of	of
salaries	salari	salary
,	,	,
which	which	which
in	in	in
some	some	some
cases	case	case
dated	date	dated
back	back	back
around	around	around
one	one	one
year	year	year
,	,	,
said	said	said
the	the	the
sources	sourc	source
.	.	.
In	in	In
addition	addit	addition
,	,	,
contractors	contractor	contractor
began	began	began
to	to	to
stop	stop	stop
maintaining	maintain	maintaining
the	the	the
high	high	high
-tech	-tech	-tech
medical	medic	medical
equipment	equip	equipment
because	becaus	because
of	of	of
lack	lack	lack
of	of	of
payment	payment	payment
,	,	,
the	the	the
sources	sourc	source
said	said	said
.	.	.
At	at	At
the	the	the
peak	peak	peak
of	of	of
his	his	his
business	busi	business
success	success	success
in	in	in
2007	2007	2007
,	,	,
al	al	al
-Sanea	-sanea	-Sanea
was	was	wa
ranked	rank	ranked
by	by	by
Forbes	forb	Forbes
as	as	a
one	one	one
of	of	of
the	the	the
world	world	world
s	s	s
100	100	100
richest	richest	richest
men	men	men
,	,	,
with	with	with
his	his	his
Saad	saad	Saad
Group	group	Group
owning	own	owning
interests	interest	interest
in	in	in
everything	everyth	everything
from	from	from
banking	bank	banking
to	to	to
civil	civil	civil
engineering	engin	engineering
.	.	.
But	but	But
his	his	his
empire	empir	empire
has	has	ha
been	been	been
embroiled	embroil	embroiled
in	in	in
a	a	a
high	high	high
-profile	-profil	-profile
debt	debt	debt
dispute	disput	dispute
since	sinc	since
2009	2009	2009
spanning	span	spanning
courts	court	court
in	in	in
London	london	London
to	to	to
the	the	the
Cayman	cayman	Cayman
Islands	island	Islands
,	,	,
and	and	and
Saudi	saudi	Saudi
authorities	author	authority
have	have	have
recently	recent	recently
begun	begun	begun
liquidating	liquid	liquidating
some	some	some
of	of	of
his	his	his
assets	asset	asset
.	.	.
Al	al	Al
-Sanea	-sanea	-Sanea
was	was	wa
detained	detain	detained
in	in	in
October	octob	October
in	in	in
the	the	the
kingdom	kingdom	kingdom
s	s	s
Eastern	eastern	Eastern
Province	provinc	Province
and	and	and
he	he	he
has	has	ha
been	been	been
held	held	held
in	in	in
a	a	a
civil	civil	civil
detention	detent	detention
center	center	center
in	in	in
Khobar	khobar	Khobar
,	,	,
sources	sourc	source
previously	previous	previously
told	told	told
Reuters	reuter	Reuters
.	.	.
His	his	His
detention	detent	detention
was	was	wa
a	a	a
few	few	few
weeks	week	week
before	befor	before
Prince	princ	Prince
Mohammed	moham	Mohammed
launched	launch	launched
a	a	a
corruption	corrupt	corruption
crackdown	crackdown	crackdown
in	in	in
which	which	which
dozens	dozen	dozen
of	of	of
Saudi	saudi	Saudi
princes	princ	prince
and	and	and
businessmen	businessmen	businessmen
are	are	are
being	be	being
held	held	held
.	.	.
In	in	In
an	an	an
effort	effort	effort
to	to	to
get	get	get
him	him	him
released	releas	released
,	,	,
Reemas	reema	Reemas
Group	group	Group
,	,	,
a	a	a
financial	financi	financial
consultancy	consult	consultancy
hired	hire	hired
by	by	by
Saad	saad	Saad
Group	group	Group
,	,	,
has	has	ha
outlined	outlin	outlined
a	a	a
proposed	propos	proposed
settlement	settlement	settlement
covering	cover	covering
4	4	4
billion	billion	billion
in	in	in
debt	debt	debt
,	,	,
sources	sourc	source
previously	previous	previously
told	told	told
Reuters	reuter	Reuters
.	.	.
Reuters	reuter	Reuters
was	was	wa
not	not	not
able	abl	able
to	to	to
determine	determin	determine
whether	whether	whether
the	the	the
plan	plan	plan
includes	includ	includes
any	ani	any
provision	provis	provision
to	to	to
repay	repay	repay
hospital	hospit	hospital
staff	staff	staff
or	or	or
contractors	contractor	contractor
.	.	.
NMC	nmc	NMC
Healthcare	healthcar	Healthcare
has	has	ha
800	800	800
million	million	million
available	avail	available
to	to	to
start	start	start
investing	invest	investing
in	in	in
2018	2018	2018
in	in	in
the	the	the
Gulf	gulf	Gulf
and	and	and
other	other	other
markets	market	market
,	,	,
its	it	it
CEO	ceo	CEO
Prasanth	prasanth	Prasanth
Manghat	manghat	Manghat
said	said	said
this	this	this
week	week	week
.	.	.
We	we	We
want	want	want
to	to	to
look	look	look
at	at	at
opportunities	opportun	opportunity
in	in	in
Saudi	saudi	Saudi
Arabia	arabia	Arabia
,	,	,
he	he	he
said	said	said
.	.	.
It	it	It
is	is	is
a	a	a
very	veri	very
strong	strong	strong
market	market	market
and	and	and
the	the	the
reforms	reform	reform
happening	happen	happening
there	there	there
will	will	will
give	give	give
the	the	the
healthcare	healthcar	healthcare
sector	sector	sector
a	a	a
lot	lot	lot
of	of	of
momentum	momentum	momentum
.	.	.
The	the	The
government	govern	government
is	is	is
looking	look	looking
to	to	to
bring	bring	bring
in	in	in
foreign	foreign	foreign
investors	investor	investor
to	to	to
the	the	the
healthcare	healthcar	healthcare
sector	sector	sector
as	as	a
part	part	part
of	of	of
its	it	it
Vision	vision	Vision
2030	2030	2030
plan	plan	plan
.	.	.
But	but	But
progress	progress	progress
has	has	ha
been	been	been
slow	slow	slow
.	.	.
The	the	The
health	health	health
ministry	ministri	ministry
has	has	ha
put	put	put
on	on	on
hold	hold	hold
its	it	it
tender	tender	tender
seeking	seek	seeking
financial	financi	financial
advisers	advis	adviser
for	for	for
the	the	the
privatization	privat	privatization
of	of	of
55	55	55
primary	primari	primary
healthcare	healthcar	healthcare
units	unit	unit
in	in	in
Riyadh	riyadh	Riyadh
,	,	,
a	a	a
financial	financi	financial
source	sourc	source
familiar	familiar	familiar
with	with	with
the	the	the
matter	matter	matter
told	told	told
Reuters	reuter	Reuters
earlier	earlier	earlier
this	this	this
month	month	month
.	.	.
