ANKARA	ankara	ANKARA
the	the	the
border	border	border
region	region	region
is	is	is
of	of	of
crucial	crucial	crucial
importance	import	importance
for	for	for
the	the	the
landlocked	landlock	landlocked
Kurdish	kurdish	Kurdish
region	region	region
.	.	.
An	an	An
oil	oil	oil
pipeline	pipelin	pipeline
runs	run	run
from	from	from
northern	northern	northern
Iraq	iraq	Iraq
into	into	into
Turkey	turkey	Turkey
,	,	,
carrying	carri	carrying
crude	crude	crude
exports	export	export
which	which	which
are	are	are
the	the	the
principal	princip	principal
source	sourc	source
of	of	of
funds	fund	fund
for	for	for
the	the	the
Kurds	kurd	Kurds
.	.	.
The	the	The
balance	balanc	balance
of	of	of
power	power	power
between	between	between
Iraqi	iraqi	Iraqi
central	central	central
government	govern	government
forces	forc	force
and	and	and
the	the	the
autonomous	autonom	autonomous
Kurdish	kurdish	Kurdish
region	region	region
has	has	ha
been	been	been
transformed	transform	transformed
since	sinc	since
the	the	the
Kurds	kurd	Kurds
staged	stage	staged
their	their	their
referendum	referendum	referendum
on	on	on
Sept	sept	Sept
.	.	.
25	25	25
.	.	.
Iraqi	iraqi	Iraqi
Prime	prime	Prime
Minister	minist	Minister
Haidar	haidar	Haidar
al	al	al
-Abadi	-abadi	-Abadi
ordered	order	ordered
his	his	his
forces	forc	force
to	to	to
recapture	recaptur	recapture
all	all	all
territory	territori	territory
held	held	held
by	by	by
the	the	the
Kurds	kurd	Kurds
outside	outsid	outside
the	the	the
borders	border	border
of	of	of
their	their	their
autonomous	autonom	autonomous
region	region	region
,	,	,
and	and	and
most	most	most
of	of	of
it	it	it
was	was	wa
seized	seiz	seized
this	this	this
month	month	month
within	within	within
a	a	a
matter	matter	matter
of	of	of
days	day	day
.	.	.
Baghdad	baghdad	Baghdad
is	is	is
also	also	also
demanding	demand	demanding
control	control	control
of	of	of
all	all	all
border	border	border
crossings	cross	crossing
with	with	with
Turkey	turkey	Turkey
and	and	and
Iran	iran	Iran
.	.	.
Abadi	abadi	Abadi
has	has	ha
won	won	won
backing	back	backing
from	from	from
both	both	both
Tehran	tehran	Tehran
and	and	and
Ankara	ankara	Ankara
for	for	for
his	his	his
moves	move	move
against	against	against
the	the	the
Kurds	kurd	Kurds
.	.	.
However	howev	However
,	,	,
in	in	in
a	a	a
move	move	move
to	to	to
help	help	help
defuse	defus	defuse
tensions	tension	tension
with	with	with
the	the	the
Kurds	kurd	Kurds
,	,	,
he	he	he
said	said	said
on	on	on
Tuesday	tuesday	Tuesday
Baghdad	baghdad	Baghdad
would	would	would
start	start	start
paying	pay	paying
soon	soon	soon
the	the	the
salaries	salari	salary
of	of	of
Kurdish	kurdish	Kurdish
Peshmerga	peshmerga	Peshmerga
fighters	fighter	fighter
and	and	and
civil	civil	civil
servants	servant	servant
working	work	working
for	for	for
the	the	the
KRG	krg	KRG
.	.	.
The	the	The
semi	semi	semi
-autonomous	-autonom	-autonomous
KRG	krg	KRG
has	has	ha
been	been	been
struggling	struggl	struggling
to	to	to
pay	pay	pay
the	the	the
Peshmerga	peshmerga	Peshmerga
and	and	and
its	it	it
employees	employe	employee
since	sinc	since
2014	2014	2014
,	,	,
after	after	after
Baghdad	baghdad	Baghdad
stopped	stop	stopped
payments	payment	payment
to	to	to
it	it	it
because	becaus	because
of	of	of
a	a	a
dispute	disput	dispute
about	about	about
oil	oil	oil
-sharing	-share	-sharing
revenue	revenu	revenue
.	.	.
The	the	The
cost	cost	cost
of	of	of
a	a	a
three	three	three
-year	-year	-year
war	war	war
on	on	on
Islamic	islam	Islamic
State	state	State
added	ad	added
to	to	to
the	the	the
Kurdistan	kurdistan	Kurdistan
region	region	region
s	s	s
financial	financi	financial
difficulties	difficulti	difficulty
,	,	,
and	and	and
fall	fall	fall
of	of	of
the	the	the
oil	oil	oil
region	region	region
of	of	of
Kirkuk	kirkuk	Kirkuk
to	to	to
Iraqi	iraqi	Iraqi
forces	forc	force
halved	halv	halved
the	the	the
KRG	krg	KRG
s	s	s
oil	oil	oil
income	incom	income
.	.	.
The	the	The
Peshmerga	peshmerga	Peshmerga
took	took	took
over	over	over
the	the	the
multi	multi	multi
-ethnic	-ethnic	-ethnic
region	region	region
of	of	of
Kirkuk	kirkuk	Kirkuk
in	in	in
2014	2014	2014
,	,	,
after	after	after
the	the	the
Iraqi	iraqi	Iraqi
army	armi	army
collapsed	collaps	collapsed
in	in	in
the	the	the
face	face	face
of	of	of
Islamic	islam	Islamic
State	state	State
,	,	,
preventing	prevent	preventing
the	the	the
militants	milit	militant
from	from	from
controlling	control	controlling
its	it	it
oilfields	oilfield	oilfield
.	.	.
Iraq	iraq	Iraq
s	s	s
military	militari	military
said	said	said
a	a	a
delegation	deleg	delegation
headed	head	headed
by	by	by
army	armi	army
Chief	chief	Chief
of	of	of
Staff	staff	Staff
Lieutenant	lieuten	Lieutenant
General	general	General
Othman	othman	Othman
al	al	al
-Ghanmi	-ghanmi	-Ghanmi
was	was	wa
visiting	visit	visiting
the	the	the
area	area	area
,	,	,
to	to	to
take	take	take
control	control	control
of	of	of
Kurdish	kurdish	Kurdish
-held	-held	-held
international	intern	international
border	border	border
checkpoints	checkpoint	checkpoint
with	with	with
both	both	both
Turkey	turkey	Turkey
and	and	and
Syria	syria	Syria
Zebari	zebari	Zebari
,	,	,
the	the	the
Kurdish	kurdish	Kurdish
government	govern	government
adviser	advis	adviser
,	,	,
said	said	said
the	the	the
Kurds	kurd	Kurds
were	were	were
prepared	prepar	prepared
to	to	to
accept	accept	accept
Iraqis	iraqi	Iraqis
at	at	at
the	the	the
airports	airport	airport
and	and	and
border	border	border
posts	post	post
to	to	to
have	have	have
oversight	oversight	oversight
,	,	,
to	to	to
make	make	make
sure	sure	sure
everyone	everyon	everyone
is	is	is
in	in	in
compliance	complianc	compliance
,	,	,
but	but	but
any	ani	any
such	such	such
presence	presenc	presence
must	must	must
be	be	be
achieved	achiev	achieved
through	through	through
negotiations	negoti	negotiation
,	,	,
not	not	not
force	forc	force
.	.	.
The	the	The
split	split	split
between	between	between
the	the	the
Kurds	kurd	Kurds
and	and	and
the	the	the
Iraqi	iraqi	Iraqi
central	central	central
government	govern	government
is	is	is
a	a	a
particular	particular	particular
challenge	challeng	challenge
for	for	for
Washington	washington	Washington
,	,	,
which	which	which
is	is	is
closely	close	closely
allied	alli	allied
to	to	to
both	both	both
sides	side	side
.	.	.
The	the	The
United	unit	United
States	state	States
had	had	had
urged	urg	urged
the	the	the
Kurds	kurd	Kurds
not	not	not
to	to	to
hold	hold	hold
the	the	the
referendum	referendum	referendum
,	,	,
worried	worri	worried
it	it	it
would	would	would
precipitate	precipit	precipitate
a	a	a
backlash	backlash	backlash
.	.	.
The	the	The
referendum	referendum	referendum
and	and	and
ensuing	ensu	ensuing
dispute	disput	dispute
with	with	with
Baghdad	baghdad	Baghdad
has	has	ha
also	also	also
exposed	expos	exposed
deep	deep	deep
rifts	rift	rift
within	within	within
the	the	the
Kurdish	kurdish	Kurdish
leadership	leadership	leadership
.	.	.
Kurdish	kurdish	Kurdish
leader	leader	leader
Masoud	masoud	Masoud
Barzani	barzani	Barzani
announced	announc	announced
on	on	on
Sunday	sunday	Sunday
he	he	he
would	would	would
step	step	step
down	down	down
,	,	,
and	and	and
accused	accus	accused
security	secur	security
forces	forc	force
loyal	loyal	loyal
to	to	to
a	a	a
rival	rival	rival
political	polit	political
party	parti	party
of	of	of
high	high	high
treason	treason	treason
for	for	for
yielding	yield	yielding
territory	territori	territory
to	to	to
the	the	the
central	central	central
government	govern	government
without	without	without
a	a	a
fight	fight	fight
.	.	.
The	the	The
KRG	krg	KRG
and	and	and
the	the	the
central	central	central
government	govern	government
held	held	held
talks	talk	talk
from	from	from
Friday	friday	Friday
till	till	till
Sunday	sunday	Sunday
to	to	to
resolve	resolv	resolve
their	their	their
conflict	conflict	conflict
.	.	.
Yildirim	yildirim	Yildirim
said	said	said
Turkey	turkey	Turkey
had	had	had
agreed	agre	agreed
to	to	to
open	open	open
another	anoth	another
border	border	border
gate	gate	gate
with	with	with
Iraq	iraq	Iraq
as	as	a
part	part	part
of	of	of
a	a	a
route	rout	route
that	that	that
would	would	would
lead	lead	lead
to	to	to
the	the	the
city	citi	city
of	of	of
Tal	tal	Tal
Afar	afar	Afar
,	,	,
some	some	some
40	40	40
km	km	km
25	25	25
miles	mile	mile
west	west	west
of	of	of
Mosul	mosul	Mosul
and	and	and
home	home	home
to	to	to
a	a	a
predominantly	predomin	predominantly
ethnic	ethnic	ethnic
Turkmen	turkmen	Turkmen
population	popul	population
.	.	.
Iran	iran	Iran
will	will	will
reopen	reopen	reopen
all	all	all
its	it	it
border	border	border
crossings	cross	crossing
with	with	with
Iraq	iraq	Iraq
s	s	s
Kurdistan	kurdistan	Kurdistan
region	region	region
in	in	in
the	the	the
coming	come	coming
days	day	day
,	,	,
lifting	lift	lifting
restrictions	restrict	restriction
imposed	impos	imposed
after	after	after
last	last	last
month	month	month
s	s	s
Kurdish	kurdish	Kurdish
vote	vote	vote
in	in	in
favor	favor	favor
of	of	of
independence	independ	independence
,	,	,
its	it	it
chief	chief	chief
of	of	of
staff	staff	staff
Major	major	Major
General	general	General
Mohammad	mohammad	Mohammad
Baqeri	baqeri	Baqeri
said	said	said
on	on	on
Monday	monday	Monday
.	.	.
