SACRAMENTO	sacramento	SACRAMENTO
deal	deal	deal
allows	allow	allows
the	the	the
state	state	state
to	to	to
opt	opt	opt
out	out	out
of	of	of
minimum	minimum	minimum
wage	wage	wage
increases	increas	increase
if	if	if
the	the	the
economy	economi	economy
is	is	is
doing	do	doing
poorly	poor	poorly
,	,	,
a	a	a
provision	provis	provision
not	not	not
in	in	in
either	either	either
of	of	of
the	the	the
union	union	union
-backed	-back	-backed
ballot	ballot	ballot
initiatives	initi	initiative
.	.	.
Even	even	Even
so	so	so
,	,	,
several	sever	several
moderate	moder	moderate
Democrats	democrat	Democrats
and	and	and
most	most	most
Republicans	republican	Republicans
complained	complain	complained
that	that	that
it	it	it
was	was	wa
being	be	being
rushed	rush	rushed
through	through	through
,	,	,
and	and	and
would	would	would
disproportionately	disproportion	disproportionately
harm	harm	harm
businesses	busi	business
in	in	in
poorer	poorer	poorer
parts	part	part
of	of	of
the	the	the
state	state	state
,	,	,
where	where	where
the	the	the
cost	cost	cost
of	of	of
living	live	living
is	is	is
not	not	not
high	high	high
enough	enough	enough
to	to	to
warrant	warrant	warrant
such	such	such
a	a	a
dramatic	dramat	dramatic
wage	wage	wage
hike	hike	hike
.	.	.
The	the	The
deal	deal	deal
reached	reach	reached
in	in	in
New	new	New
York	york	York
would	would	would
raise	rais	raise
wages	wage	wage
in	in	in
costly	cost	costly
New	new	New
York	york	York
City	citi	City
to	to	to
15	15	15
in	in	in
three	three	three
years	year	year
,	,	,
but	but	but
would	would	would
stagger	stagger	stagger
increases	increas	increase
in	in	in
other	other	other
parts	part	part
of	of	of
the	the	the
state	state	state
,	,	,
some	some	some
to	to	to
just	just	just
12	12	12
.	.	.
50	50	50
per	per	per
hour	hour	hour
unless	unless	unless
further	further	further
approval	approv	approval
is	is	is
granted	grant	granted
.	.	.
It	it	It
still	still	still
must	must	must
pass	pass	pas
the	the	the
legislature	legislatur	legislature
,	,	,
where	where	where
negotiations	negoti	negotiation
on	on	on
the	the	the
details	detail	detail
are	are	are
ongoing	ongo	ongoing
.	.	.
