NEW	new	NEW
respondents	respond	respondent
for	for	for
the	the	the
email	email	email
questions	question	question
,	,	,
including	includ	including
1	1	1
,	,	,
070	070	070
registered	regist	registered
Democrats	democrat	Democrats
and	and	and
944	944	944
registered	regist	registered
Republicans	republican	Republicans
.	.	.

There	there	There
were	were	were
2	2	2
,	,	,
116	116	116
respondents	respond	respondent
for	for	for
the	the	the
Foundation	foundat	Foundation
questions	question	question
,	,	,
including	includ	including
817	817	817
registered	regist	registered
Democrats	democrat	Democrats
and	and	and
801	801	801
registered	regist	registered
Republicans	republican	Republicans
.	.	.

The	the	The
poll	poll	poll
has	has	ha
a	a	a
credibility	credibl	credibility
interval	interv	interval
,	,	,
a	a	a
measure	measur	measure
of	of	of
accuracy	accuraci	accuracy
,	,	,
of	of	of
2	2	2
percentage	percentag	percentage
points	point	point
for	for	for
the	the	the
entire	entir	entire
sample	sampl	sample
,	,	,
and	and	and
4	4	4
points	point	point
for	for	for
the	the	the
Democrats	democrat	Democrats
and	and	and
Republicans	republican	Republicans
.	.	.

