NEW	new	NEW
diseases	diseas	disease
NCDs	ncds	NCDs
.	.	.
Faced	face	Faced
with	with	with
the	the	the
lower	lower	lower
funding	fund	funding
,	,	,
the	the	the
health	health	health
ministry	ministri	ministry
has	has	ha
reduced	reduc	reduced
its	it	it
three	three	three
-year	-year	-year
allocation	alloc	allocation
to	to	to
tackle	tackl	tackle
NCDs	ncds	NCDs
such	such	such
as	as	a
cancer	cancer	cancer
and	and	and
diabetes	diabet	diabetes
to	to	to
1	1	1
.	.	.
4	4	4
billion	billion	billion
,	,	,
close	close	close
to	to	to
half	half	half
of	of	of
the	the	the
estimated	estim	estimated
need	need	need
of	of	of
2	2	2
.	.	.
4	4	4
billion	billion	billion
,	,	,
the	the	the
documents	document	document
showed	show	showed
.	.	.
The	the	The
Lancet	lancet	Lancet
,	,	,
a	a	a
British	british	British
medical	medic	medical
journal	journal	journal
,	,	,
last	last	last
week	week	week
said	said	said
NCDs	ncds	NCDs
caused	caus	caused
a	a	a
disease	diseas	disease
burden	burden	burden
in	in	in
India	india	India
like	like	like
never	never	never
before	befor	before
.	.	.
More	more	More
than	than	than
60	60	60
percent	percent	percent
of	of	of
deaths	death	death
in	in	in
the	the	the
country	countri	country
during	dure	during
2016	2016	2016
were	were	were
due	due	due
to	to	to
non	non	non
-communicable	-communic	-communicable
diseases	diseas	disease
,	,	,
up	up	up
from	from	from
about	about	about
38	38	38
percent	percent	percent
in	in	in
1990	1990	1990
,	,	,
according	accord	according
to	to	to
the	the	the
publication	public	publication
.	.	.
While	while	While
funding	fund	funding
for	for	for
such	such	such
diseases	diseas	disease
up	up	up
to	to	to
2020	2020	2020
will	will	will
be	be	be
higher	higher	higher
than	than	than
in	in	in
recent	recent	recent
years	year	year
,	,	,
the	the	the
lower	lower	lower
-than-planned	-than-plan	-than-planned
approved	approv	approved
funding	fund	funding
will	will	will
slow	slow	slow
government	govern	government
efforts	effort	effort
to	to	to
tackle	tackl	tackle
these	these	these
diseases	diseas	disease
,	,	,
two	two	two
government	govern	government
officials	offici	official
said	said	said
.	.	.
The	the	The
cutbacks	cutback	cutback
in	in	in
NCDs	ncds	NCDs
spending	spend	spending
are	are	are
dangerous	danger	dangerous
.	.	.
.	.	.
.	.	.
this	this	this
can	can	can
potentially	potenti	potentially
stall	stall	stall
the	the	the
NCD	ncd	NCD
screening	screen	screening
and	and	and
management	manag	management
plan	plan	plan
,	,	,
said	said	said
Oommen	oommen	Oommen
C	c	C
.	.	.
Kurian	kurian	Kurian
,	,	,
a	a	a
health	health	health
researcher	research	researcher
at	at	at
the	the	the
New	new	New
Delhi	delhi	Delhi
-based	-base	-based
think	think	think
-tank	-tank	-tank
Observer	observ	Observer
Research	research	Research
Foundation	foundat	Foundation
.	.	.
India	india	India
this	this	this
year	year	year
introduced	introduc	introduced
free	free	free
NCD	ncd	NCD
screening	screen	screening
for	for	for
patients	patient	patient
in	in	in
100	100	100
districts	district	district
,	,	,
with	with	with
plans	plan	plan
to	to	to
eventually	eventu	eventually
cover	cover	cover
the	the	the
country	countri	country
.	.	.
Beyond	beyond	Beyond
non	non	non
-communicable	-communic	-communicable
diseases	diseas	disease
,	,	,
spending	spend	spending
on	on	on
strengthening	strengthen	strengthening
the	the	the
health	health	health
system	system	system
-	-	-
such	such	such
as	as	a
improving	improv	improving
district	district	district
hospitals	hospit	hospital
and	and	and
patient	patient	patient
transport	transport	transport
services	servic	service
-	-	-
will	will	will
be	be	be
an	an	an
estimated	estim	estimated
4	4	4
.	.	.
3	3	3
billion	billion	billion
between	between	between
2017	2017	2017
-20	-20	-20
,	,	,
a	a	a
third	third	third
lower	lower	lower
than	than	than
the	the	the
ministry	ministri	ministry
s	s	s
request	request	request
.	.	.
Planned	plan	Planned
funding	fund	funding
for	for	for
immunization	immun	immunization
will	will	will
be	be	be
2	2	2
.	.	.
9	9	9
billion	billion	billion
versus	versus	versus
3	3	3
.	.	.
2	2	2
billion	billion	billion
requested	request	requested
.	.	.
The	the	The
spending	spend	spending
breakdown	breakdown	breakdown
for	for	for
different	differ	different
schemes	scheme	scheme
will	will	will
be	be	be
finalised	finalis	finalised
once	onc	once
the	the	the
health	health	health
ministry	ministri	ministry
is	is	is
allocated	alloc	allocated
funding	fund	funding
in	in	in
India	india	India
s	s	s
annual	annual	annual
budget	budget	budget
.	.	.
Modi	modi	Modi
s	s	s
government	govern	government
has	has	ha
taken	taken	taken
steps	step	step
to	to	to
improve	improv	improve
public	public	public
healthcare	healthcar	healthcare
including	includ	including
a	a	a
27	27	27
percent	percent	percent
budget	budget	budget
hike	hike	hike
this	this	this
year	year	year
to	to	to
7	7	7
billion	billion	billion
,	,	,
accompanied	accompani	accompanied
by	by	by
cuts	cut	cut
to	to	to
prices	price	price
of	of	of
critical	critic	critical
medical	medic	medical
devices	devic	device
and	and	and
drugs	drug	drug
.	.	.
Shamika	shamika	Shamika
Ravi	ravi	Ravi
,	,	,
a	a	a
health	health	health
expert	expert	expert
at	at	at
Brookings	brook	Brookings
India	india	India
,	,	,
said	said	said
Modi	modi	Modi
s	s	s
government	govern	government
was	was	wa
also	also	also
pursuing	pursu	pursuing
fundamental	fundament	fundamental
structural	structur	structural
reforms	reform	reform
to	to	to
improve	improv	improve
healthcare	healthcar	healthcare
,	,	,
such	such	such
as	as	a
the	the	the
ranking	rank	ranking
of	of	of
district	district	district
hospitals	hospit	hospital
and	and	and
empowering	empow	empowering
state	state	state
medical	medic	medical
officers	offic	officer
.	.	.
There	there	There
is	is	is
a	a	a
lot	lot	lot
of	of	of
background	background	background
work	work	work
happening	happen	happening
,	,	,
said	said	said
Ravi	ravi	Ravi
,	,	,
who	who	who
is	is	is
also	also	also
on	on	on
Modi	modi	Modi
s	s	s
economic	econom	economic
advisory	advisori	advisory
council	council	council
.	.	.
However	howev	However
,	,	,
critics	critic	critic
say	say	say
more	more	more
needs	need	need
to	to	to
be	be	be
done	done	done
to	to	to
address	address	address
the	the	the
underfunded	underfund	underfunded
and	and	and
overburdened	overburden	overburdened
public	public	public
health	health	health
system	system	system
.	.	.
Some	some	Some
900	900	900
,	,	,
000	000	000
children	children	child
in	in	in
India	india	India
died	die	died
before	befor	before
turning	turn	turning
five	five	five
in	in	in
2016	2016	2016
,	,	,
the	the	the
highest	highest	highest
in	in	in
the	the	the
world	world	world
,	,	,
The	the	The
Lancet	lancet	Lancet
estimates	estim	estimate
.	.	.
In	in	In
March	march	March
,	,	,
health	health	health
officials	offici	official
faced	face	faced
criticism	critic	criticism
from	from	from
other	other	other
government	govern	government
departments	depart	department
for	for	for
the	the	the
National	nation	National
Health	health	Health
Mission	mission	Mission
s	s	s
inefficiencies	ineffici	inefficiency
and	and	and
were	were	were
asked	ask	asked
to	to	to
rework	rework	rework
the	the	the
renewal	renew	renewal
proposal	propos	proposal
for	for	for
2017	2017	2017
-20	-20	-20
after	after	after
they	they	they
drew	drew	drew
up	up	up
spending	spend	spending
estimates	estim	estimate
of	of	of
33	33	33
billion	billion	billion
.	.	.
The	the	The
health	health	health
ministry	ministri	ministry
revised	revis	revised
the	the	the
cost	cost	cost
to	to	to
nearly	near	nearly
25	25	25
billion	billion	billion
,	,	,
but	but	but
the	the	the
finance	financ	finance
ministry	ministri	ministry
reduced	reduc	reduced
estimates	estim	estimate
by	by	by
another	anoth	another
5	5	5
billion	billion	billion
while	while	while
approving	approv	approving
the	the	the
plan	plan	plan
,	,	,
the	the	the
documents	document	document
showed	show	showed
.	.	.
The	the	The
estimates	estim	estimate
were	were	were
pared	pare	pared
back	back	back
because	becaus	because
Modi	modi	Modi
s	s	s
government	govern	government
has	has	ha
other	other	other
priorities	prioriti	priority
and	and	and
because	becaus	because
the	the	the
finance	financ	finance
ministry	ministri	ministry
wants	want	want
to	to	to
control	control	control
spending	spend	spending
as	as	a
it	it	it
seeks	seek	seek
to	to	to
balance	balanc	balance
fiscal	fiscal	fiscal
deficit	deficit	deficit
targets	target	target
while	while	while
boosting	boost	boosting
growth	growth	growth
,	,	,
several	sever	several
government	govern	government
officials	offici	official
aware	awar	aware
of	of	of
the	the	the
process	process	process
said	said	said
.	.	.
It	it	It
s	s	s
about	about	about
political	polit	political
priorities	prioriti	priority
-	-	-
you	you	you
have	have	have
programs	program	program
on	on	on
roads	road	road
,	,	,
on	on	on
infrastructure	infrastructur	infrastructure
,	,	,
on	on	on
ports	port	port
,	,	,
said	said	said
one	one	one
of	of	of
the	the	the
officials	offici	official
,	,	,
speaking	speak	speaking
on	on	on
the	the	the
condition	condit	condition
of	of	of
anonymity	anonym	anonymity
.	.	.
The	the	The
government	govern	government
is	is	is
also	also	also
concerned	concern	concerned
states	state	state
do	do	do
not	not	not
have	have	have
the	the	the
governance	govern	governance
capacity	capac	capacity
to	to	to
spend	spend	spend
large	larg	large
health	health	health
budgets	budget	budget
efficiently	effici	efficiently
,	,	,
officials	offici	official
said	said	said
.	.	.
A	a	A
shortage	shortag	shortage
of	of	of
workers	worker	worker
,	,	,
bureaucratic	bureaucrat	bureaucratic
bungling	bungl	bungling
and	and	and
slow	slow	slow
procurement	procur	procurement
processes	process	process
have	have	have
plagued	plagu	plagued
the	the	the
states	state	state
health	health	health
systems	system	system
.	.	.
More	more	More
than	than	than
1	1	1
.	.	.
4	4	4
billion	billion	billion
in	in	in
health	health	health
budgets	budget	budget
was	was	wa
unspent	unspent	unspent
by	by	by
states	state	state
by	by	by
2015	2015	2015
-16	-16	-16
,	,	,
India	india	India
s	s	s
federal	feder	federal
auditor	auditor	auditor
said	said	said
earlier	earlier	earlier
this	this	this
year	year	year
.	.	.
