NEW	new	NEW
priests	priest	priest
and	and	and
seminarians	seminarian	seminarian
.	.	.

We	we	We
were	were	were
only	onli	only
singing	sing	singing
carols	carol	carol
,	,	,
but	but	but
the	the	the
hardline	hardlin	hardline
Hindus	hindus	Hindus
attacked	attack	attacked
us	us	u
and	and	and
said	said	said
we	we	we
were	were	were
on	on	on
a	a	a
mission	mission	mission
to	to	to
make	make	make
India	india	India
a	a	a
Christian	christian	Christian
nation	nation	nation
.	.	.
.	.	.
.	.	.

that	that	that
s	s	s
not	not	not
true	true	true
,	,	,
said	said	said
Anish	anish	Anish
Emmanuel	emmanuel	Emmanuel
,	,	,
a	a	a
member	member	member
of	of	of
the	the	the
St	st	St
.	.	.
Ephrem	ephrem	Ephrem
s	s	s
Theological	theolog	Theological
College	colleg	College
in	in	in
Satna	satna	Satna
.	.	.

Two	two	Two
senior	senior	senior
police	polic	police
officials	offici	official
in	in	in
Bhopal	bhopal	Bhopal
said	said	said
they	they	they
had	had	had
detained	detain	detained
six	six	six
members	member	member
of	of	of
the	the	the
Bajrang	bajrang	Bajrang
Dal	dal	Dal
who	who	who
had	had	had
allegedly	alleg	allegedly
torched	torch	torched
a	a	a
car	car	car
owned	own	owned
by	by	by
a	a	a
Christian	christian	Christian
priest	priest	priest
in	in	in
Satna	satna	Satna
,	,	,
480	480	480
km	km	km
300	300	300
miles	mile	mile
northeast	northeast	northeast
of	of	of
Bhopal	bhopal	Bhopal
.	.	.

Religious	religi	Religious
conversion	convers	conversion
is	is	is
a	a	a
sensitive	sensit	sensitive
issue	issu	issue
in	in	in
India	india	India
,	,	,
with	with	with
Hindu	hindu	Hindu
groups	group	group
often	often	often
accusing	accus	accusing
Christian	christian	Christian
missionaries	missionari	missionary
of	of	of
using	use	using
cash	cash	cash
,	,	,
kind	kind	kind
and	and	and
marriage	marriag	marriage
to	to	to
lure	lure	lure
poor	poor	poor
villagers	villag	villager
to	to	to
convert	convert	convert
to	to	to
their	their	their
faith	faith	faith
.	.	.

Modi	modi	Modi
s	s	s
government	govern	government
has	has	ha
been	been	been
criticized	critic	criticized
for	for	for
failing	fail	failing
to	to	to
do	do	do
enough	enough	enough
to	to	to
stop	stop	stop
attacks	attack	attack
on	on	on
minority	minor	minority
Christians	christian	Christians
and	and	and
Muslims	muslim	Muslims
by	by	by
hardline	hardlin	hardline
Hindu	hindu	Hindu
groups	group	group
.	.	.

The	the	The
government	govern	government
rejects	reject	reject
the	the	the
allegation	alleg	allegation
and	and	and
denies	deni	denies
any	ani	any
bias	bias	bias
against	against	against
Christians	christian	Christians
or	or	or
Muslims	muslim	Muslims
.	.	.

