GENEVA	geneva	GENEVA
destroying	destroy	destroying
his	his	his
country	countri	country
s	s	s
economy	economi	economy
and	and	and
numerous	numer	numerous
human	human	human
rights	right	right
abuses	abus	abuse
during	dure	during
his	his	his
37	37	37
years	year	year
leading	lead	leading
the	the	the
country	countri	country
as	as	a
either	either	either
president	presid	president
or	or	or
prime	prime	prime
minister	minist	minister
.	.	.

In	in	In
a	a	a
speech	speech	speech
,	,	,
Tedros	tedro	Tedros
praised	prais	praised
Zimbabwe	zimbabw	Zimbabwe
as	as	a
a	a	a
country	countri	country
that	that	that
places	place	place
universal	univers	universal
health	health	health
coverage	coverag	coverage
and	and	and
health	health	health
promotion	promot	promotion
at	at	at
the	the	the
center	center	center
of	of	of
its	it	it
policies	polici	policy
to	to	to
provide	provid	provide
health	health	health
care	care	care
to	to	to
all	all	all
.	.	.

The	the	The
former	former	former
Ethiopian	ethiopian	Ethiopian
health	health	health
and	and	and
foreign	foreign	foreign
minister	minist	minister
,	,	,
who	who	who
was	was	wa
elected	elect	elected
last	last	last
May	may	May
as	as	a
WHO	who	WHO
s	s	s
first	first	first
African	african	African
director	director	director
-general	-gener	-general
,	,	,
added	ad	added
Today	today	Today
I	i	I
am	am	am
also	also	also
honored	honor	honored
to	to	to
announce	announc	announce
that	that	that
President	presid	President
Mugabe	mugab	Mugabe
has	has	ha
agreed	agre	agreed
to	to	to
serve	serv	serve
as	as	a
a	a	a
goodwill	goodwil	goodwill
ambassador	ambassador	ambassador
on	on	on
NCDs	ncds	NCDs
for	for	for
Africa	africa	Africa
to	to	to
influence	influenc	influence
his	his	his
peers	peer	peer
in	in	in
his	his	his
region	region	region
to	to	to
prioritize	priorit	prioritize
NCDs	ncds	NCDs
.	.	.
But	but	But
the	the	the
NCD	ncd	NCD
Alliance	allianc	Alliance
,	,	,
which	which	which
represents	repres	represents
28	28	28
international	intern	international
health	health	health
groups	group	group
seeking	seek	seeking
to	to	to
combat	combat	combat
chronic	chronic	chronic
diseases	diseas	disease
,	,	,
said	said	said
it	it	it
was	was	wa
shocked	shock	shocked
and	and	and
deeply	deepli	deeply
concerned	concern	concerned
to	to	to
hear	hear	hear
of	of	of
the	the	the
appointment	appoint	appointment
,	,	,
given	given	given
Mugabe	mugab	Mugabe
s	s	s
long	long	long
track	track	track
record	record	record
of	of	of
human	human	human
rights	right	right
violations	violat	violation
.	.	.

Jeremy	jeremi	Jeremy
Farrar	farrar	Farrar
,	,	,
a	a	a
leading	lead	leading
global	global	global
health	health	health
specialist	specialist	specialist
and	and	and
director	director	director
of	of	of
the	the	the
Wellcome	wellcom	Wellcome
Trust	trust	Trust
charity	chariti	charity
also	also	also
said	said	said
the	the	the
decision	decis	decision
was	was	wa
deeply	deepli	deeply
disappointing	disappoint	disappointing
and	and	and
wrong	wrong	wrong
and	and	and
called	call	called
on	on	on
Tedros	tedro	Tedros
to	to	to
be	be	be
brave	brave	brave
and	and	and
reverse	revers	reverse
it	it	it
.	.	.

Robert	robert	Robert
Mugabe	mugab	Mugabe
fails	fail	fails
in	in	in
every	everi	every
way	way	way
to	to	to
represent	repres	represent
the	the	the
values	valu	value
WHO	who	WHO
should	should	should
stand	stand	stand
for	for	for
and	and	and
those	those	those
that	that	that
Dr	dr	Dr
Tedros	tedro	Tedros
has	has	ha
stood	stood	stood
for	for	for
since	sinc	since
becoming	becom	becoming
DG	dg	DG
and	and	and
has	has	ha
done	done	done
over	over	over
many	mani	many
years	year	year
,	,	,
Farrar	farrar	Farrar
said	said	said
.	.	.

Brave	brave	Brave
leaders	leader	leader
are	are	are
willing	will	willing
to	to	to
listen	listen	listen
,	,	,
rethink	rethink	rethink
and	and	and
overturn	overturn	overturn
bad	bad	bad
decisions	decis	decision
,	,	,
this	this	this
is	is	is
one	one	one
such	such	such
case	case	case
,	,	,
he	he	he
said	said	said
.	.	.

WHO	who	WHO
spokesman	spokesman	spokesman
Christian	christian	Christian
Lindmeier	lindmeier	Lindmeier
said	said	said
the	the	the
WHO	who	WHO
chief	chief	chief
had	had	had
made	made	made
the	the	the
move	move	move
seeking	seek	seeking
broad	broad	broad
support	support	support
for	for	for
the	the	the
agency	agenc	agency
s	s	s
work	work	work
.	.	.

Tedros	tedro	Tedros
has	has	ha
frequently	frequent	frequently
talked	talk	talked
of	of	of
his	his	his
determination	determin	determination
to	to	to
build	build	build
a	a	a
global	global	global
movement	movement	movement
to	to	to
promote	promot	promote
high	high	high
-level	-level	-level
political	polit	political
leadership	leadership	leadership
for	for	for
health	health	health
,	,	,
he	he	he
said	said	said
by	by	by
e	e	e
-mail	-mail	-mail
.	.	.

Human	human	Human
rights	right	right
activists	activist	activist
also	also	also
criticized	critic	criticized
the	the	the
move	move	move
.	.	.

Hillel	hillel	Hillel
Neuer	neuer	Neuer
,	,	,
executive	execut	executive
director	director	director
of	of	of
the	the	the
Geneva	geneva	Geneva
-based	-base	-based
group	group	group
UN	un	UN
Watch	watch	Watch
described	describ	described
the	the	the
choice	choic	choice
by	by	by
WHO	who	WHO
,	,	,
a	a	a
United	unit	United
Nations	nation	Nations
agency	agenc	agency
as	as	a
sickening	sicken	sickening
.	.	.

The	the	The
government	govern	government
of	of	of
Robert	robert	Robert
Mugabe	mugab	Mugabe
has	has	ha
brutalized	brutal	brutalized
human	human	human
rights	right	right
activists	activist	activist
,	,	,
crushed	crush	crushed
democracy	democraci	democracy
dissidents	dissid	dissident
,	,	,
and	and	and
turned	turn	turned
the	the	the
breadbasket	breadbasket	breadbasket
of	of	of
Africa	africa	Africa
and	and	and
its	it	it
health	health	health
system	system	system
into	into	into
a	a	a
basket	basket	basket
-case	-case	-case
,	,	,
he	he	he
said	said	said
.	.	.

He	he	He
noted	note	noted
that	that	that
Mugabe	mugab	Mugabe
himself	himself	himself
had	had	had
traveled	travel	traveled
to	to	to
Singapore	singapor	Singapore
for	for	for
medical	medic	medical
treatment	treatment	treatment
three	three	three
times	time	time
this	this	this
year	year	year
rather	rather	rather
than	than	than
in	in	in
his	his	his
homeland	homeland	homeland
.	.	.

