MANILA	manila	MANILA
soldiers	soldier	soldier
in	in	in
that	that	that
vehicle	vehicl	vehicle
told	told	told
CNN	cnn	CNN
Philippines	philippin	Philippines
the	the	the
fixed	fix	fixed
weapon	weapon	weapon
was	was	wa
remote	remot	remote
controlled	control	controlled
.	.	.

A	a	A
general	general	general
in	in	in
Marawi	marawi	Marawi
in	in	in
command	command	command
of	of	of
the	the	the
armored	armor	armored
assets	asset	asset
told	told	told
Reuters	reuter	Reuters
the	the	the
fixed	fix	fixed
weapons	weapon	weapon
are	are	are
50	50	50
-calibre	-calibr	-calibre
machine	machin	machine
guns	gun	gun
.	.	.

Duterte	dutert	Duterte
has	has	ha
made	made	made
a	a	a
big	big	big
effort	effort	effort
to	to	to
befriend	befriend	befriend
China	china	China
and	and	and
has	has	ha
frequently	frequent	frequently
praised	prais	praised
its	it	it
leadership	leadership	leadership
while	while	while
in	in	in
contrast	contrast	contrast
,	,	,
chiding	chide	chiding
defense	defens	defense
treaty	treati	treaty
ally	alli	ally
the	the	the
United	unit	United
States	state	States
,	,	,
its	it	it
biggest	biggest	biggest
source	sourc	source
of	of	of
weapons	weapon	weapon
and	and	and
expertise	expertis	expertise
,	,	,
for	for	for
what	what	what
he	he	he
calls	call	call
hypocrisy	hypocrisi	hypocrisy
and	and	and
for	for	for
treating	treat	treating
his	his	his
country	countri	country
like	like	like
a	a	a
dog	dog	dog
.	.	.

Asked	ask	Asked
which	which	which
gun	gun	gun
killed	kill	killed
Hapilon	hapilon	Hapilon
,	,	,
Colonel	colonel	Colonel
Romeo	romeo	Romeo
Brawner	brawner	Brawner
,	,	,
deputy	deputi	deputy
commander	command	commander
of	of	of
the	the	the
Marawi	marawi	Marawi
task	task	task
force	forc	force
,	,	,
said	said	said
he	he	he
could	could	could
not	not	not
say	say	say
for	for	for
sure	sure	sure
,	,	,
as	as	a
troops	troop	troop
had	had	had
used	use	used
guns	gun	gun
made	made	made
by	by	by
the	the	the
United	unit	United
States	state	States
,	,	,
China	china	China
and	and	and
others	other	others
countries	countri	country
.	.	.

