LONDON	london	LONDON
of	of	of
at	at	at
least	least	least
7	7	7
percent	percent	percent
.	.	.
The	the	The
debt	debt	debt
,	,	,
which	which	which
helped	help	helped
fund	fund	fund
the	the	the
acquisition	acquisit	acquisition
of	of	of
U	u	U
.	.	.
S	s	S
.	.	.
software	softwar	software
groups	group	group
,	,	,
cuts	cut	cut
its	it	it
taxable	taxabl	taxable
income	incom	income
by	by	by
around	around	around
600	600	600
million	million	million
a	a	a
year	year	year
.	.	.
A	a	A
spokesman	spokesman	spokesman
for	for	for
SAP	sap	SAP
group	group	group
declined	declin	declined
to	to	to
comment	comment	comment
on	on	on
the	the	the
Reuters	reuter	Reuters
calculations	calcul	calculation
but	but	but
said	said	said
the	the	the
company	compani	company
followed	follow	followed
all	all	all
tax	tax	tax
rules	rule	rule
and	and	and
that	that	that
its	it	it
funding	fund	funding
structure	structur	structure
was	was	wa
driven	driven	driven
by	by	by
business	busi	business
rather	rather	rather
than	than	than
tax	tax	tax
reasons	reason	reason
.	.	.
Some	some	Some
measures	measur	measure
previously	previous	previously
proposed	propos	proposed
by	by	by
Obama	obama	Obama
and	and	and
the	the	the
Organization	organ	Organization
for	for	for
Economic	econom	Economic
Co	co	Co
-operation	-oper	-operation
and	and	and
Development	develop	Development
OECD	oecd	OECD
,	,	,
which	which	which
advises	advis	advises
developed	develop	developed
nations	nation	nation
on	on	on
tax	tax	tax
policy	polici	policy
,	,	,
would	would	would
have	have	have
limited	limit	limited
interest	interest	interest
deductions	deduct	deduction
to	to	to
the	the	the
extent	extent	extent
that	that	that
they	they	they
reflected	reflect	reflected
an	an	an
operating	oper	operating
unit	unit	unit
s	s	s
share	share	share
of	of	of
total	total	total
group	group	group
interest	interest	interest
costs	cost	cost
.	.	.
Since	sinc	Since
SAP	sap	SAP
group	group	group
s	s	s
total	total	total
net	net	net
interest	interest	interest
expense	expens	expense
was	was	wa
just	just	just
5	5	5
million	million	million
euros	euro	euro
last	last	last
year	year	year
,	,	,
most	most	most
of	of	of
its	it	it
U	u	U
.	.	.
S	s	S
.	.	.
subsidiary	subsidiari	subsidiary
s	s	s
deduction	deduct	deduction
may	may	may
have	have	have
been	been	been
disallowed	disallow	disallowed
under	under	under
such	such	such
proposals	propos	proposal
.	.	.
But	but	But
the	the	the
Treasury	treasuri	Treasury
plan	plan	plan
is	is	is
far	far	far
more	more	more
limited	limit	limited
than	than	than
these	these	these
proposals	propos	proposal
.	.	.
SAP	sap	SAP
filings	file	filing
suggest	suggest	suggest
that	that	that
it	it	it
has	has	ha
not	not	not
taken	taken	taken
large	larg	large
amounts	amount	amount
of	of	of
cash	cash	cash
from	from	from
its	it	it
acquired	acquir	acquired
U	u	U
.	.	.
S	s	S
.	.	.
subsidiaries	subsidiari	subsidiary
and	and	and
recapitalized	recapit	recapitalized
them	them	them
with	with	with
debt	debt	debt
.	.	.
Debts	debt	Debts
accumulated	accumul	accumulated
as	as	a
SAP	sap	SAP
has	has	ha
done	done	done
by	by	by
acquiring	acquir	acquiring
and	and	and
expanding	expand	expanding
U	u	U
.	.	.
S	s	S
.	.	.
companies	compani	company
-	-	-
should	should	should
not	not	not
be	be	be
captured	captur	captured
by	by	by
the	the	the
new	new	new
measures	measur	measure
,	,	,
even	even	even
if	if	if
that	that	that
debt	debt	debt
is	is	is
out	out	out
of	of	of
proportion	proport	proportion
to	to	to
the	the	the
parent	parent	parent
s	s	s
overall	overal	overall
debt	debt	debt
burden	burden	burden
.	.	.
But	but	But
it	it	it
s	s	s
hard	hard	hard
to	to	to
be	be	be
certain	certain	certain
.	.	.
Inter	inter	Inter
-group	-group	-group
debts	debt	debt
usually	usual	usually
run	run	run
for	for	for
a	a	a
period	period	period
of	of	of
a	a	a
few	few	few
years	year	year
,	,	,
and	and	and
each	each	each
time	time	time
they	they	they
extend	extend	extend
them	them	them
,	,	,
there	there	there
is	is	is
an	an	an
opportunity	opportun	opportunity
for	for	for
the	the	the
IRS	ir	IRS
to	to	to
re	re	re
-examine	-examin	-examine
the	the	the
arrangement	arrang	arrangement
.	.	.
There	there	There
is	is	is
certainly	certain	certainly
is	is	is
a	a	a
risk	risk	risk
when	when	when
they	they	they
roll	roll	roll
over	over	over
that	that	that
instrument	instrument	instrument
,	,	,
that	that	that
it	it	it
is	is	is
going	go	going
to	to	to
be	be	be
recharacterised	recharacteris	recharacterised
as	as	a
equity	equiti	equity
,	,	,
said	said	said
Victor	victor	Victor
Fleischer	fleischer	Fleischer
,	,	,
professor	professor	professor
of	of	of
law	law	law
at	at	at
the	the	the
University	univers	University
of	of	of
San	san	San
Diego	diego	Diego
,	,	,
said	said	said
of	of	of
the	the	the
SAP	sap	SAP
loans	loan	loan
.	.	.
