NEW	new	NEW
Group	group	Group
to	to	to
research	research	research
Muslim	muslim	Muslim
cleric	cleric	cleric
Fethullah	fethullah	Fethullah
Gulen	gulen	Gulen
s	s	s
activities	activ	activity
in	in	in
the	the	the
United	unit	United
States	state	States
,	,	,
which	which	which
he	he	he
suspected	suspect	suspected
were	were	were
poisoning	poison	poisoning
relations	relat	relation
between	between	between
the	the	the
United	unit	United
States	state	States
and	and	and
Turkey	turkey	Turkey
.	.	.

Like	like	Like
Turkish	turkish	Turkish
President	presid	President
Tayyip	tayyip	Tayyip
Erdogan	erdogan	Erdogan
,	,	,
Alptekin	alptekin	Alptekin
blamed	blame	blamed
a	a	a
failed	fail	failed
coup	coup	coup
in	in	in
Turkey	turkey	Turkey
last	last	last
July	juli	July
on	on	on
followers	follow	follower
of	of	of
Gulen	gulen	Gulen
.	.	.

Gulen	gulen	Gulen
,	,	,
who	who	who
has	has	ha
lived	live	lived
in	in	in
self	self	self
-imposed	-impos	-imposed
exile	exil	exile
in	in	in
Pennsylvania	pennsylvania	Pennsylvania
since	sinc	since
1999	1999	1999
,	,	,
has	has	ha
denied	deni	denied
involvement	involv	involvement
in	in	in
the	the	the
attempted	attempt	attempted
coup	coup	coup
and	and	and
dismisses	dismiss	dismisses
Turkey	turkey	Turkey
s	s	s
allegations	alleg	allegation
that	that	that
he	he	he
heads	head	head
a	a	a
terrorist	terrorist	terrorist
organization	organ	organization
.	.	.

Kian	kian	Kian
oversaw	oversaw	oversaw
key	key	key
elements	element	element
of	of	of
the	the	the
project	project	project
that	that	that
emerged	emerg	emerged
,	,	,
including	includ	including
a	a	a
still	still	still
-unfinished	-unfinish	-unfinished
documentary	documentari	documentary
on	on	on
Gulen	gulen	Gulen
,	,	,
according	accord	according
to	to	to
two	two	two
people	peopl	people
involved	involv	involved
in	in	in
the	the	the
project	project	project
.	.	.

Inovo	inovo	Inovo
paid	paid	paid
Flynn	flynn	Flynn
Intel	intel	Intel
Group	group	Group
a	a	a
total	total	total
of	of	of
530	530	530
,	,	,
000	000	000
,	,	,
starting	start	starting
in	in	in
September	septemb	September
,	,	,
according	accord	according
to	to	to
a	a	a
Justice	justic	Justice
Department	depart	Department
filing	file	filing
by	by	by
the	the	the
company	compani	company
in	in	in
March	march	March
.	.	.

Flynn	flynn	Flynn
Intel	intel	Intel
Group	group	Group
paid	paid	paid
80	80	80
,	,	,
000	000	000
to	to	to
Inovo	inovo	Inovo
in	in	in
consultancy	consult	consultancy
fees	fee	fee
,	,	,
according	accord	according
to	to	to
the	the	the
filing	file	filing
,	,	,
which	which	which
does	doe	doe
not	not	not
provide	provid	provide
more	more	more
detail	detail	detail
on	on	on
why	whi	why
payments	payment	payment
were	were	were
made	made	made
in	in	in
both	both	both
directions	direct	direction
.	.	.

On	on	On
Sept	sept	Sept
.	.	.

19	19	19
,	,	,
Kian	kian	Kian
and	and	and
Flynn	flynn	Flynn
met	met	met
in	in	in
New	new	New
York	york	York
with	with	with
Turkey	turkey	Turkey
s	s	s
foreign	foreign	foreign
minister	minist	minister
and	and	and
energy	energi	energy
minister	minist	minister
,	,	,
who	who	who
is	is	is
Erdogan	erdogan	Erdogan
s	s	s
son	son	son
-in-law	-in-law	-in-law
,	,	,
according	accord	according
to	to	to
a	a	a
person	person	person
with	with	with
knowledge	knowledg	knowledge
of	of	of
the	the	the
meeting	meet	meeting
.	.	.

In	in	In
late	late	late
October	octob	October
,	,	,
Kian	kian	Kian
invited	invit	invited
staff	staff	staff
of	of	of
the	the	the
House	hous	House
Homeland	homeland	Homeland
Security	secur	Security
Committee	committe	Committee
to	to	to
Flynn	flynn	Flynn
Intel	intel	Intel
Group	group	Group
s	s	s
headquarters	headquart	headquarters
in	in	in
Virginia	virginia	Virginia
.	.	.

The	the	The
meeting	meet	meeting
was	was	wa
called	call	called
to	to	to
show	show	show
off	off	off
new	new	new
mobile	mobil	mobile
phone	phone	phone
security	secur	security
technology	technolog	technology
,	,	,
but	but	but
Kian	kian	Kian
also	also	also
used	use	used
the	the	the
opportunity	opportun	opportunity
to	to	to
try	tri	try
to	to	to
get	get	get
a	a	a
congressional	congression	congressional
hearing	hear	hearing
on	on	on
Gulen	gulen	Gulen
,	,	,
according	accord	according
to	to	to
a	a	a
person	person	person
at	at	at
the	the	the
meeting	meet	meeting
.	.	.

At	at	At
that	that	that
point	point	point
,	,	,
the	the	the
Flynn	flynn	Flynn
Intel	intel	Intel
Group	group	Group
had	had	had
only	onli	only
disclosed	disclos	disclosed
its	it	it
work	work	work
for	for	for
Alptekin	alptekin	Alptekin
s	s	s
Inovo	inovo	Inovo
in	in	in
a	a	a
filing	file	filing
with	with	with
Congress	congress	Congress
.	.	.

It	it	It
had	had	had
not	not	not
mentioned	mention	mentioned
Inovo	inovo	Inovo
s	s	s
ties	tie	tie
to	to	to
Turkey	turkey	Turkey
.	.	.

When	when	When
Justice	justic	Justice
Department	depart	Department
officials	offici	official
became	becam	became
aware	awar	aware
months	month	month
later	later	later
that	that	that
Kian	kian	Kian
and	and	and
other	other	other
Flynn	flynn	Flynn
Intel	intel	Intel
Group	group	Group
officials	offici	official
had	had	had
met	met	met
with	with	with
Turkish	turkish	Turkish
officials	offici	official
they	they	they
insisted	insist	insisted
on	on	on
a	a	a
fuller	fuller	fuller
disclosure	disclosur	disclosure
,	,	,
people	peopl	people
involved	involv	involved
in	in	in
those	those	those
discussions	discuss	discussion
said	said	said
.	.	.

The	the	The
Flynn	flynn	Flynn
Intel	intel	Intel
Group	group	Group
made	made	made
the	the	the
more	more	more
detailed	detail	detailed
disclosure	disclosur	disclosure
in	in	in
its	it	it
March	march	March
filing	file	filing
with	with	with
the	the	the
Justice	justic	Justice
Department	depart	Department
under	under	under
the	the	the
Foreign	foreign	Foreign
Agents	agent	Agents
Registration	registr	Registration
Act	act	Act
that	that	that
said	said	said
the	the	the
work	work	work
that	that	that
Flynn	flynn	Flynn
and	and	and
Kian	kian	Kian
did	did	did
for	for	for
Inovo	inovo	Inovo
could	could	could
be	be	be
construed	constru	construed
to	to	to
have	have	have
principally	princip	principally
benefited	benefit	benefited
the	the	the
Republic	republ	Republic
of	of	of
Turkey	turkey	Turkey
.	.	.

