BEIRUT	beirut	BEIRUT
dominate	domin	dominate
the	the	the
SDF	sdf	SDF
.	.	.
All	all	All
our	our	our
soldiers	soldier	soldier
training	train	training
is	is	is
in	in	in
the	the	the
Coalition	coalit	Coalition
training	train	training
camps	camp	camp
,	,	,
they	they	they
oversee	overse	oversee
our	our	our
training	train	training
and	and	and
our	our	our
armament	armament	armament
,	,	,
he	he	he
said	said	said
.	.	.
Abu	abu	Abu
Khawla	khawla	Khawla
was	was	wa
a	a	a
member	member	member
of	of	of
a	a	a
Free	free	Free
Syrian	syrian	Syrian
Army	armi	Army
rebel	rebel	rebel
group	group	group
in	in	in
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
until	until	until
Islamic	islam	Islamic
State	state	State
took	took	took
over	over	over
most	most	most
of	of	of
the	the	the
province	provinc	province
in	in	in
2014	2014	2014
at	at	at
the	the	the
height	height	height
of	of	of
its	it	it
expansion	expans	expansion
in	in	in
Syria	syria	Syria
and	and	and
Iraq	iraq	Iraq
.	.	.
He	he	He
fled	fled	fled
to	to	to
Turkey	turkey	Turkey
before	befor	before
returning	return	returning
to	to	to
Syria	syria	Syria
and	and	and
joining	join	joining
the	the	the
SDF	sdf	SDF
.	.	.
Now	now	Now
we	we	we
are	are	are
setting	set	setting
up	up	up
a	a	a
civil	civil	civil
council	council	council
parallel	parallel	parallel
to	to	to
the	the	the
military	militari	military
council	council	council
of	of	of
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
,	,	,
and	and	and
this	this	this
civilian	civilian	civilian
council	council	council
will	will	will
run	run	run
all	all	all
areas	area	area
freed	freed	freed
from	from	from
Islamic	islam	Islamic
State	state	State
,	,	,
he	he	he
said	said	said
.	.	.
