BEIRUT	beirut	BEIRUT
accord	accord	accord
,	,	,
saying	say	saying
it	it	it
was	was	wa
a	a	a
terrible	terribl	terrible
agreement	agreement	agreement
and	and	and
Tehran	tehran	Tehran
was	was	wa
doing	do	doing
a	a	a
tremendous	tremend	tremendous
disservice	disservic	disservice
to	to	to
the	the	the
deal	deal	deal
.	.	.

Iran	iran	Iran
has	has	ha
not	not	not
lived	live	lived
up	up	up
to	to	to
the	the	the
spirit	spirit	spirit
of	of	of
the	the	the
agreement	agreement	agreement
and	and	and
they	they	they
have	have	have
to	to	to
do	do	do
that	that	that
,	,	,
Trump	trump	Trump
said	said	said
,	,	,
adding	ad	adding
that	that	that
the	the	the
administration	administr	administration
was	was	wa
analyzing	analyz	analyzing
it	it	it
very	veri	very
,	,	,
very	veri	very
carefully	care	carefully
and	and	and
would	would	would
have	have	have
more	more	more
to	to	to
say	say	say
about	about	about
it	it	it
soon	soon	soon
.	.	.

Under	under	Under
the	the	the
nuclear	nuclear	nuclear
deal	deal	deal
,	,	,
the	the	the
State	state	State
Department	depart	Department
must	must	must
notify	notifi	notify
Congress	congress	Congress
every	everi	every
90	90	90
days	day	day
on	on	on
Iran	iran	Iran
s	s	s
compliance	complianc	compliance
under	under	under
the	the	the
so	so	so
-called	-call	-called
Joint	joint	Joint
Comprehensive	comprehens	Comprehensive
Plan	plan	Plan
of	of	of
Action	action	Action
JCPOA	jcpoa	JCPOA
.	.	.

Tillerson	tillerson	Tillerson
s	s	s
letter	letter	letter
on	on	on
Wednesday	wednesday	Wednesday
was	was	wa
the	the	the
first	first	first
such	such	such
notification	notif	notification
since	sinc	since
Trump	trump	Trump
took	took	took
office	offic	office
.	.	.

In	in	In
his	his	his
tweet	tweet	tweet
,	,	,
Zarif	zarif	Zarif
also	also	also
addressed	address	addressed
Tillerson	tillerson	Tillerson
s	s	s
terrorism	terror	terrorism
charge	charg	charge
Worn	worn	Worn
-out	-out	-out
US	us	US
accusations	accus	accusation
can	can	can
t	t	t
mask	mask	mask
its	it	it
admission	admiss	admission
of	of	of
Iran	iran	Iran
s	s	s
compliance	complianc	compliance
w	w	w
JCPOA	jcpoa	JCPOA
.	.	.
Iran	iran	Iran
helped	help	helped
to	to	to
create	creat	create
and	and	and
continues	continu	continues
to	to	to
fund	fund	fund
Hezbollah	hezbollah	Hezbollah
,	,	,
the	the	the
Lebanese	lebanes	Lebanese
military	militari	military
and	and	and
political	polit	political
organization	organ	organization
which	which	which
the	the	the
United	unit	United
States	state	States
has	has	ha
listed	list	listed
as	as	a
a	a	a
terrorist	terrorist	terrorist
organization	organ	organization
.	.	.

Both	both	Both
Iran	iran	Iran
and	and	and
Hezbollah	hezbollah	Hezbollah
are	are	are
currently	current	currently
fighting	fight	fighting
in	in	in
support	support	support
of	of	of
Syrian	syrian	Syrian
President	presid	President
Bashar	bashar	Bashar
al	al	al
Assad	assad	Assad
s	s	s
forces	forc	force
.	.	.

Iran	iran	Iran
has	has	ha
also	also	also
sent	sent	sent
military	militari	military
advisers	advis	adviser
and	and	and
fighters	fighter	fighter
to	to	to
neighboring	neighbor	neighboring
Iraq	iraq	Iraq
,	,	,
where	where	where
they	they	they
are	are	are
taking	take	taking
part	part	part
in	in	in
the	the	the
Baghdad	baghdad	Baghdad
government	govern	government
s	s	s
operations	oper	operation
against	against	against
Islamic	islam	Islamic
State	state	State
.	.	.

The	the	The
historic	histor	historic
deal	deal	deal
between	between	between
Iran	iran	Iran
and	and	and
six	six	six
major	major	major
powers	power	power
restricts	restrict	restricts
Tehran	tehran	Tehran
s	s	s
nuclear	nuclear	nuclear
program	program	program
in	in	in
exchange	exchang	exchange
for	for	for
the	the	the
lifting	lift	lifting
of	of	of
international	intern	international
oil	oil	oil
and	and	and
financial	financi	financial
sanctions	sanction	sanction
against	against	against
the	the	the
Islamic	islam	Islamic
Republic	republ	Republic
.	.	.

The	the	The
Trump	trump	Trump
administration	administr	administration
s	s	s
inter	inter	inter
-agency	-agenc	-agency
review	review	review
of	of	of
policy	polici	policy
toward	toward	toward
Iran	iran	Iran
will	will	will
examine	examin	examine
whether	whether	whether
the	the	the
lifting	lift	lifting
of	of	of
sanctions	sanction	sanction
against	against	against
Tehran	tehran	Tehran
is	is	is
in	in	in
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
national	nation	national
security	secur	security
interests	interest	interest
.	.	.

