NEW	new	NEW
Rubio	rubio	Rubio
@marcorubio	@marcorubio	@marcorubio
9	9	9
.	.	.

Carly	car	Carly
Fiorina	fiorina	Fiorina
@carlyfiorina16	@carlyfiorina16	@carlyfiorina16
10	10	10
.	.	.

Martin	martin	Martin
O	o	O
Malley	malley	Malley
@governoromalley	@governoromalley	@governoromalley
11	11	11
.	.	.

Rand	rand	Rand
Paul	paul	Paul
@senatorrandpaul	@senatorrandpaul	@senatorrandpaul
Donald	donald	Donald
Trump	trump	Trump
,	,	,
Rick	rick	Rick
Santorum	santorum	Santorum
and	and	and
Mike	mike	Mike
Huckabee	huckabe	Huckabee
do	do	do
not	not	not
have	have	have
Snapchat	snapchat	Snapchat
accounts	account	account
,	,	,
according	accord	according
to	to	to
a	a	a
Snapchat	snapchat	Snapchat
representative	repres	representative
.	.	.

Among	among	Among
all	all	all
millennials	millenni	millennials
who	who	who
are	are	are
likely	like	likely
to	to	to
vote	vote	vote
in	in	in
the	the	the
2016	2016	2016
presidential	presidenti	presidential
election	elect	election
,	,	,
about	about	about
one	one	one
-third	-third	-third
34	34	34
percent	percent	percent
use	use	use
Snapchat	snapchat	Snapchat
and	and	and
nearly	near	nearly
two	two	two
-thirds	-third	-thirds
63	63	63
percent	percent	percent
of	of	of
millennial	millenni	millennial
Snapchat	snapchat	Snapchat
users	user	user
are	are	are
following	follow	following
the	the	the
campaign	campaign	campaign
closely	close	closely
,	,	,
the	the	the
representative	repres	representative
said	said	said
.	.	.

The	the	The
Sanders	sander	Sanders
,	,	,
Cruz	cruz	Cruz
,	,	,
Kasich	kasich	Kasich
,	,	,
and	and	and
Paul	paul	Paul
campaigns	campaign	campaign
have	have	have
all	all	all
sponsored	sponsor	sponsored
Snapchat	snapchat	Snapchat
video	video	video
or	or	or
geofilter	geofilt	geofilter
ads	ad	ad
.	.	.

