TOKYO	tokyo	TOKYO
are	are	are
at	at	at
odds	odd	odds
over	over	over
how	how	how
to	to	to
frame	frame	frame
future	futur	future
trade	trade	trade
talks	talk	talk
,	,	,
with	with	with
Tokyo	tokyo	Tokyo
pushing	push	pushing
back	back	back
against	against	against
U	u	U
.	.	.
S	s	S
.	.	.
calls	call	call
to	to	to
discuss	discuss	discus
a	a	a
bilateral	bilater	bilateral
free	free	free
trade	trade	trade
agreement	agreement	agreement
.	.	.

Trump	trump	Trump
also	also	also
said	said	said
earlier	earlier	earlier
that	that	that
an	an	an
Indo	indo	Indo
-Pacific	-pacif	-Pacific
trade	trade	trade
framework	framework	framework
would	would	would
produce	produc	produce
more	more	more
in	in	in
trade	trade	trade
that	that	that
the	the	the
Trans	tran	Trans
-Pacific	-pacif	-Pacific
Partnership	partnership	Partnership
pact	pact	pact
pushed	push	pushed
by	by	by
his	his	his
predecessor	predecessor	predecessor
but	but	but
which	which	which
he	he	he
announced	announc	announced
Washington	washington	Washington
would	would	would
abandon	abandon	abandon
soon	soon	soon
after	after	after
he	he	he
took	took	took
office	offic	office
.	.	.

The	the	The
11	11	11
remaining	remain	remaining
nations	nation	nation
in	in	in
the	the	the
TPP	tpp	TPP
,	,	,
to	to	to
which	which	which
Japan	japan	Japan
s	s	s
Abe	abe	Abe
is	is	is
firmly	firm	firmly
committed	commit	committed
,	,	,
are	are	are
edging	edg	edging
closer	closer	closer
to	to	to
sealing	seal	sealing
a	a	a
comprehensive	comprehens	comprehensive
free	free	free
trade	trade	trade
pact	pact	pact
without	without	without
the	the	the
United	unit	United
States	state	States
.	.	.

Trump	trump	Trump
met	met	met
Emperor	emperor	Emperor
Akihito	akihito	Akihito
,	,	,
exchanging	exchang	exchanging
a	a	a
handshake	handshak	handshake
and	and	and
nodding	nod	nodding
,	,	,
before	befor	before
his	his	his
lunch	lunch	lunch
and	and	and
talks	talk	talk
with	with	with
Abe	abe	Abe
.	.	.

He	he	He
also	also	also
met	met	met
relatives	relat	relative
of	of	of
Japanese	japanes	Japanese
citizens	citizen	citizen
abducted	abduct	abducted
by	by	by
North	north	North
Korean	korean	Korean
agents	agent	agent
decades	decad	decade
ago	ago	ago
to	to	to
help	help	help
train	train	train
spies	spi	spy
,	,	,
calling	call	calling
the	the	the
kidnappings	kidnap	kidnapping
a	a	a
tremendous	tremend	tremendous
disgrace	disgrac	disgrace
and	and	and
pledging	pledg	pledging
to	to	to
work	work	work
with	with	with
Abe	abe	Abe
to	to	to
bring	bring	bring
the	the	the
victims	victim	victim
back	back	back
to	to	to
Japan	japan	Japan
where	where	where
they	they	they
want	want	want
to	to	to
be	be	be
.	.	.

I	i	I
think	think	think
it	it	it
would	would	would
be	be	be
a	a	a
tremendous	tremend	tremendous
signal	signal	signal
if	if	if
Kim	kim	Kim
Jong	jong	Jong
Un	un	Un
would	would	would
send	send	send
them	them	them
back	back	back
,	,	,
Trump	trump	Trump
said	said	said
.	.	.

If	if	If
he	he	he
would	would	would
send	send	send
them	them	them
back	back	back
,	,	,
that	that	that
would	would	would
be	be	be
the	the	the
start	start	start
of	of	of
something	someth	something
,	,	,
something	someth	something
very	veri	very
special	special	special
.	.	.
Abe	abe	Abe
has	has	ha
made	made	made
resolving	resolv	resolving
the	the	the
emotive	emot	emotive
abductions	abduct	abduction
issue	issu	issue
a	a	a
keystone	keyston	keystone
of	of	of
his	his	his
career	career	career
.	.	.

The	the	The
families	famili	family
hope	hope	hope
their	their	their
talks	talk	talk
with	with	with
Trump	trump	Trump
-	-	-
the	the	the
third	third	third
U	u	U
.	.	.
S	s	S
.	.	.
president	presid	president
they	they	they
have	have	have
met	met	met
-	-	-
will	will	will
somehow	somehow	somehow
contribute	contribut	contribute
to	to	to
a	a	a
breakthrough	breakthrough	breakthrough
,	,	,
although	although	although
experts	expert	expert
say	say	say
progress	progress	progress
is	is	is
unlikely	unlik	unlikely
.	.	.

Abe	abe	Abe
also	also	also
expressed	express	expressed
his	his	his
condolences	condol	condolence
for	for	for
the	the	the
victims	victim	victim
of	of	of
a	a	a
gunman	gunman	gunman
who	who	who
massacred	massacr	massacred
at	at	at
least	least	least
26	26	26
worshippers	worshipp	worshipper
at	at	at
a	a	a
church	church	church
in	in	in
Texas	texa	Texas
.	.	.

White	white	White
House	hous	House
spokeswoman	spokeswoman	spokeswoman
Sarah	sarah	Sarah
Sanders	sander	Sanders
said	said	said
Trump	trump	Trump
had	had	had
no	no	no
plans	plan	plan
to	to	to
change	chang	change
the	the	the
schedule	schedul	schedule
for	for	for
his	his	his
12	12	12
-day	-day	-day
Asian	asian	Asian
trip	trip	trip
,	,	,
which	which	which
will	will	will
also	also	also
take	take	take
him	him	him
to	to	to
Seoul	seoul	Seoul
,	,	,
Beijing	beij	Beijing
and	and	and
Danang	danang	Danang
,	,	,
Vietnam	vietnam	Vietnam
.	.	.

Trump's	trump	Trump's
visit	visit	visit
to	to	to
Asia	asia	Asia
tmsnrt	tmsnrt	tmsnrt
.	.	.
rs	rs	r
2znSb0v	2znsb0v	2znSb0v

