JERUSALEM	jerusalem	JERUSALEM
Tehran	tehran	Tehran
of	of	of
trying	tri	trying
to	to	to
expand	expand	expand
its	it	it
influence	influenc	influence
in	in	in
Arab	arab	Arab
countries	countri	country
,	,	,
often	often	often
through	through	through
proxies	proxi	proxy
including	includ	including
the	the	the
Lebanese	lebanes	Lebanese
Shi	shi	Shi
ite	ite	ite
Hezbollah	hezbollah	Hezbollah
group	group	group
.	.	.

Ibish	ibish	Ibish
said	said	said
that	that	that
given	given	given
the	the	the
mutual	mutual	mutual
threat	threat	threat
perceptions	percept	perception
shared	share	shared
by	by	by
Israel	israel	Israel
and	and	and
Gulf	gulf	Gulf
Arab	arab	Arab
countries	countri	country
,	,	,
it	it	it
is	is	is
unlikely	unlik	unlikely
that	that	that
covert	covert	covert
ties	tie	tie
aren	aren	aren
t	t	t
developing	develop	developing
.	.	.

But	but	But
he	he	he
said	said	said
Israeli	isra	Israeli
officials	offici	official
have	have	have
tended	tend	tended
to	to	to
exaggerate	exagger	exaggerate
such	such	such
interactions	interact	interaction
in	in	in
a	a	a
bid	bid	bid
to	to	to
drive	drive	drive
down	down	down
the	the	the
price	price	price
they	they	they
may	may	may
have	have	have
to	to	to
pay	pay	pay
,	,	,
especially	especi	especially
on	on	on
Palestinian	palestinian	Palestinian
issues	issu	issue
,	,	,
to	to	to
expand	expand	expand
strategic	strateg	strategic
relations	relat	relation
and	and	and
ties	tie	tie
with	with	with
Arab	arab	Arab
countries	countri	country
.	.	.

In	in	In
public	public	public
remarks	remark	remark
in	in	in
September	septemb	September
,	,	,
Netanyahu	netanyahu	Netanyahu
pointed	point	pointed
to	to	to
covert	covert	covert
relationships	relationship	relationship
with	with	with
Arab	arab	Arab
states	state	state
,	,	,
saying	say	saying
,	,	,
without	without	without
mentioning	mention	mentioning
any	ani	any
by	by	by
name	name	name
,	,	,
that	that	that
cooperation	cooper	cooperation
exists	exist	exists
in	in	in
various	various	various
ways	way	way
and	and	and
different	differ	different
levels	level	level
.	.	.

Also	also	Also
in	in	in
September	septemb	September
,	,	,
Israel	israel	Israel
Radio	radio	Radio
reported	report	reported
that	that	that
Saudi	saudi	Saudi
Crown	crown	Crown
Prince	princ	Prince
Mohammed	moham	Mohammed
bin	bin	bin
Salman	salman	Salman
had	had	had
secretly	secret	secretly
met	met	met
officials	offici	official
in	in	in
Israel	israel	Israel
that	that	that
month	month	month
,	,	,
drawing	draw	drawing
an	an	an
official	offici	official
denial	denial	denial
from	from	from
Riyadh	riyadh	Riyadh
.	.	.

Last	last	Last
month	month	month
,	,	,
Saudi	saudi	Saudi
former	former	former
intelligence	intellig	intelligence
chief	chief	chief
Prince	princ	Prince
Turki	turki	Turki
bin	bin	bin
Faisal	faisal	Faisal
shared	share	shared
a	a	a
stage	stage	stage
with	with	with
ex	ex	ex
-Israeli	-isra	-Israeli
Mossad	mossad	Mossad
spy	spi	spy
agency	agenc	agency
director	director	director
Efraim	efraim	Efraim
Halevy	halevi	Halevy
at	at	at
a	a	a
debate	debat	debate
on	on	on
Iran	iran	Iran
in	in	in
a	a	a
New	new	New
York	york	York
synagogue	synagogu	synagogue
.	.	.

In	in	In
2016	2016	2016
,	,	,
former	former	former
Saudi	saudi	Saudi
general	general	general
Anwar	anwar	Anwar
Eshki	eshki	Eshki
visited	visit	visited
Israel	israel	Israel
,	,	,
where	where	where
he	he	he
met	met	met
Israeli	isra	Israeli
legislators	legisl	legislator
,	,	,
to	to	to
promote	promot	promote
-	-	-
as	as	a
he	he	he
has	has	ha
at	at	at
various	various	various
academic	academ	academic
forums	forum	forum
-	-	-
the	the	the
Saudi	saudi	Saudi
peace	peac	peace
initiative	initi	initiative
.	.	.

This	this	This
version	version	version
of	of	of
the	the	the
story	stori	story
corrects	correct	corrects
Saudi	saudi	Saudi
foreign	foreign	foreign
minister	minist	minister
s	s	s
first	first	first
name	name	name
in	in	in
paragraph	paragraph	paragraph
9	9	9
to	to	to
Adel	adel	Adel
,	,	,
not	not	not
Abdel	abdel	Abdel

